40,38,38,37,38,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,40,40,41,40,40,40,40,40,40,40,40,41,41,40,41,40,40,40,40,41,41,40,40,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
40,38,38,38,39,40,40,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40,40,41,41,41,40,41,41,40,40,40,41,41,41,41,41,41,41,40,40,40,41,41,41,41,40
