0_Descoberto(id0),1_Torto / Santa Maria(id1),0_Corumba IV(id2),1_Lago Paranoa(id3)
1,1,1,1
0.998999,0.996997,1,1
0.996997,0.997998,1,1
0.98999,0.994995,1,1
0.987988,0.993994,1,1
0.991992,0.992993,1,1
0.992993,0.985986,1,1
0.995996,0.988989,1,1
0.994995,0.987988,0.998999,1
0.98999,0.985986,1,1
0.991992,0.983984,1,1
0.990991,0.97998,1,1
0.990991,0.981982,1,1
0.990991,0.972973,1,1
0.987988,0.972973,1,1
0.983984,0.968969,1,1
0.982983,0.964965,1,1
0.977978,0.968969,1,1
0.972973,0.958959,1,1
0.960961,0.958959,1,1
0.953954,0.95996,0.998999,1
0.936937,0.954955,1,1
0.92993,0.95996,1,1
0.923924,0.954955,1,1
0.914915,0.952953,1,1
0.906907,0.952953,0.997998,1
0.902903,0.94995,1,1
0.886887,0.958959,1,1
0.875876,0.956957,0.998999,1
0.878879,0.951952,1,1
0.870871,0.950951,1,1
0.847848,0.953954,1,1
0.852853,0.954955,1,1
0.85986,0.954955,0.998999,1
0.844845,0.943944,0.998999,1
0.822823,0.950951,1,1
0.836837,0.94995,1,1
0.84985,0.957958,1,1
0.842843,0.960961,1,1
0.832833,0.956957,0.997998,1
