0reliability,1reliability,0afford,1afford,0severity,1severity
1,1,0.034967,0.0246829,0,0
1,1,0.0355919,0.0247253,0,0
1,1,0.036098,0.0247669,0,0
0.998999,1,0.0366459,0.0248078,0,0
0.996997,1,0.0372339,0.0248477,0,0
0.994995,1,0.0376462,0.028191,0,0
0.996997,1,0.0380991,0.0285737,0,0
0.995996,1,0.0386208,0.0289463,0,0
0.995996,1,0.0390618,0.0293075,0,0
0.991992,1,0.0394942,0.0296697,0,0
0.987988,1,0.039957,0.0300447,1,0
0.98999,1,0.0403678,0.0304312,3,0
0.98999,1,0.0407853,0.0312757,1,0
0.98999,0.998999,0.0412268,0.0343442,3,0
0.986987,1,0.0416229,0.0348993,3,0
0.988989,1,0.0421424,0.0351204,3,0
0.978979,1,0.0426751,0.0360413,7,0
0.977978,1,0.0430537,0.0368252,7,0
0.977978,1,0.0434592,0.0375215,8,0
0.96997,0.998999,0.0438614,0.0378321,14,0
0.95996,1,0.0443474,0.0383665,13,0
0.948949,1,0.0447395,0.0384564,12,0
0.943944,1,0.0451331,0.0386398,16,0
0.92993,1,0.0453768,0.038453,17,0
0.922923,0.998999,0.0456105,0.0380859,18,0
0.916917,0.998999,0.0459765,0.0383104,22,0
0.908909,1,0.0462373,0.0382238,20,0
0.890891,1,0.0464754,0.0380103,19,0
0.883884,1,0.0466961,0.0383686,21,0
0.882883,1,0.0468831,0.0384933,21,0
0.858859,1,0.0470286,0.0384237,24,0
0.840841,1,0.0471736,0.0384738,20,0
0.853854,1,0.0472988,0.0387311,24,0
0.856857,1,0.0474162,0.0389251,24,0
0.837838,1,0.0474771,0.0388142,30,0
0.82983,1,0.0475302,0.0387444,24,0
0.837838,1,0.0475454,0.0385666,22,0
0.846847,1,0.0475711,0.0387719,24,0
0.838839,1,0.047563,0.0386046,22,0
0.827828,1,0.0475299,0.0390581,23,0
