0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,0gross_rev,0cont_contrib,0drought_cost
0,0,0,0,3.27677e+179,2.27965e+07,-859486,859486
0,0,0,0,0,2.27129e+07,-758464,758464
0,0,0,0,0,2.27162e+07,-756822,756822
0,0,0,0,0,2.27195e+07,-755181,755181
0,0,0,0,0,2.50584e+07,-687225,687225
134681,0,0,0,0,2.43445e+07,134681,0
271197,0,0,0,0,2.43482e+07,136516,0
409548,0,0,0,0,2.43519e+07,138351,0
458332,0,0,0,0,2.11382e+07,48783.4,0
0,0,0,0,0,2.19584e+07,-883331,0
0,0,0,0,0,2.19629e+07,-883204,883204
0,0,0,0,0,2.19674e+07,-883077,883077
0,0,0,0,0,2.19719e+07,-882949,882949
0,0,0,0,0,2.27739e+07,-860157,860157
0,0,0,0,0,2.2683e+07,-750752,750752
0,0,0,0,0,2.26863e+07,-749108,749108
0,0,0,0,0,2.26896e+07,-747463,747463
0,0,0,0,0,2.2382e+07,-754655,754655
0,0,0,0,0,2.24771e+07,-857897,857897
0,0,0,0,0,2.24804e+07,-856276,856276
0,0,0,0,0,2.24837e+07,-854655,854655
0,0,0,0,0,2.35702e+07,-822262,822262
0,0,0,0,0,2.32479e+07,-448359,448359
0,0,0,0,0,2.32514e+07,-446649,446649
0,0,0,0,0,2.32548e+07,-444939,444939
0,0,0,0,0,2.32583e+07,-443228,443228
0,0,0,0,0,2.35171e+07,-434480,434480
0,0,0,0,0,2.33414e+07,-227938,227938
0,0,0,0,0,2.33449e+07,-226180,226180
0,0,0,0,0,2.33483e+07,-224421,224421
0,0,0,0,0,2.3893e+07,-207283,207283
0,0,0,0,0,2.37367e+07,-22814.2,22814.2
0,0,0,0,0,2.37402e+07,-21011.7,21011.7
0,0,0,0,0,2.37438e+07,-19208.5,19208.5
33540.1,0,0,0,0,2.55436e+07,33540.1,0
728942,0,0,0,0,2.49699e+07,695402,0
1.4263e+06,0,0,0,0,2.49738e+07,697361,0
2.12562e+06,0,0,0,0,2.49776e+07,699320,0
2.8269e+06,0,0,0,0,2.49814e+07,701280,0
