0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,0gross_rev,0cont_contrib,0drought_cost
0,0,0,0,3.27677e+179,2.27965e+07,-859486,859486
0,0,0,0,0,2.27138e+07,-758438,758438
0,0,0,0,0,2.27178e+07,-756470,756470
0,0,0,0,0,2.27218e+07,-754501,754501
0,0,0,0,0,2.50618e+07,-686207,686207
136169,0,0,0,0,2.43485e+07,136169,0
274538,0,0,0,0,2.43529e+07,138369,0
415108,0,0,0,0,2.43573e+07,140570,0
466443,0,0,0,0,2.11432e+07,51335.3,0
0,0,0,0,0,2.19664e+07,-883104,0
0,0,0,0,0,2.19718e+07,-882951,882951
0,0,0,0,0,2.19772e+07,-882798,882798
0,0,0,0,0,2.19825e+07,-882646,882646
0,0,0,0,0,2.27859e+07,-859816,859816
0,0,0,0,0,2.26925e+07,-746483,746483
0,0,0,0,0,2.26965e+07,-744512,744512
0,0,0,0,0,2.27005e+07,-742541,742541
0,0,0,0,0,2.23933e+07,-749412,749412
0,0,0,0,0,2.24891e+07,-852403,852403
0,0,0,0,0,2.2493e+07,-850460,850460
0,0,0,0,0,2.2497e+07,-848516,848516
0,0,0,0,0,2.35851e+07,-815773,815773
0,0,0,0,0,2.32633e+07,-441210,441210
0,0,0,0,0,2.32674e+07,-439160,439160
0,0,0,0,0,2.32716e+07,-437110,437110
0,0,0,0,0,2.32757e+07,-435059,435059
0,0,0,0,0,2.35355e+07,-425962,425962
0,0,0,0,0,2.33603e+07,-218851,218851
0,0,0,0,0,2.33644e+07,-216743,216743
0,0,0,0,0,2.33686e+07,-214635,214635
0,0,0,0,0,2.39146e+07,-197127,197127
0,0,0,0,0,2.37588e+07,-12072.4,12072.4
0,0,0,0,0,2.37631e+07,-9911.5,9911.5
0,0,0,0,0,2.37674e+07,-7749.41,7749.41
45432,0,0,0,0,2.55705e+07,45432,0
754050,0,0,0,0,2.49968e+07,708618,0
1.46473e+06,0,0,0,0,2.50016e+07,710678,0
2.17559e+06,0,0,0,0,2.50081e+07,710863,0
2.88664e+06,0,0,0,0,2.50146e+07,711047,0
3.56924e+06,0,0,0,0,2.40098e+07,682603,0
3.85924e+06,0,0,0,0,2.43597e+07,290001,0
4.15148e+06,0,0,0,0,2.43641e+07,292240,0
4.44596e+06,0,0,0,0,2.43686e+07,294480,0
4.71747e+06,0,0,0,0,2.34814e+07,271503,0
4.62515e+06,0,0,0,0,2.38059e+07,-92315.9,0
4.53497e+06,0,0,0,0,2.38102e+07,-90176,0
4.44694e+06,0,0,0,0,2.38144e+07,-88034.9,0
4.30243e+06,0,0,0,0,2.17519e+07,-144509,0
3.43148e+06,0,0,0,0,2.23932e+07,-870952,0
2.56068e+06,0,0,0,0,2.23987e+07,-870796,0
1.69004e+06,0,0,0,0,2.24041e+07,-870640,0
819556,0,0,0,0,2.24096e+07,-870485,0
0,0,0,0,3.27677e+179,2.30885e+07,-851181,0
0,0,0,0,0,2.29229e+07,-655507,655507
620401,0,0,0,0,2.1812e+07,620401,0
0,0,0,0,0,2.29308e+07,-651641,0
0,0,0,0,0,2.53023e+07,-582484,582484
250967,0,0,0,0,2.45792e+07,250967,0
504094,0,0,0,0,2.45835e+07,253127,0
759381,0,0,0,0,2.45879e+07,255288,0
924160,0,0,0,0,2.13302e+07,164779,0
48998.1,0,0,0,0,2.22457e+07,-875162,0
0,0,0,0,0,2.22509e+07,-875012,777016
0,0,0,0,0,2.22562e+07,-874862,874862
