0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,0gross_rev,0cont_contrib,0drought_cost
0,0,0,0,3.27677e+179,2.27965e+07,-859486,859486
0,0,0,0,0,2.27128e+07,-758467,758467
0,0,0,0,0,2.2716e+07,-756864,756864
0,0,0,0,0,2.27193e+07,-755260,755260
0,0,0,0,0,2.50581e+07,-687344,687344
134506,0,0,0,0,2.4344e+07,134506,0
270805,0,0,0,0,2.43476e+07,136299,0
408897,0,0,0,0,2.43513e+07,138091,0
457381,0,0,0,0,2.11376e+07,48484.8,0
0,0,0,0,0,2.19575e+07,-883358,0
0,0,0,0,0,2.19619e+07,-883234,883234
0,0,0,0,0,2.19662e+07,-883109,883109
0,0,0,0,0,2.19706e+07,-882985,882985
0,0,0,0,0,2.27725e+07,-860197,860197
0,0,0,0,0,2.26818e+07,-751252,751252
0,0,0,0,0,2.26851e+07,-749647,749647
0,0,0,0,0,2.26884e+07,-748040,748040
0,0,0,0,0,2.23807e+07,-755270,755270
0,0,0,0,0,2.24757e+07,-858541,858541
0,0,0,0,0,2.24789e+07,-856958,856958
0,0,0,0,0,2.24821e+07,-855375,855375
0,0,0,0,0,2.35684e+07,-823022,823022
0,0,0,0,0,2.32461e+07,-449197,449197
634301,0,0,0,0,2.23028e+07,634301,0
188445,0,0,0,0,2.32529e+07,-445856,0
0,0,0,0,0,2.32563e+07,-444186,67296.1
0,0,0,0,0,2.3515e+07,-435479,435479
0,0,0,0,0,2.33392e+07,-229003,229003
0,0,0,0,0,2.33426e+07,-227286,227286
0,0,0,0,0,2.3346e+07,-225568,225568
0,0,0,0,0,2.38904e+07,-208474,208474
0,0,0,0,0,2.37341e+07,-24073.4,24073.4
0,0,0,0,0,2.37376e+07,-22313,22313
0,0,0,0,0,2.3741e+07,-20552,20552
32146.3,0,0,0,0,2.55404e+07,32146.3,0
725999,0,0,0,0,2.49668e+07,693853,0
1.42176e+06,0,0,0,0,2.49705e+07,695766,0
2.11944e+06,0,0,0,0,2.49743e+07,697680,0
2.81904e+06,0,0,0,0,2.4978e+07,699594,0
3.49197e+06,0,0,0,0,2.39723e+07,672933,0
3.76583e+06,0,0,0,0,2.43267e+07,273863,0
4.04152e+06,0,0,0,0,2.43303e+07,275687,0
4.31903e+06,0,0,0,0,2.43339e+07,277512,0
4.5732e+06,0,0,0,0,2.34477e+07,254171,0
4.4639e+06,0,0,0,0,2.37708e+07,-109309,0
4.35633e+06,0,0,0,0,2.37743e+07,-107566,0
4.25051e+06,0,0,0,0,2.37778e+07,-105822,0
4.08795e+06,0,0,0,0,2.17191e+07,-162560,0
3.21562e+06,0,0,0,0,2.23448e+07,-872329,0
2.34342e+06,0,0,0,0,2.23492e+07,-872202,0
1.47134e+06,0,0,0,0,2.23537e+07,-872075,0
599393,0,0,0,0,2.23582e+07,-871948,0
0,0,0,0,3.27677e+179,2.30344e+07,-852720,0
0,0,0,0,0,2.28831e+07,-674613,674613
