0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,0gross_rev,0cont_contrib,0drought_cost
0,0,0,0,3.27677e+179,2.27965e+07,-859486,859486
0,0,0,0,0,2.27124e+07,-758476,758476
0,0,0,0,0,2.27155e+07,-756981,756981
0,0,0,0,0,2.27185e+07,-755486,755486
0,0,0,0,0,2.5057e+07,-687681,687681
134012,0,0,0,0,2.43427e+07,134012,0
269696,0,0,0,0,2.43461e+07,135683,0
407050,0,0,0,0,2.43495e+07,137355,0
454687,0,0,0,0,2.11359e+07,47636.9,0
0,0,0,0,0,2.19548e+07,-883434,0
0,0,0,0,0,2.19589e+07,-883318,883318
0,0,0,0,0,2.1963e+07,-883202,883202
0,0,0,0,0,2.19671e+07,-883086,883086
0,0,0,0,0,2.27685e+07,-860311,860311
0,0,0,0,0,2.26787e+07,-752670,752670
0,0,0,0,0,2.26817e+07,-751173,751173
0,0,0,0,0,2.26848e+07,-749676,749676
0,0,0,0,0,2.2377e+07,-757011,757011
0,0,0,0,0,2.24717e+07,-860366,860366
0,0,0,0,0,2.24747e+07,-858890,858890
0,0,0,0,0,2.24777e+07,-857413,857413
0,0,0,0,0,2.35635e+07,-825178,825178
0,0,0,0,0,2.3241e+07,-451572,451572
634093,0,0,0,0,2.22955e+07,634093,0
1.26831e+06,0,0,0,0,2.22999e+07,634218,0
1.90265e+06,0,0,0,0,2.23043e+07,634343,0
2.54416e+06,0,0,0,0,2.25639e+07,641502,0
2.31214e+06,0,0,0,0,2.33329e+07,-232021,0
2.08172e+06,0,0,0,0,2.33361e+07,-230420,0
1.8529e+06,0,0,0,0,2.33392e+07,-228819,0
1.64105e+06,0,0,0,0,2.38832e+07,-211848,0
1.61341e+06,0,0,0,0,2.37267e+07,-27641.7,0
1.58741e+06,0,0,0,0,2.373e+07,-25999.8,0
1.56305e+06,0,0,0,0,2.37332e+07,-24357.9,0
1.59125e+06,0,0,0,0,2.55315e+07,28196.1,0
2.28071e+06,0,0,0,0,2.49579e+07,689463,0
2.97196e+06,0,0,0,0,2.49613e+07,691247,0
3.66499e+06,0,0,0,0,2.49648e+07,693031,0
4.3598e+06,0,0,0,0,2.49683e+07,694815,0
5.02784e+06,0,0,0,0,2.39629e+07,668041,0
5.29691e+06,0,0,0,0,2.43169e+07,269065,0
5.56767e+06,0,0,0,0,2.43203e+07,270766,0
5.84014e+06,0,0,0,0,2.43236e+07,272467,0
6.08916e+06,0,0,0,0,2.34377e+07,249019,0
5.9748e+06,0,0,0,0,2.37604e+07,-114361,0
5.86206e+06,0,0,0,0,2.37637e+07,-112736,0
5.75095e+06,0,0,0,0,2.37669e+07,-111110,0
5.58303e+06,0,0,0,0,2.17093e+07,-167927,0
4.71029e+06,0,0,0,0,2.23304e+07,-872739,0
3.83767e+06,0,0,0,0,2.23345e+07,-872620,0
2.96517e+06,0,0,0,0,2.23387e+07,-872502,0
2.09278e+06,0,0,0,0,2.23429e+07,-872384,0
1.2396e+06,0,0,0,3.27677e+179,2.30183e+07,-853178,0
559311,0,0,0,0,2.28713e+07,-680293,0
0,0,0,0,0,2.28743e+07,-678825,0
0,0,0,0,0,2.28772e+07,-677357,677357
0,0,0,0,0,2.52397e+07,-608898,608898
221208,0,0,0,0,2.4518e+07,221208,0
444058,0,0,0,0,2.45213e+07,222850,0
668549,0,0,0,0,2.45246e+07,224491,0
802353,0,0,0,0,2.12779e+07,133804,0
0,0,0,0,0,2.21669e+07,-877401,0
0,0,0,0,0,2.21709e+07,-877288,877288
0,0,0,0,0,2.21749e+07,-877174,877174
0,0,0,0,0,2.21789e+07,-877060,877060
0,0,0,0,0,2.29885e+07,-854055,854055
0,0,0,0,0,2.2836e+07,-674979,674979
0,0,0,0,0,2.2839e+07,-673509,673509
0,0,0,0,0,2.2842e+07,-672039,672039
0,0,0,0,0,2.2531e+07,-679492,679492
0,0,0,0,0,2.26266e+07,-783945,783945
0,0,0,0,0,2.26295e+07,-782495,782495
0,0,0,0,0,2.26325e+07,-781046,781046
0,0,0,0,0,2.37292e+07,-748524,748524
0,0,0,0,0,2.34034e+07,-371151,371151
640550,0,0,0,0,2.25225e+07,640550,0
1.28122e+06,0,0,0,0,2.25269e+07,640673,0
914660,0,0,0,0,2.34127e+07,-366563,0
556732,0,0,0,0,2.36736e+07,-357929,0
407143,0,0,0,0,2.34958e+07,-149589,0
259125,0,0,0,0,2.34989e+07,-148018,0
112680,0,0,0,0,2.3502e+07,-146445,0
0,0,0,0,0,2.40514e+07,-129347,0
56681.7,0,0,0,0,2.38932e+07,56681.7,0
114975,0,0,0,0,2.38964e+07,58293.4,0
174881,0,0,0,0,2.38996e+07,59905.7,0
287825,0,0,0,0,2.5716e+07,112945,0
1.00395e+06,0,0,0,0,2.51931e+07,716121,0
1.72021e+06,0,0,0,0,2.51979e+07,716259,0
2.4366e+06,0,0,0,0,2.52028e+07,716396,0
3.15314e+06,0,0,0,0,2.52076e+07,716534,0
3.84096e+06,0,0,0,0,2.41934e+07,687824,0
4.19692e+06,0,0,0,0,2.44886e+07,355963,0
4.55456e+06,0,0,0,0,2.44919e+07,357633,0
4.91386e+06,0,0,0,0,2.44952e+07,359304,0
5.24943e+06,0,0,0,0,2.36003e+07,335570,0
5.21791e+06,0,0,0,0,2.39261e+07,-31517.8,0
5.18799e+06,0,0,0,0,2.39293e+07,-29921.9,0
5.15966e+06,0,0,0,0,2.39325e+07,-28325.4,0
5.0739e+06,0,0,0,0,2.18541e+07,-85760.3,0
4.22113e+06,0,0,0,0,2.25295e+07,-852771,0
3.3698e+06,0,0,0,0,2.25324e+07,-851333,0
2.51991e+06,0,0,0,0,2.25353e+07,-849894,0
1.67145e+06,0,0,0,0,2.25383e+07,-848455,0
843715,0,0,0,3.27677e+179,2.32192e+07,-827736,0
240177,0,0,0,0,2.30272e+07,-603538,0
0,0,0,0,0,2.30301e+07,-602100,121746
0,0,0,0,0,2.3033e+07,-600662,600662
0,0,0,0,0,2.5419e+07,-531563,531563
306796,0,0,0,0,2.469e+07,306796,0
615200,0,0,0,0,2.46932e+07,308404,0
925211,0,0,0,0,2.46964e+07,310011,0
1.14358e+06,0,0,0,0,2.14173e+07,218370,0
272100,0,0,0,0,2.2375e+07,-871482,0
0,0,0,0,0,2.2379e+07,-871370,327171
0,0,0,0,0,2.23829e+07,-871259,871259
0,0,0,0,0,2.23868e+07,-871147,871147
0,0,0,0,0,2.32043e+07,-847917,847917
0,0,0,0,0,2.29904e+07,-598754,598754
0,0,0,0,0,2.29933e+07,-597314,597314
0,0,0,0,0,2.29963e+07,-595875,595875
0,0,0,0,0,2.26821e+07,-603446,603446
0,0,0,0,0,2.27785e+07,-708981,708981
0,0,0,0,0,2.27814e+07,-707561,707561
0,0,0,0,0,2.27843e+07,-706141,706141
0,0,0,0,0,2.38918e+07,-673341,673341
0,0,0,0,0,2.35627e+07,-292278,292278
0,0,0,0,0,2.35657e+07,-290781,290781
0,0,0,0,0,2.35688e+07,-289283,289283
0,0,0,0,0,2.35718e+07,-287785,287785
0,0,0,0,0,2.38352e+07,-279113,279113
0,0,0,0,0,2.36555e+07,-68763.8,68763.8
0,0,0,0,0,2.36585e+07,-67225,67225
0,0,0,0,0,2.36616e+07,-65685.1,65685.1
0,0,0,0,0,2.42163e+07,-48466.7,48466.7
139345,0,0,0,0,2.40565e+07,139345,0
280269,0,0,0,0,2.40596e+07,140924,0
422771,0,0,0,0,2.40627e+07,142502,0
618783,0,0,0,0,2.58968e+07,196013,0
1.34193e+06,0,0,0,0,2.54404e+07,723150,0
2.06522e+06,0,0,0,0,2.54451e+07,723285,0
2.78864e+06,0,0,0,0,2.54499e+07,723419,0
3.51219e+06,0,0,0,0,2.54546e+07,723554,0
4.20675e+06,0,0,0,0,2.44303e+07,694559,0
4.64786e+06,0,0,0,0,2.46567e+07,441113,0
5.09061e+06,0,0,0,0,2.466e+07,442748,0
5.535e+06,0,0,0,0,2.46632e+07,444384,0
5.95536e+06,0,0,0,0,2.37594e+07,420367,0
6.00501e+06,0,0,0,0,2.40884e+07,49642.5,0
6.05621e+06,0,0,0,0,2.40915e+07,51205.5,0
6.10898e+06,0,0,0,0,2.40946e+07,52768.1,0
6.1037e+06,0,0,0,0,2.19959e+07,-5274.93,0
5.3239e+06,0,0,0,0,2.26778e+07,-779809,0
4.54549e+06,0,0,0,0,2.26807e+07,-778401,0
3.7685e+06,0,0,0,0,2.26835e+07,-776992,0
2.99292e+06,0,0,0,0,2.26864e+07,-775583,0
2.23821e+06,0,0,0,3.27677e+179,2.33738e+07,-754707,0
1.70984e+06,0,0,0,0,2.31799e+07,-528376,0
1.18287e+06,0,0,0,0,2.31827e+07,-526970,0
657302,0,0,0,0,2.31856e+07,-525564,0
201459,0,0,0,0,2.55945e+07,-455843,0
592054,0,0,0,0,2.48584e+07,390595,0
984220,0,0,0,0,2.48615e+07,392166,0
1.37796e+06,0,0,0,0,2.48647e+07,393737,0
1.67911e+06,0,0,0,0,2.15538e+07,301158,0
846986,0,0,0,0,2.25494e+07,-832128,0
16209.4,0,0,0,0,2.25521e+07,-830777,0
0,0,0,0,0,2.25549e+07,-829426,797007
0,0,0,0,0,2.25576e+07,-828074,828074
0,0,0,0,0,2.33818e+07,-803380,803380
0,0,0,0,0,2.31415e+07,-524149,524149
0,0,0,0,0,2.31444e+07,-522742,522742
0,0,0,0,0,2.31472e+07,-521335,521335
0,0,0,0,0,2.28299e+07,-529026,529026
0,0,0,0,0,2.29272e+07,-635621,635621
0,0,0,0,0,2.293e+07,-634234,634234
0,0,0,0,0,2.29328e+07,-632846,632846
0,0,0,0,0,2.40509e+07,-599778,599778
0,0,0,0,0,2.37185e+07,-215106,215106
0,0,0,0,0,2.37215e+07,-213643,213643
0,0,0,0,0,2.37244e+07,-212180,212180
0,0,0,0,0,2.37274e+07,-210716,210716
0,0,0,0,0,2.39932e+07,-202008,202008
10302.2,0,0,0,0,2.38117e+07,10302.2,0
22108.5,0,0,0,0,2.38147e+07,11806.3,0
35419.5,0,0,0,0,2.38176e+07,13310.9,0
66063.1,0,0,0,0,2.43776e+07,30643.6,0
286260,0,0,0,0,2.42161e+07,220197,0
507999,0,0,0,0,2.42192e+07,221739,0
731281,0,0,0,0,2.42222e+07,223282,0
1.00853e+06,0,0,0,0,2.60737e+07,277250,0
1.73855e+06,0,0,0,0,2.56822e+07,730024,0
2.46871e+06,0,0,0,0,2.56868e+07,730155,0
3.199e+06,0,0,0,0,2.56915e+07,730287,0
3.92941e+06,0,0,0,0,2.56961e+07,730418,0
4.63056e+06,0,0,0,0,2.46619e+07,701144,0
5.15493e+06,0,0,0,0,2.48212e+07,524367,0
5.68089e+06,0,0,0,0,2.48243e+07,525964,0
6.20845e+06,0,0,0,0,2.48275e+07,527562,0
6.71172e+06,0,0,0,0,2.39151e+07,503266,0
6.8407e+06,0,0,0,0,2.4247e+07,128982,0
6.97121e+06,0,0,0,0,2.425e+07,130509,0
7.10325e+06,0,0,0,0,2.42531e+07,132037,0
7.17664e+06,0,0,0,0,2.21345e+07,73394.9,0
6.46815e+06,0,0,0,0,2.28227e+07,-708495,0
5.76103e+06,0,0,0,0,2.28255e+07,-707119,0
5.05528e+06,0,0,0,0,2.28283e+07,-705743,0
4.35092e+06,0,0,0,0,2.28311e+07,-704365,0
3.66758e+06,0,0,0,3.27677e+179,2.35249e+07,-683340,0
3.21265e+06,0,0,0,0,2.33291e+07,-454926,0
2.7591e+06,0,0,0,0,2.33318e+07,-453555,0
2.30692e+06,0,0,0,0,2.33346e+07,-452183,0
1.92506e+06,0,0,0,0,2.57661e+07,-381854,0
2.39754e+06,0,0,0,0,2.50229e+07,472474,0
2.87154e+06,0,0,0,0,2.5026e+07,474006,0
3.34708e+06,0,0,0,0,2.50291e+07,475540,0
3.72912e+06,0,0,0,0,2.16871e+07,382042,0
