REL,RF,NPC,PFC,WCC,AFR
0.953953954,0.481106106,249634827.8,0.02137324,0.021652783,7829.664389
0.888888889,0.0497998,187166971.4,0.006914368,0.021205189,4524.187321
0.934934935,0.11971972,174315981.8,0.09106605,0.013766273,9220.348761
0.856856857,0.118018018,76231745.31,0.016765243,0.01958289,7829.664389
0.956956957,0.131806807,267633766.3,0.021847551,0.014253133,7829.664389
0.901901902,0.662137137,71844401.2,0.074139577,0.00625891,7829.664389
0.850850851,0.265415415,98710655.47,0.006373446,0.029271606,4524.187321
0.950950951,0.718168168,232064044.7,0.029137787,0.011630633,7829.664389
0.908908909,0.101326326,179974666.2,0.028691532,0.006119823,7829.664389
0.955955956,0.409584585,255879088.3,0.026283946,0.011863952,7829.664389
0.93993994,0.098348348,254640910.9,0.016892084,0.018645894,4524.187321
0.862862863,0.174199199,76231745.31,0.004720619,0.024628411,5855.466853
0.902902903,0.334784785,178336749.8,0.038063812,0.002806508,4524.187321
0.947947948,0.171071071,265646845.7,0.00785226,0.023632363,4524.187321
0.93993994,0.097147147,239853320.6,0.026287154,0.006159034,7829.664389
0.955955956,0.051126126,307727315.6,0.027154514,0.00407969,7829.664389
0.946946947,0.903278278,181577398.4,0.079238644,0.007233951,7829.664389
0.957957958,0.140465465,277264802.5,0.025607668,0.007888832,5855.466853
0.93993994,0.066991992,249634827.8,0.018010087,0.015763364,7829.664389
0.905905906,0.943218218,146187716,0.006712333,0.034527206,5855.466853
0.87987988,0.183758759,97004774.69,0.07766703,0.002231951,7829.664389
0.964964965,0.297247247,370649896.3,0.027207715,0.015847333,5855.466853
0.934934935,0.888338338,209241060.1,0.048109615,0.004285576,7829.664389
0.963963964,0.803603604,261647138.2,0.022704333,0.025491351,9220.348761
0.941941942,0.147497497,252597902.1,0.020049133,0.017199372,4524.187321
0.966966967,0.634534535,308670514.1,0.041861455,0.012467726,5855.466853
0.966966967,0.107557558,491907401.7,0.091731175,0.009283289,9220.348761
0.953953954,0.048848849,291043275.7,0.03289751,0.004304362,7829.664389
0.92992993,0.051276276,239853320.6,0.0332202,0.002660545,4524.187321
0.936936937,0.213963964,223304088.4,0.015809959,0.022755962,5855.466853
0.954954955,0.907707708,218041024.6,0.072085584,0.007723943,7829.664389
