REL,RF,NPC,PFC,WCC,,,,,,REL,RF,NPC,PFC,WCC
0.958958959,0.074624625,299033908.3,0.021417576,0.014167451,,,,,,,,,,
0.953953954,0.250750751,169933225.7,0.105588407,0,,,,,,,,,,
0.947947948,0.175700701,158545078.6,0.086219875,0.001927238,,,,,,,,,,
0.938938939,0.139039039,119361853.1,0.09073164,0.00788372,,,,,,,,,,
0.935935936,0.051901902,163318486.6,0.082315236,0.00184028,,,,,,,,,,
0.950950951,0.872647648,136425789.5,0.104793798,0.000733395,,,,,,,,,,
0.961961962,0.467142142,189703866,0.094369714,0.002516556,,,,,,,,,,
0.926926927,0.114514515,69955970.69,0.083053302,0.008022486,,,,,,,,,,
0.933933934,0.114964965,129338562.2,0.085266492,0.014203168,,,,,,,,,,
0.967967968,0.052502503,307205168.1,0.084280612,0.00696293,,,,,,,,,,
0.956956957,0.048773774,298123516.3,0.026615899,0.008838527,,,,,,,,,,
0.890890891,0.049824825,186924215.4,0.03345947,0.002669602,,,,,,,,,,
0.937937938,0.049274274,249634827.8,0.024400276,0.014151734,,,,,,,,,,
0.951951952,0.311086086,161144007.3,0.092303221,0.004254707,,,,,,,,,,
0.914914915,0.476651652,0,0.076700093,0.017682214,,,,,,,,,,
0.957957958,0.064814815,292194931.7,0.033768012,0.001380776,,,,,,,,,,
0.93993994,0.051426426,159448938,0.096220575,0.003066427,,,,,,,,,,
0.932932933,0.132532533,94423745.84,0.099044901,0,,,,,,,,,,
0.955955956,0.088488488,269811400.3,0.029783422,0.011205409,,,,,,,,,,
0.911911912,0.04994995,208132890.5,0.028450413,0.004769505,,,,,,,,,,
0.94994995,0.093743744,179376396.1,0.099363236,0,,,,,,,,,,
0.94994995,0.06493994,267087870.3,0.034781282,0.000213266,,,,,,,,,,
0.957957958,0.350175175,178359542.6,0.0916681,0,,,,,,,,,,
0.965965966,0.609434434,290699814.9,0.044401677,0.003794029,,,,,,,,,,
0.927927928,0.111611612,70588310.11,0.08280876,0.003090834,,,,,,,,,,
0.948948949,0.059359359,267633766.3,0.008507771,0.021210481,,,,,,,,,,
0.951951952,0.523973974,159758529,0.101731415,0,,,,,,,,,,
0.957957958,0.05487988,308670514.1,0.023257702,0.013162556,,,,,,,,,,
0.926926927,0.102702703,79368545.7,0.092564914,0.005247001,,,,,,,,,,
0.915915916,0.913438438,0,0.098957917,0.00071774,,,,,,,,,,
0.95995996,0.076176176,305141299.4,0.043841824,0.00396244,,,,,,,,,,
0.957957958,0.089164164,232438768.8,0.082247654,0.007225324,,,,,,,,,,
0.926926927,0.049624625,228351523.7,0.023258486,0.014761742,,,,,,,,,,
0.951951952,0.049074074,279936781.6,0.034901457,0.001973662,,,,,,,,,,
0.924924925,0.052077077,109590274.6,0.093494211,0.001920732,,,,,,,,,,
