REL,RF,NPC,PFC,WCC
0.974474474,0.233233233,148170169.6,0.077712501,0.015316549
0.979479479,0.290815816,186840681.8,0.079268964,0.015175528
0.982482482,0.788413413,278595484.3,0.043007172,0.006378544
0.957957958,0.081331331,196837015.8,0.043091378,0
0.975475475,0.053178178,275422355.4,0.019859954,0.014830903
0.979479479,0.142467467,189769099.7,0.091290628,0
0.905405405,0.112037037,0,0.054910609,0.016567669
0.984484484,0.624349349,332221093.5,0.035516801,0.015803665
0.982482482,0.68450951,226992625.9,0.073168109,0.006109895
0.982482482,0.298448448,289167918.9,0.030177301,0.014563567
0.98048048,0.61539039,267087870.3,0.009012724,0.030880896
0.980980981,0.662362362,258354533.9,0.00861313,0.031424434
0.973473473,0.409409409,138101952.1,0.083855641,0.014659956
0.983483483,0.501501502,332221093.5,0.013949812,0.028729815
0.983483483,0.772147147,308340422.4,0.039593547,0.007479392
0.979479479,0.076001001,287698783.3,0.008718178,0.022466967
0.982482482,0.881081081,258067909.7,0.019145124,0.029499382
0.977977978,0.139439439,204539391.7,0.088415399,0.000489011
0.984484484,0.629154154,231838823.4,0.102244189,0
0.983483483,0.602002002,321758515.7,0.049249153,0.001244823
0.983483483,0.550850851,321758515.7,0.014143634,0.029288824
0.943443443,0.057882883,159682869.2,0.022276765,0.00931243
0.97047047,0.049274274,259969808.4,0.013726095,0.020615217
0.972972973,0.308908909,137536708.3,0.08602653,0.002196354
0.975475475,0.890865866,138101952.1,0.09687434,0.001878732
0.982982983,0.676351351,285616659.2,0.026029334,0.013547144
0.963463463,0.100800801,71844401.2,0.084290224,0.014203168
0.953953954,0.052277277,188419007.8,0.008222376,0.021205189
0.981481481,0.508133133,192260602.7,0.101388547,0
0.951451451,0.0502002,186018117.3,0.029417998,0.003446363
0.935435435,0.054379379,147250624.8,0.024941327,0.007871463
0.983983984,0.818068068,224855771.1,0.094825494,0.000635308
0.947947948,0.057157157,149493880.8,0.069792609,0.007625882
0.963463463,0.11539039,69955970.69,0.087060391,0
0.923423423,0.074324324,76231745.31,0.006996198,0.018668151
0.983483483,0.550750751,321758515.7,0.045142731,0.011809897
0.927927928,0.118943944,76231745.31,0.03430077,0.000752443
