REL,RF,NPC,PFC,WCC
0.973473473,0.073348348,175406150.3,0.093018,0
0.985985986,0.900075075,331258667.5,0.014514196,0.033345198
0.956956957,0.04984985,206057962,0.019490898,0.014935416
0.94044044,0.058133133,129232742.3,0.070005246,0.014067852
0.978478478,0.084534535,277628200,0.022878634,0.014548101
0.959459459,0.068893894,209177289.8,0.036551268,0.002823997
0.968468468,0.727752753,72989095.33,0.091492052,0.012606315
0.974474474,0.08536036,175064661.4,0.081971218,0.009135272
0.961461461,0.04974975,219540834.4,0.02039733,0.014498786
0.978478478,0.872847848,168666181.8,0.104046401,0
0.947447447,0.04964965,197322433.8,0.028602805,0.005097304
0.927927928,0.106331331,76231745.31,0.007770795,0.021340062
0.981481481,0.586586587,278595484.3,0.013790478,0.02972791
0.954454454,0.049974975,199661126,0.028183253,0.012024706
0.967467467,0.406556557,80104175.83,0.100010131,0
0.972472472,0.691941942,125887687.1,0.090041643,0.002921441
0.944944945,0.082457457,158616738.9,0.028592776,0.005711796
0.981981982,0.804129129,258980608.8,0.011684096,0.03251268
0.936936937,0.071571572,96940075.49,0.072218453,0.013489741
0.974974975,0.078553554,258354533.9,0.026542486,0.004740198
0.951451451,0.056706707,161933361.6,0.068923373,0.00747579
0.947447447,0.04984985,196112397.7,0.030843234,0.002834844
0.961461461,0.10025025,200124125.2,0.071349963,0.004625733
0.943943944,0.051926927,161524102.5,0.019615137,0.014902694
0.981481481,0.492817818,192260602.7,0.089847225,0.012127204
0.981481481,0.582332332,192260602.7,0.08251447,0.022649689
0.984484484,0.775525526,295506754.1,0.008425885,0.032453708
0.971471471,0.069344344,258354533.9,0.028590355,0.004253087
0.984484484,0.87032032,321416411.5,0.05365139,0.003770822
0.977477477,0.048923924,284984755.4,0.019627167,0.014607051
0.96996997,0.825800801,95998457.57,0.092360793,0.002872671
0.983983984,0.758283283,226499181.3,0.084948898,0.019017698
0.968468468,0.085610611,139324413,0.110138973,0
0.971971972,0.298723724,133055453.9,0.100515376,0
0.975975976,0.071396396,194269784.1,0.092406045,0.00460095
0.917917918,0.052052052,76231745.31,0.020227964,0.005313331
0.971971972,0.07494995,248953535.6,0.019097461,0.014493214
0.983983984,0.472747748,330554067.7,0.02090277,0.024728038
0.980980981,0.518118118,239682287.5,0.077625474,0.004107906
0.98048048,0.3003003,278255323.9,0.007746051,0.027295246
0.965965966,0.058408408,137837183.5,0.085325988,0
0.959459459,0.068893894,208132890.5,0.027884397,0.005672737
0.96046046,0.052702703,78186254.1,0.081824119,0.000236026
0.978478478,0.686936937,195677003.1,0.072029793,0.006609135
0.967467467,0.114964965,122298580.9,0.080616506,0.014805958
0.985985986,0.900650651,320803304.7,0.023979931,0.025390517
0.966466466,0.084134134,228705486.7,0.033725511,0.003130055
0.981481481,0.58460961,279302276.3,0.035608856,0.017292006
0.980980981,0.465890891,191656060.4,0.099793603,0.004005284
0.97047047,0.742017017,100619502.9,#NAME?,0.008729715
0.969469469,0.055955956,156794738,#NAME?,0.013894849
0.985485485,0.900675676,314596296.3,0.028594883,0.025074559
0.982482482,0.688213213,228300985.1,0.064304365,0.019627644
0.973973974,0.053578579,209384913.8,0.083135199,0
0.983483483,0.48988989,321758515.7,0.022484,0.021451256
0.953453453,0.052302302,188419007.8,0.050797968,0
0.971471471,0.08028028,168932652.7,0.080237669,0.014825688
0.981481481,0.352452452,224603228.9,0.078681956,0.016872906
0.975975976,0.232982983,160614240.8,0.08357212,0.003701789
0.976476476,0.709134134,147277124,0.079530809,0.026493818
0.978478478,0.720245245,166344808.5,0.087692947,0.018458165
0.973973974,0.304329329,142668715.3,0.093627705,0.002114819
0.980980981,0.879229229,187257655,0.084829595,0.022186993
0.957457457,0.518968969,0,0.093052631,6.68E-05
0.961461461,0.067967968,216219819.3,0.038003191,0
0.96046046,0.079554555,208132890.5,0.02759447,0.005817379
0.976976977,0.602277277,192260602.7,0.07473722,0.006311032
0.971471471,0.100125125,147892022.5,0.091057378,0
0.896896897,0.176676677,0,0.01175214,0.018249616
0.915415415,0.364339339,0,0.059341666,0.015720276
0.981481481,0.819894895,185415392.9,0.095177422,0.001994527
0.962462462,0.106906907,208530945.7,0.038516122,0.004125601
0.941441441,0.052452452,158881769.8,0.009739906,0.021114131
0.946446446,0.0496997,188123505.9,0.009604834,0.021205189
0.962462462,0.085285285,80122610.87,0.087052179,0.01275002
0.978478478,0.913213213,168666181.8,0.099068809,0.00689361
0.93993994,0.110385385,146187716,0.031495852,0.002740668
0.94044044,0.104304304,146996643.2,0.010175847,0.022669988
0.982482482,0.849274274,265935611.3,0.03197176,0.018724074
0.973473473,0.133833834,156746887.2,0.081110635,0.014830562
0.938438438,0.051401401,149442049.1,0.015212189,0.01896636
0.950950951,0.099299299,149267241.1,0.070516399,0.014262407
0.975975976,0.080405405,201281284.3,0.085525807,0
0.873373373,0.091541542,0,0.024823253,0.00238665
0.982482482,0.659984985,278446985.3,0.019037646,0.02414908
0.971471471,0.063013013,258067909.7,0.014291972,0.021181894
0.972472472,0.068443443,259969808.4,0.012383368,0.021516404
0.982482482,0.871071071,258354533.9,0.029150447,0.022638022
0.965965966,0.127277277,70233566.3,#NAME?,0.004177206
0.98048048,0.601801802,258980608.8,0.01398956,0.02956944
0.980980981,0.62957958,266757632.8,0.024557733,0.021224598
0.953453453,0.052077077,198800181.3,0.009959707,0.019944706
0.981981982,0.548548549,208108280.1,0.083448829,0.016261212
0.913413413,0.058808809,171944867,0.023019023,0.001985809
0.908908909,0.173873874,0,0.063833886,0.009565774
0.983983984,0.658258258,344626500.4,0.027289913,0.01302684
0.982482482,0.298573574,289527001,0.008257539,0.027348322
0.971971972,0.07505005,248953535.6,0.032019755,0.000812805
0.975475475,0.049074074,275422355.4,0.008242469,0.021205189
0.976976977,0.213913914,175983362.6,0.083597937,0.00388921
0.980980981,0.63008008,259314712.6,0.018409273,0.024514653
0.983483483,0.780805806,284984755.4,0.048071343,0.004878312
0.98048048,0.629954955,269846388.8,0.037510994,0.014189432
0.957457457,0.04984985,207338411.9,0.030593161,0.009061785
0.981481481,0.629304304,264806403.7,0.018082503,0.029675255
0.982982983,0.849074074,214811530.4,0.097681959,0.006153007
0.984484484,0.756931932,291351818.6,0.020184939,0.024197293
0.975475475,0.117117117,175972351.6,0.090615392,0
0.967967968,0.34024024,93620950.62,0.099987557,0.005496785
0.938438438,0.053928929,149442049.1,0.022012284,0.013448087
0.980980981,0.724424424,249991307.6,0.016904863,0.031039467
0.97047047,0.081431431,241539256.5,0.023319891,0.00801558
0.967467467,0.051551552,161144007.3,0.082833474,0.014286476
0.982482482,0.827652653,276924984,0.028541874,0.014235977
0.953453453,0.052277277,189348160.9,0.027668608,0.00560976
0.981481481,0.779004004,258980608.8,0.023939393,0.02247837
0.981981982,0.671571572,231495570.3,0.056890835,0.014074574
0.981481481,0.289489489,285616659.2,0.039462927,0.001407146
0.968968969,0.049299299,249634827.8,0.022165992,0.009739699
0.985485485,0.865840841,420518740.6,0.024188217,0.028671541
0.962462462,0.10467968,69955970.69,0.078589824,0.014828353
0.981481481,0.762462462,259314712.6,0.029587473,0.020800643
0.962462462,0.102252252,71844401.2,0.08482752,0
0.96046046,0.052227227,96325515.28,0.079094056,0.014479621
0.985485485,0.921471471,289818226.1,0.017374236,0.033858076
0.982482482,0.78953954,278595484.3,0.033209839,0.012630285
0.974474474,0.075975976,258980608.8,0.009864362,0.022093073
0.979479479,0.078603604,284984755.4,0.029787877,0.002911971
0.975475475,0.411286286,157636248.5,#NAME?,0
0.987487487,0.517942943,283843968,0.088688395,0.003101048
0.976476476,0.138638639,176432491,#NAME?,0.014487381
0.98048048,0.138188188,287028844.8,0.007591118,0.025138186
0.973473473,0.074049049,258067909.7,0.034079607,0.003004704
0.980980981,0.671421421,221647312.7,0.061943646,0.011316731
0.971471471,0.063013013,258067909.7,0.029541678,0.007355101
0.968968969,0.051926927,155875373.3,0.08857183,0
0.981481481,0.882257257,259969808.4,0.044264294,0.008003636
0.968468468,0.778278278,72167783.73,0.084172721,0.025851577
0.972472472,0.75513013,115517217.8,0.080412542,0.026688607
0.974974975,0.63521021,138989744.4,0.086739179,0.004466061
0.961461461,0.084884885,82384993.57,0.096672028,0.00309323
0.957957958,0.77997998,0,0.086362257,0.005942105
0.955455455,0.121646647,178870234.7,0.069428399,0
0.948448448,0.116791792,152799380.6,0.066193973,0.008778591
0.944444444,0.049974975,177174891.8,0.018880456,0.01896636
0.876876877,0.0997998,0,0.00565493,0.017543201
0.984484484,0.732907908,227952090.2,0.092600709,0.012764207
0.976476476,0.083783784,203979265.5,#NAME?,0.013571944
0.905405405,0.246846847,0,0.016848404,0.008329951
0.968468468,0.083408408,237946877.1,0.027978505,0.004821328
0.969469469,0.08516016,144330708.9,0.091759229,0.005517691
0.981481481,0.512262262,192260602.7,0.094838495,0
0.972472472,0.057107107,173705038.4,0.077762417,0.014774467
0.96046046,0.053903904,216585440.3,0.032322596,0.001842522
0.975475475,0.051001001,218356419.7,0.082625667,6.22E-06
0.966966967,0.065115115,239227173.8,0.034755101,0.001639123
0.977477477,0.323473473,171582271.7,0.084408977,0.014341957
0.98048048,0.850925926,248953535.6,0.032896121,0.018243443
0.976476476,0.721021021,159079116.5,0.097457382,0.008987662
0.981981982,0.288788789,285616659.2,0.021463007,0.01869273
0.981981982,0.359134134,210607524.2,0.099072936,0
0.975975976,0.087562563,184087133.3,0.093684637,0.001846061
0.963463463,0.122047047,207969859.3,0.041543379,0.006261955
0.974974975,0.051251251,185940465.8,0.086269705,0
0.981481481,0.571121121,188726127.8,0.101906493,0
0.984984985,0.057157157,480512998.3,0.082425008,0.014825688
0.944944945,0.053653654,168242791.2,0.028130621,0.00426903
0.984484484,0.921321321,289802189.8,0.05864306,0.006096152
0.98048048,0.31529029,277910576,0.045186689,0
0.984484484,0.861061061,321416411.5,0.045372882,0.008830608
0.940940941,0.050725726,158881769.8,0.031801167,0.002577228
0.966966967,0.11509009,120412932.1,0.079843208,0.014805958
0.934434434,0.06966967,71844401.2,0.06246614,0.008844067
0.95045045,0.0503003,178594807.6,0.018817517,0.015261253
0.982482482,0.85482983,214190101.9,0.082266482,0.023975138
0.983483483,0.82525025,279657684.6,0.04527994,0.013495495
0.983983984,0.859534535,295743268,0.038320274,0.009540867
0.964964965,0.101076076,111206441.1,0.078392425,0.014399028
0.985485485,0.876201201,320001143.2,0.027302642,0.023656557
0.984484484,0.834059059,289287629.3,0.019088542,0.029676456
0.969469469,0.082057057,238266143.6,0.026438802,0.009732844
0.955455455,0.067142142,188720278.2,0.027116265,0.004667553
0.982982983,0.723098098,279657684.6,0.031243912,0.017752992
0.985485485,0.88983984,309477198.6,0.038495619,0.018501452
0.936936937,0.111961962,72989095.33,0.057934214,0.010640933
0.96996997,0.049299299,259664238.6,0.00660671,0.021205189
0.983483483,0.048623624,308394933.3,0.086250897,0
0.97047047,0.201101101,118100429.2,0.088258851,0.000780465
0.879379379,0.152577578,0,0.022592337,0.014415069
0.95045045,0.0503003,178594807.6,0.033089428,0.007535684
0.981481481,0.762462462,259314712.6,0.022021472,0.027122912
0.958458458,0.073348348,208132890.5,0.032755676,0.002148773
0.982482482,0.298448448,289167918.9,0.016223428,0.024812884
0.973473473,0.144594595,156746887.2,0.095491801,0
0.948948949,0.101776777,168722476.7,0.042382651,6.61E-05
0.944944945,0.081981982,135116196.8,0.060899243,0.009316506
0.962462462,0.089264264,71298355.53,0.091196676,0
0.981481481,0.629454454,264117301.2,0.027938738,0.019618893
0.941441441,0.061936937,128370424.6,0.069049928,0.014203128
0.978478478,0.433058058,176432491,0.087870825,0.00272334
0.966966967,0.222447447,71559781.8,0.087498298,0.01235619
0.947447447,0.08465966,167594152.4,0.02877703,0.004232929
0.983483483,0.649924925,226749799,0.095535618,0.010789863
0.902902903,0.060185185,0,0.055144912,0.016354424
0.971471471,0.051351351,169815982.4,0.087151823,0.012641197
0.962462462,0.082207207,93854645.75,0.077221186,0.014525485
0.968968969,0.701276276,86034464.58,0.081958257,0.027763329
0.925425425,0.055580581,188874543.1,0.019041953,0.00796707
0.983983984,0.837062062,291043275.7,0.040980975,0.008449394
0.957957958,0.883658659,0,0.082754749,0.019278418
0.938438438,0.051401401,149442049.1,0.008036594,0.021207328
0.984484484,0.822322322,283765396.3,0.021356202,0.023988666
0.980980981,0.646796797,258980608.8,0.033805477,0.014126628
0.977477477,0.345820821,173705038.4,0.077646018,0.015518896
0.968468468,0.104204204,132918461.3,0.084905206,0.013909442
0.98048048,0.850925926,248953535.6,0.022623899,0.023507195
0.956456456,0.0498999,207580550.3,0.030425129,0.004896592
0.976476476,0.19491992,162034398.2,0.098030051,0
0.964964965,0.101301301,108744648.1,0.088195501,0.011699094
0.970970971,0.100800801,164697373.6,0.08203678,0.00399548
0.960960961,0.101426426,207052496.4,0.035668374,0.003262752
0.964964965,0.04954955,236548264.3,0.024195153,0.006103141
0.971471471,0.065690691,259664238.6,0.006957464,0.021340062
0.938938939,0.058883884,115708255.1,0.06323385,0.008620852
0.969469469,0.766491491,89346100.53,0.102370309,0
0.919419419,0.05970971,0,0.069258899,0.007653146
0.971471471,0.545970971,129826216.7,0.101619504,0
0.982482482,0.629304304,277910576,0.018764986,0.029675255
0.97047047,0.104404404,150691194.4,0.084982066,0.013920214
0.97047047,0.055880881,258067909.7,0.014934218,0.019999588
0.966966967,0.058283283,148879375,0.085938219,0
0.983483483,0.82464965,277264802.5,0.030765327,0.019108292
0.981481481,0.299774775,283765396.3,0.02468114,0.009456035
0.962462462,0.066566567,213005713.7,0.06564387,0.007322315
0.936436436,0.050650651,149730636.7,0.012366689,0.018088518
0.983483483,0.801876877,277628200,0.019535556,0.025172635
0.981481481,0.506856857,193121440.2,0.095129275,0.009542588
0.98048048,0.378953954,193121440.2,0.113105909,0
0.965965966,0.053078078,239853320.6,0.027569467,0.004113115
0.974974975,0.21539039,157668336.7,0.091328978,0
0.976476476,0.220345345,162995428.5,0.08942078,0.010034646
0.967967968,0.099124124,143309089.1,0.091666308,0
