0reliability,1reliability,0afford,1afford,0severity,1severity
1,1,0.034967,0.028292,0,0
1,1,0.0355919,0.0247253,0,0
1,1,0.036098,0.0247669,0,0
0.998999,1,0.0366459,0.0248078,0,0
0.996997,1,0.0372339,0.0248477,0,0
0.994995,1,0.0376462,0.0345055,0,0
0.996997,1,0.0380991,0.034544,0,0
0.995996,0.998999,0.0386208,0.03458,0,0
0.996997,0.997998,0.0390618,0.0346155,0,0
0.991992,0.996997,0.0394942,0.0346502,0,0
0.98999,0.993994,0.039957,0.0346852,1,0
0.990991,0.996997,0.0403678,0.0347183,0,0
0.995996,0.997998,0.0407853,0.0347545,0,0
0.990991,0.996997,0.0412268,0.0351892,0,0
0.986987,0.995996,0.0416203,0.0399772,3,0
0.98999,0.995996,0.0421009,0.0407948,1,0
0.980981,0.997998,0.0425244,0.0412336,7,0
0.977978,0.998999,0.0429953,0.0420983,7,0
0.981982,0.996997,0.0434189,0.0426837,5,0
0.973974,0.995996,0.0438163,0.0426682,13,0
0.963964,0.996997,0.0442376,0.0433891,13,0
0.94995,0.996997,0.0446118,0.0430412,14,0
0.948949,0.998999,0.0450197,0.0429451,16,0
0.934935,0.995996,0.0453145,0.0428668,15,0
0.927928,0.995996,0.0456089,0.042487,18,0
0.918919,0.997998,0.0459765,0.0423075,22,0
0.912913,0.997998,0.0462133,0.0422484,20,0
0.8999,1,0.0464356,0.0432655,18,0
0.892893,0.998999,0.0466659,0.0444168,20,0
0.88989,0.998999,0.046858,0.0455736,21,0
0.864865,1,0.0469726,0.0449285,24,0
0.848849,0.998999,0.0471736,0.046383,20,0
0.860861,0.995996,0.0472973,0.0461643,23,0
0.860861,0.998999,0.0473422,0.0459399,23,0
0.838839,1,0.0474136,0.046246,30,0
0.841842,1,0.0475137,0.0459363,23,0
0.841842,1,0.0475056,0.0452629,21,0
0.851852,0.998999,0.0475088,0.0454278,23,0
0.84985,0.997998,0.0475028,0.0450437,22,0
0.835836,0.997998,0.0474688,0.0456671,22,0
