Realization	utility	week	infra.
252	1	261	11
253	1	261	11
254	1	261	11
255	1	261	11
256	1	261	11
257	1	261	11
258	1	261	11
259	1	261	11
260	1	261	11
261	1	261	11
262	1	261	11
263	1	261	11
264	1	261	11
265	1	261	11
266	1	261	11
267	1	261	11
268	1	261	11
269	1	261	11
270	1	261	11
271	1	261	11
272	1	261	11
273	1	261	11
274	1	261	11
275	1	261	11
276	1	261	11
277	1	261	11
278	1	261	11
279	1	261	11
280	1	261	11
281	1	261	11
282	1	261	11
283	1	261	11
284	1	261	11
285	1	261	11
286	1	261	11
287	1	261	11
288	1	261	11
289	1	261	11
290	1	261	11
291	1	261	11
292	1	261	11
293	1	261	11
294	1	261	11
295	1	261	11
296	1	261	11
297	1	261	11
298	1	261	11
299	1	261	11
300	1	261	11
301	1	261	11
302	1	261	11
303	1	261	11
304	1	261	11
305	1	261	11
306	1	261	11
307	1	261	11
308	1	261	11
309	1	261	11
310	1	261	11
311	1	261	11
312	1	261	11
313	1	261	11
314	1	261	11
315	1	261	11
316	1	261	11
317	1	261	11
318	1	261	11
319	1	261	11
320	1	261	11
321	1	261	11
322	1	261	11
323	1	261	11
324	1	261	11
325	1	261	11
326	1	261	11
327	1	261	11
328	1	261	11
329	1	261	11
330	1	261	11
331	1	261	11
332	1	261	11
333	1	261	11
334	1	261	11
335	1	261	11
336	1	261	11
337	1	261	11
338	1	261	11
339	1	261	11
340	1	261	11
341	1	261	11
342	1	261	11
343	1	261	11
344	1	261	11
345	1	261	11
346	1	261	11
347	1	261	11
348	1	261	11
349	1	261	11
350	1	261	11
351	1	261	11
352	1	261	11
353	1	261	11
354	1	261	11
355	1	261	11
356	1	261	11
357	1	261	11
358	1	261	11
359	1	261	11
360	1	261	11
361	1	261	11
362	1	261	11
363	1	261	11
364	1	261	11
365	1	261	11
366	1	261	11
367	1	261	11
368	1	261	11
369	1	261	11
370	1	261	11
371	1	261	11
372	1	261	11
373	1	261	11
374	1	261	11
375	1	261	11
376	1	261	11
377	1	261	11
378	1	261	11
379	1	261	11
380	1	261	11
381	1	261	11
382	1	261	11
383	1	261	11
384	1	261	11
385	1	261	11
386	1	261	11
387	1	261	11
388	1	261	11
389	1	261	11
390	1	261	11
391	1	261	11
392	1	261	11
393	1	261	11
394	1	261	11
395	1	261	11
396	1	261	11
397	1	261	11
398	1	261	11
399	1	261	11
400	1	261	11
401	1	261	11
402	1	261	11
403	1	261	11
404	1	261	11
405	1	261	11
406	1	261	11
407	1	261	11
408	1	261	11
409	1	261	11
410	1	261	11
411	1	261	11
412	1	261	11
413	1	261	11
414	1	261	11
415	1	261	11
416	1	261	11
417	1	261	11
418	1	261	11
419	1	261	11
420	1	261	11
421	1	261	11
422	1	261	11
423	1	261	11
424	1	261	11
425	1	261	11
426	1	261	11
427	1	261	11
428	1	261	11
429	1	261	11
430	1	261	11
431	1	261	11
432	1	261	11
433	1	261	11
434	1	261	11
435	1	261	11
436	1	261	11
437	1	261	11
438	1	261	11
439	1	261	11
440	1	261	11
441	1	261	11
442	1	261	11
443	1	261	11
444	1	261	11
445	1	261	11
446	1	261	11
447	1	261	11
448	1	261	11
449	1	261	11
450	1	261	11
451	1	261	11
452	1	261	11
453	1	261	11
454	1	261	11
455	1	261	11
456	1	261	11
457	1	261	11
458	1	261	11
459	1	261	11
460	1	261	11
461	1	261	11
462	1	261	11
463	1	261	11
464	1	261	11
465	1	261	11
466	1	261	11
467	1	261	11
468	1	261	11
469	1	261	11
470	1	261	11
471	1	261	11
472	1	261	11
473	1	261	11
474	1	261	11
475	1	261	11
476	1	261	11
477	1	261	11
478	1	261	11
479	1	261	11
480	1	261	11
481	1	261	11
482	1	261	11
483	1	261	11
484	1	261	11
485	1	261	11
486	1	261	11
487	1	261	11
488	1	261	11
489	1	261	11
490	1	261	11
491	1	261	11
492	1	261	11
493	1	261	11
494	1	261	11
495	1	261	11
496	1	261	11
497	1	261	11
498	1	261	11
499	1	261	11
500	1	261	11
501	1	261	11
502	1	261	11
503	1	261	11
504	1	261	11
505	1	261	11
506	1	261	11
507	1	261	11
508	1	261	11
509	1	261	11
510	1	261	11
511	1	261	11
512	1	261	11
513	1	261	11
514	1	261	11
515	1	261	11
516	1	261	11
517	1	261	11
518	1	261	11
519	1	261	11
520	1	261	11
521	1	261	11
522	1	261	11
523	1	261	11
524	1	261	11
525	1	261	11
526	1	261	11
527	1	261	11
528	1	261	11
529	1	261	11
530	1	261	11
531	1	261	11
532	1	261	11
533	1	261	11
534	1	261	11
535	1	261	11
536	1	261	11
537	1	261	11
538	1	261	11
539	1	261	11
540	1	261	11
541	1	261	11
542	1	261	11
543	1	261	11
544	1	261	11
545	1	261	11
546	1	261	11
547	1	261	11
548	1	261	11
549	1	261	11
550	1	261	11
551	1	261	11
552	1	261	11
553	1	261	11
554	1	261	11
555	1	261	11
556	1	261	11
557	1	261	11
558	1	261	11
559	1	261	11
560	1	261	11
561	1	261	11
562	1	261	11
563	1	261	11
564	1	261	11
565	1	261	11
566	1	261	11
567	1	261	11
568	1	261	11
569	1	261	11
570	1	261	11
571	1	261	11
572	1	261	11
573	1	261	11
574	1	261	11
575	1	261	11
576	1	261	11
577	1	261	11
578	1	261	11
579	1	261	11
580	1	261	11
581	1	261	11
582	1	261	11
583	1	261	11
584	1	261	11
585	1	261	11
586	1	261	11
587	1	261	11
588	1	261	11
589	1	261	11
590	1	261	11
591	1	261	11
592	1	261	11
593	1	261	11
594	1	261	11
595	1	261	11
596	1	261	11
597	1	261	11
598	1	261	11
599	1	261	11
600	1	261	11
601	1	261	11
602	1	261	11
603	1	261	11
604	1	261	11
605	1	261	11
606	1	261	11
607	1	261	11
608	1	261	11
609	1	261	11
610	1	261	11
611	1	261	11
612	1	261	11
613	1	261	11
614	1	261	11
615	1	261	11
616	1	261	11
617	1	261	11
618	1	261	11
619	1	261	11
620	1	261	11
621	1	261	11
622	1	261	11
623	1	261	11
624	1	261	11
625	1	261	11
626	1	261	11
627	1	261	11
628	1	261	11
629	1	261	11
630	1	261	11
631	1	261	11
632	1	261	11
633	1	261	11
634	1	261	11
635	1	261	11
636	1	261	11
637	1	261	11
638	1	261	11
639	1	261	11
640	1	261	11
641	1	261	11
642	1	261	11
643	1	261	11
644	1	261	11
645	1	261	11
646	1	261	11
647	1	261	11
648	1	261	11
649	1	261	11
650	1	261	11
651	1	261	11
652	1	261	11
653	1	261	11
654	1	261	11
655	1	261	11
656	1	261	11
657	1	261	11
658	1	261	11
659	1	261	11
660	1	261	11
661	1	261	11
662	1	261	11
663	1	261	11
664	1	261	11
665	1	261	11
666	1	261	11
667	1	261	11
668	1	261	11
669	1	261	11
670	1	261	11
671	1	261	11
672	1	261	11
673	1	261	11
674	1	261	11
675	1	261	11
676	1	261	11
677	1	261	11
678	1	261	11
679	1	261	11
680	1	261	11
681	1	261	11
682	1	261	11
683	1	261	11
684	1	261	11
685	1	261	11
686	1	261	11
687	1	261	11
688	1	261	11
689	1	261	11
690	1	261	11
691	1	261	11
692	1	261	11
693	1	261	11
694	1	261	11
695	1	261	11
696	1	261	11
697	1	261	11
698	1	261	11
699	1	261	11
700	1	261	11
701	1	261	11
702	1	261	11
703	1	261	11
704	1	261	11
705	1	261	11
706	1	261	11
707	1	261	11
708	1	261	11
709	1	261	11
710	1	261	11
711	1	261	11
712	1	261	11
713	1	261	11
714	1	261	11
715	1	261	11
716	1	261	11
717	1	261	11
718	1	261	11
719	1	261	11
720	1	261	11
721	1	261	11
722	1	261	11
723	1	261	11
724	1	261	11
725	1	261	11
726	1	261	11
727	1	261	11
728	1	261	11
729	1	261	11
730	1	261	11
731	1	261	11
732	1	261	11
733	1	261	11
734	1	261	11
735	1	261	11
736	1	261	11
737	1	261	11
738	1	261	11
739	1	261	11
740	1	261	11
741	1	261	11
742	1	261	11
743	1	261	11
744	1	261	11
745	1	261	11
746	1	261	11
747	1	261	11
748	1	261	11
749	1	261	11
750	1	261	11
751	1	261	11
752	1	261	11
753	1	261	11
754	1	261	11
755	1	261	11
756	1	261	11
757	1	261	11
758	1	261	11
759	1	261	11
760	1	261	11
761	1	261	11
762	1	261	11
763	1	261	11
764	1	261	11
765	1	261	11
766	1	261	11
767	1	261	11
768	1	261	11
769	1	261	11
770	1	261	11
771	1	261	11
772	1	261	11
773	1	261	11
774	1	261	11
775	1	261	11
776	1	261	11
777	1	261	11
778	1	261	11
779	1	261	11
780	1	261	11
781	1	261	11
782	1	261	11
783	1	261	11
784	1	261	11
785	1	261	11
786	1	261	11
787	1	261	11
788	1	261	11
789	1	261	11
790	1	261	11
791	1	261	11
792	1	261	11
793	1	261	11
794	1	261	11
795	1	261	11
796	1	261	11
797	1	261	11
798	1	261	11
799	1	261	11
800	1	261	11
801	1	261	11
802	1	261	11
803	1	261	11
804	1	261	11
805	1	261	11
806	1	261	11
807	1	261	11
808	1	261	11
809	1	261	11
810	1	261	11
811	1	261	11
812	1	261	11
813	1	261	11
814	1	261	11
815	1	261	11
816	1	261	11
817	1	261	11
818	1	261	11
819	1	261	11
820	1	261	11
821	1	261	11
822	1	261	11
823	1	261	11
824	1	261	11
825	1	261	11
826	1	261	11
827	1	261	11
828	1	261	11
829	1	261	11
830	1	261	11
831	1	261	11
832	1	261	11
833	1	261	11
834	1	261	11
835	1	261	11
836	1	261	11
837	1	261	11
838	1	261	11
839	1	261	11
840	1	261	11
841	1	261	11
842	1	261	11
843	1	261	11
844	1	261	11
845	1	261	11
846	1	261	11
847	1	261	11
848	1	261	11
849	1	261	11
850	1	261	11
851	1	261	11
852	1	261	11
853	1	261	11
854	1	261	11
855	1	261	11
856	1	261	11
857	1	261	11
858	1	261	11
859	1	261	11
860	1	261	11
861	1	261	11
862	1	261	11
863	1	261	11
864	1	261	11
865	1	261	11
866	1	261	11
867	1	261	11
868	1	261	11
869	1	261	11
870	1	261	11
871	1	261	11
872	1	261	11
873	1	261	11
874	1	261	11
875	1	261	11
876	1	261	11
877	1	261	11
878	1	261	11
879	1	261	11
880	1	261	11
881	1	261	11
882	1	261	11
883	1	261	11
884	1	261	11
885	1	261	11
886	1	261	11
887	1	261	11
888	1	261	11
889	1	261	11
890	1	261	11
891	1	261	11
892	1	261	11
893	1	261	11
894	1	261	11
895	1	261	11
896	1	261	11
897	1	261	11
898	1	261	11
899	1	261	11
900	1	261	11
901	1	261	11
902	1	261	11
903	1	261	11
904	1	261	11
905	1	261	11
906	1	261	11
907	1	261	11
908	1	261	11
909	1	261	11
910	1	261	11
911	1	261	11
912	1	261	11
913	1	261	11
914	1	261	11
915	1	261	11
916	1	261	11
917	1	261	11
918	1	261	11
919	1	261	11
920	1	261	11
921	1	261	11
922	1	261	11
923	1	261	11
924	1	261	11
925	1	261	11
926	1	261	11
927	1	261	11
928	1	261	11
929	1	261	11
930	1	261	11
931	1	261	11
932	1	261	11
933	1	261	11
934	1	261	11
935	1	261	11
936	1	261	11
937	1	261	11
938	1	261	11
939	1	261	11
940	1	261	11
941	1	261	11
942	1	261	11
943	1	261	11
944	1	261	11
945	1	261	11
946	1	261	11
947	1	261	11
948	1	261	11
949	1	261	11
950	1	261	11
951	1	261	11
952	1	261	11
953	1	261	11
954	1	261	11
955	1	261	11
956	1	261	11
957	1	261	11
958	1	261	11
959	1	261	11
960	1	261	11
961	1	261	11
962	1	261	11
963	1	261	11
964	1	261	11
965	1	261	11
966	1	261	11
967	1	261	11
968	1	261	11
969	1	261	11
970	1	261	11
971	1	261	11
972	1	261	11
973	1	261	11
974	1	261	11
975	1	261	11
976	1	261	11
977	1	261	11
978	1	261	11
979	1	261	11
980	1	261	11
981	1	261	11
982	1	261	11
983	1	261	11
984	1	261	11
985	1	261	11
986	1	261	11
987	1	261	11
988	1	261	11
989	1	261	11
990	1	261	11
991	1	261	11
992	1	261	11
993	1	261	11
994	1	261	11
995	1	261	11
996	1	261	11
997	1	261	11
998	1	261	11
999	1	261	11
