0.264009082,1.1,0.001,0.15805653,0.007861105,0.960050625,1.28E-14,4.41E-13,0.736629732,1.026648812,0.867663171,0.538023349,0.141603654,0.554067286,0.074855042,0.905588821,0.372118202,0.338632565,0.247185019,0.764450194,0.895806475,1.099896134
0.02245629,0.648047261,0.001,0.510071155,0.025431398,0.314730695,2.03E-13,5.00E-13,0.577350738,0.793471467,0.039792716,0.845488787,0.250137,0.507125912,0.056336963,0.782732482,0.411548039,0.456492173,0.016596225,0.958495629,0.324418656,1.222422694
0.190070054,1.074661302,0.001,0.710895844,0.105192778,0.469413722,0,5.21E-13,0.122589434,0.872709595,0.599320722,0.39283097,0.095233993,0.76718913,0.139408625,0.720972284,0.49499196,0.130609795,0.124443545,0.681433587,0.966541819,1.242851284
0.031581138,1.1,0.001,0.053176627,0.001,0.478489567,0,1.95E-13,0.154544441,0.714208732,0.903517737,0.327119896,0.758296426,0.215017638,0.481420832,0.371568231,0.405718333,0.385307786,0.229146184,0.621500083,0.297869583,1.393127211
0.026030214,0.322858456,0.001469333,0.002683658,0.027758974,1.081547867,0,0,0.524741365,0.875723878,0.904439893,0.603576419,0.717507032,0.402275002,0.994941087,0.426034055,0.458156852,0.365140453,0.242367836,0.441578672,0.995172202,1.312936473
0.062813681,1.1,0.003840844,1.05112569,1.1,0.210524022,1.00E-12,1.00E-12,0.018289695,0.164762319,0.479518128,0.425466638,0.502047869,0.455833696,0.195037384,0.206354758,0.477356052,0.305536325,0.46953909,0.00601314,0.63681427,1.122015716
0.163646751,0.968513204,0.001,0.350257875,1.082483163,0.578631299,2.61E-13,0,0.019984661,0.667953309,0.515199229,0.859829602,0.324225655,0.630382487,0.24655502,0.957059869,0.404259202,0.459894459,1.091245277,0.581361915,0.864051799,1.184933688
0.06417028,0.397551958,0.001,0.364288988,0.065832044,1.00245824,2.45E-13,3.64E-15,0.025427291,0.43912806,0.639333719,0.475697813,0.18753071,0.722236337,0.20828847,0.621062506,0.358739377,0.170466305,0.680277617,0.946171285,0.571318196,1.284477377
0.527315807,1.087665686,0.001084001,0.934452712,0.003881665,0.58096022,3.07E-13,5.95E-13,1.032387821,1.074799459,0.984119308,0.318647278,0.619307238,0.639600459,0.90188958,0.794964812,0.448293062,0.414547685,0.452428471,0.757035724,0.005394687,1.021760629
0.092379781,1.050773181,0.002563627,0.689826972,0.001003371,0.196774907,0,1.00E-12,0.678092101,0.13409279,0.253733115,0.981047275,0.184346717,0.428922566,0.197317469,0.678123613,0.492431851,0.122395113,0.493199421,1.000173939,0.86627089,1.151929967
0.151025143,1.073224944,0.001,0.608985208,0.009304481,0.599474336,1.00E-12,5.58E-13,0.645448341,0.260185123,0.524197704,0.999532032,0.76221349,0.320584797,0.129695465,0.386923376,0.485908337,0.109771236,0.037255266,0.795132262,0.090873126,1.197505903
0.141903426,1.065798407,0.001,0.260299953,0.096343013,0.731408678,8.89E-13,4.48E-13,0.739438193,0.785412379,0.948388301,0.200546963,0.148088415,0.497510468,0.19542731,0.583865922,0.295816601,0.173319419,0.430374321,0.710999271,0.483982063,1.378221179
0.701944121,0.244347605,0.056992972,0.19613243,0.001,0.58756416,1.00E-12,2.23E-13,0.37043143,1.1,0.798400462,0.771793063,0.750087143,0.095592515,0,0.968574812,0.485172433,0.288381143,0.001,0.3503144,0.862640628,1
0.135421902,0.351074746,0.001,0.003391288,0.0883308,0.355072183,4.75E-13,2.05E-13,0.953017053,0.393926898,0.152582675,0.797055595,0.139022175,0.17710063,0.09791619,0.90499009,0.481153878,0.233721614,0.013719543,0.950125962,0.162925897,1.302750461
