0reliability,1reliability,0afford,1afford,0severity,1severity
1,1,0.0370183,0.0244104,0,0
1,1,0.0376686,0.0248392,0,0
0.997998,1,0.0383867,0.0253127,0,0
0.995996,1,0.0391247,0.0257994,0,0
0.991992,1,0.0398274,0.026254,0,0
0.98999,1,0.04053,0.0267261,1,0
0.993994,1,0.0412535,0.0272023,0,0
0.995996,1,0.0419508,0.0276579,0,0
0.994995,1,0.0426208,0.0281048,0,0
0.990991,1,0.0432663,0.028524,0,0
0.991992,1,0.043912,0.0289129,0,0
0.992993,1,0.0445889,0.0293942,0,0
0.98999,1,0.0453668,0.0298164,2,0
0.992993,1,0.0459226,0.030227,0,0
0.991992,1,0.0468976,0.0307828,0,0
0.988989,1,0.0474463,0.0310525,2,0
0.987988,1,0.0482322,0.0316332,1,0
0.984985,1,0.0492663,0.0323427,4,0
0.980981,1,0.050278,0.0329601,5,0
0.977978,1,0.0509427,0.0333346,6,0
0.976977,1,0.0516185,0.0338927,7,0
0.974975,1,0.0524125,0.0343947,8,0
0.974975,1,0.0527929,0.0347009,9,0
0.973974,1,0.053187,0.0350286,9,0
0.966967,1,0.0535417,0.0351375,7,0
0.975976,1,0.0539061,0.0354609,6,0
0.974975,1,0.0546289,0.0359642,7,0
0.970971,1,0.0548243,0.0360911,7,0
0.961962,1,0.054455,0.0357826,8,0
0.970971,1,0.0547534,0.0360025,7,0
0.967968,1,0.0548572,0.0361435,8,0
0.962963,1,0.0553162,0.0362955,8,0
0.963964,1,0.0551634,0.0362539,9,0
0.964965,1,0.0554731,0.0365685,8,0
0.968969,1,0.0560113,0.0367121,9,0
0.956957,1,0.0561324,0.036818,8,0
0.960961,1,0.0558624,0.0366847,9,0
0.963964,1,0.0558769,0.036704,7,0
0.967968,1,0.0560581,0.0368407,7,0
0.960961,1,0.0559525,0.0368291,9,0
