0st_vol,0capacity,0net_inf,0st_rof,0lt_rof,0rest_demand,0unrest_demand,0unfulf_demand,0wastewater,0treat_capacity,0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv
0,0,0,0,0,0,0,0,0,0,3.1964e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.19654e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.19668e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.1969e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.19706e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.1972e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.19733e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.19747e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.1976e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.19767e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.19768e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.19774e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.19789e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.19803e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.1982e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.19836e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.19851e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.19869e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.19875e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.19887e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.19901e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.1991e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.19916e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.19928e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.19941e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.19954e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.19969e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.19984e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.4767e+12,0,0,3.06035e+08,0
0,0,0,0,0,0,0,0,0,0,3.47702e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.47725e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.47748e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.47772e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.47793e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.47813e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.47835e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.47859e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.47881e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.47908e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.47933e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.4796e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.47985e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48008e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48032e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48056e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.4808e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48106e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48132e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48156e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48181e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.4824e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48274e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48298e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.4838e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48398e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48416e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48431e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48445e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48461e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48477e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48491e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48512e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.4853e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48551e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.4857e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.4859e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48607e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48625e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.4864e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48659e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48678e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48697e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48714e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48732e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48747e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48765e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48782e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.488e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48814e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.48836e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,3.83048e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83084e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.8311e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83134e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83161e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83186e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83212e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83241e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83266e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83289e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83317e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83344e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83368e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83398e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83424e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83449e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83476e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83503e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83525e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83551e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83577e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83604e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83628e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83655e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83682e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83711e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83736e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83762e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83789e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83815e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83829e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83855e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83883e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83911e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.8394e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83968e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83974e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83971e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.83993e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.8402e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.84046e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.84076e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.84098e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.8412e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.84144e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.8417e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.84197e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.84221e+12,0,0,1.54473e+09,0
0,0,0,0,0,0,0,0,0,0,3.84246e+12,0,0,1.85076e+09,0
0,0,0,0,0,0,0,0,0,0,3.8427e+12,0,0,1.93091e+09,0
0,0,0,0,0,0,0,0,0,0,3.84291e+12,0,0,1.93091e+09,0
0,0,0,0,0,0,0,0,0,0,3.84315e+12,0,0,1.93091e+09,0
0,0,0,0,0,0,0,0,0,0,4.16554e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.16589e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.16615e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.16636e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.16664e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.1669e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.16715e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.16736e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.16754e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.16773e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.16796e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.16815e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.16838e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.16862e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.16885e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.16903e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.16923e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.16944e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.16969e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.16982e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17004e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17026e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17048e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.1707e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.1709e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17114e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17135e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17161e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17184e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17208e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17229e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17252e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17273e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17295e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17314e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17333e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17353e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17369e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17388e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17409e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17419e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17437e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17458e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17477e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17502e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17526e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17548e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17569e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17678e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.17979e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.18006e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.18027e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.18047e+12,0,0,2.31709e+09,0
0,0,0,0,0,0,0,0,0,0,4.5763e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.57661e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.57678e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.57704e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.57719e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.57739e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.57756e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.57775e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.57793e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.57808e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.57824e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.57847e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.57869e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.57886e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.57899e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.57904e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.57924e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.57944e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.57972e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58028e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58053e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58081e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58108e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58133e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58164e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58196e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58227e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58259e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58289e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58313e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58339e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58369e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58404e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58434e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58463e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58493e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58516e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58545e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58574e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58605e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58636e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58666e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58692e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.5872e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58745e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58854e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58887e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58917e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58945e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.58974e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,4.59005e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,5.10322e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,5.10342e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,5.10379e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,5.1042e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,5.10463e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,5.10506e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,5.1055e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,5.10593e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,5.10635e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,5.10676e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,5.10722e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,5.10768e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,5.10813e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,5.1086e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,5.10904e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,5.1095e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,5.11e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,5.1105e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,5.1111e+12,0,0,3.86182e+08,0
0,0,0,0,0,0,0,0,0,0,5.11164e+12,0,0,3.86182e+08,0
