0st_vol,0capacity,0net_inf,0st_rof,0lt_rof,0rest_demand,0unrest_demand,0unfulf_demand,0wastewater,0treat_capacity,1st_vol,1capacity,1net_inf,1st_rof,1lt_rof,1rest_demand,1unrest_demand,1unfulf_demand,1wastewater,1treat_capacity
72.29,72.29,3.02281,0.05,1,2.16737,2.46977,0,0,3.6288,99.3022,98.274,4.23532,0,1,1.73502,1.43262,0,0,2.1168
72.0902,72.29,2.67017,0.05,1,2.18883,2.47049,0,0.406166,3.6288,99.3022,98.274,3.58323,0,1,1.7147,1.43303,0,1.34047,2.1168
71.5663,72.29,2.34678,0.07,1,2.18996,2.47121,0,0.410186,3.6288,99.2477,98.274,3.0907,0,1,1.7147,1.43345,0,1.32477,2.1168
70.7485,72.29,2.05794,0.07,1,2.1911,2.47193,0,0.410399,3.6288,99.3022,98.274,2.7468,0,1,1.7147,1.43387,0,1.32477,2.1168
69.5089,72.29,1.90237,0.06,1,2.43341,2.71382,0,0.410611,3.6288,99.3022,98.274,4.41275,0,1,1.88334,1.60292,0,1.32477,2.1168
71.6464,72.29,5.43695,0.05,1,2.60325,2.71461,0,0.456021,3.6288,99.1934,98.274,4.4264,0,1,1.71475,1.60339,0,1.45507,2.1168
70.8024,72.29,2.46225,0.06,1,2.60451,2.7154,0,0.48785,3.6288,99.0948,98.274,2.83033,0,1,1.71475,1.60386,0,1.32481,2.1168
70.029,72.29,2.49026,0.05,1,2.60576,2.71619,0,0.488085,3.6288,99.3022,98.274,2.64543,0,1,1.71475,1.60432,0,1.32481,2.1168
70.4338,72.29,3.3287,0.05,1,2.26263,2.37258,0,0.48832,3.6288,99.3022,98.274,3.16446,0,1,1.48816,1.37821,0,1.32481,2.1168
72.23,72.29,4.53319,0.05,1,2.07087,2.37327,0,0.424016,3.6288,99.3022,98.274,5.2685,0,1,1.68101,1.37861,0,1.14976,2.1168
72.29,72.29,4.01247,0.06,1,2.07156,2.37396,0,0.388081,3.6288,99.3022,98.274,3.2419,0,1,1.68141,1.37901,0,1.29875,2.1168
72.29,72.29,3.97216,0.05,1,2.07225,2.37465,0,0.388211,3.6288,99.3022,98.274,4.19354,0,1,1.68181,1.37941,0,1.29906,2.1168
72.29,72.29,5.33293,0.05,1,2.07294,2.37534,0,0.38834,3.6288,98.7698,98.274,4.97225,0,1,1.68221,1.37981,0,1.29937,2.1168
72.29,72.29,4.07269,0.05,1,2.16045,2.46285,0,0.388469,3.6288,98.4046,98.274,2.25054,0,1,1.73812,1.43572,0,1.29967,2.1168
72.028,72.29,2.62131,0.05,1,2.185,2.46356,0,0.404868,3.6288,97.9921,98.274,1.756,0,1,1.7147,1.43614,0,1.34287,2.1168
71.444,72.29,2.29982,0.07,1,2.18614,2.46428,0,0.40947,3.6288,97.7744,98.274,1.94364,0,1,1.7147,1.43656,0,1.32477,2.1168
70.9163,72.29,2.33806,0.07,1,2.18727,2.46499,0,0.409682,3.6288,97.7743,98.274,2.12264,0,1,1.7147,1.43697,0,1.32478,2.1168
71.2144,72.29,3.09708,0.07,1,2.15442,2.43173,0,0.409894,3.6288,97.7914,98.274,2.48319,0,1,1.69311,1.4158,0,1.32478,2.1168
70.9654,72.29,2.56323,0.07,1,2.13396,2.43243,0,0.403738,3.6288,97.8034,98.274,2.1902,0,1,1.71469,1.41622,0,1.3081,2.1168
70.5383,72.29,2.32295,0.07,1,2.13508,2.43314,0,0.399904,3.6288,97.6794,98.274,1.92656,0,1,1.71469,1.41663,0,1.32477,2.1168
70.0714,72.29,2.2557,0.07,1,2.13619,2.43385,0,0.400113,3.6288,97.6076,98.274,2.08,0,1,1.71469,1.41704,0,1.32477,2.1168
69.2528,72.29,2.0175,0.06,1,2.2528,2.55004,0,0.400323,3.6288,97.4078,98.274,1.97643,0,1,1.79133,1.49409,0,1.32477,2.1168
68.2203,72.29,1.87694,0.05,1,2.33059,2.55078,0,0.422175,3.6288,97.2505,98.274,1.94821,0,1,1.71471,1.49452,0,1.38398,2.1168
67.0307,72.29,1.7193,0.05,1,2.33176,2.55152,0,0.436752,3.6288,96.998,98.274,1.77626,0,1,1.71471,1.49495,0,1.32479,2.1168
65.7613,72.29,1.59717,0.08,1,2.33294,2.55226,0,0.436972,3.6288,96.6799,98.274,1.70742,0,1,1.71471,1.49539,0,1.32479,2.1168
64.3873,72.29,1.47792,0.07,1,2.33411,2.553,0,0.437192,3.6288,96.6053,98.274,1.68318,0,1,1.71471,1.49582,0,1.32479,2.1168
62.852,72.29,1.2496,0.05,1,2.31242,2.53087,0,0.437413,3.6288,96.4097,98.274,2.05194,0,1,1.7569,1.53844,0,1.32479,2.1168
61.2006,72.29,1.17555,0.05,1,2.35577,2.53161,0,0.433347,3.6288,96.2178,98.274,1.948,0,1,1.71473,1.53888,0,1.35738,2.1168
59.4444,72.29,1.07042,0.08,1,2.35695,2.53234,0,0.441471,3.6288,95.8872,98.274,1.93407,0,1,1.71473,1.53933,0,1.3248,2.1168
57.5867,72.29,0.968475,0.06,1,2.35813,2.53308,0,0.441692,3.6288,95.6625,98.274,1.74627,0,1,1.71473,1.53978,0,1.3248,2.1168
55.7941,72.29,1.06738,0.08,1,2.41845,2.59295,0,0.441914,3.6288,95.4386,98.274,1.87874,0,1,1.75236,1.57786,0,1.3248,2.1168
54.0064,72.29,1.10599,0.09,1,2.45728,2.5937,0,0.453217,3.6288,95.1909,98.274,1.99316,0,1,1.71474,1.57832,0,1.35388,2.1168
52.0919,72.29,0.978929,0.08,1,2.45849,2.59445,0,0.460495,3.6288,94.8309,98.274,1.8969,0,1,1.71474,1.57878,0,1.32481,2.1168
50.0936,72.29,0.895026,0.14,1,2.45971,2.59521,0,0.460722,3.6288,94.4343,98.274,1.78159,0,1,1.71474,1.57924,0,1.32481,2.1168
47.8792,72.29,0.834486,0.14,1,2.63429,2.76933,0,0.460949,3.6288,93.9437,98.274,1.70473,0,1,1.85074,1.7157,0,1.32481,2.1168
45.7374,72.29,1.0398,0.17,1,2.77014,2.77014,0,0.493666,3.6288,93.3936,98.274,1.77915,0,1,1.7162,1.7162,0,1.42988,2.1168
43.3904,72.29,0.83427,0.17,1,2.77094,2.77094,0,0.519124,3.6288,93.1525,98.274,1.42499,0,1,1.7167,1.7167,0,1.32593,2.1168
41.1976,72.29,0.988027,0.17,1,2.77175,2.77175,0,0.519275,3.6288,92.7782,98.274,2.12331,0,1,1.71719,1.71719,0,1.32632,2.1168
38.8398,72.29,0.8255,0.2,1,2.77255,2.77255,0,0.519425,3.6288,92.4338,98.274,1.70401,0,1,1.71769,1.71769,0,1.3267,2.1168
36.5163,72.29,0.762679,0.19,1,2.68874,2.68874,0,0.519576,3.6288,92.4177,98.274,1.81436,0,1,1.63552,1.63552,0,1.32709,2.1168
35.029,72.29,1.52005,0.23,1,2.61076,2.68952,0,0.50387,3.6288,92.4667,98.274,3.28793,0,1,1.71475,1.636,0,1.2636,2.1168
32.7041,72.29,0.683109,0.22,1,2.61202,2.6903,0,0.489256,3.6288,92.1342,98.274,1.82723,0,1,1.71475,1.63647,0,1.32482,2.1168
30.4689,72.29,0.773047,0.24,1,2.61327,2.69108,0,0.489492,3.6288,92.1569,98.274,1.88183,0,1,1.71475,1.63695,0,1.32482,2.1168
28.7697,72.29,1.34349,0.24,1,2.54499,2.62232,0,0.489727,3.6288,92.0665,98.274,2.12879,0,1,1.63942,1.56208,0,1.32482,2.1168
27.042,72.29,1.24652,0.26,1,2.47089,2.62308,0,0.476931,3.6288,92.0454,98.274,2.97726,0,1,1.71473,1.56254,0,1.26661,2.1168
27.5635,72.29,3.49364,0.25,1,2.4721,2.62385,0,0.463044,3.6288,93.2029,98.274,6.63218,0,1,1.71473,1.56299,0,1.3248,2.1168
26.8096,72.29,2.2489,0.25,1,2.47332,2.62461,0,0.463272,3.6288,93.6847,98.274,2.99871,0,1,1.71473,1.56344,0,1.3248,2.1168
26.3498,72.29,2.33183,0.24,1,2.27681,2.42765,0,0.4635,3.6288,94.2475,98.274,3.50113,0,1,1.55765,1.40681,0,1.3248,2.1168
28.3069,72.29,4.61913,0.24,1,2.12595,2.42835,0,0.426675,3.6288,94.6388,98.274,3.3303,0,1,1.70962,1.40722,0,1.20344,2.1168
31.859,72.29,6.21947,0.24,1,2.12666,2.42906,0,0.398404,3.6288,95.75,98.274,5.65156,0,1,1.71003,1.40763,0,1.32085,2.1168
32.8131,72.29,3.63995,0.22,1,2.12736,2.42976,0,0.398536,3.6288,96.6342,98.274,4.89536,0,1,1.71043,1.40803,0,1.32117,2.1168
35.9705,72.29,5.85587,0.23,1,2.12807,2.43047,0,0.398668,3.6288,97.9772,98.274,6.23978,0,1,1.71084,1.40844,0,1.32148,2.1168
39.5619,72.29,6.3634,0.22,1,2.20492,2.50732,0,0.3988,3.6288,99.1173,98.274,6.26837,0,1,1.7568,1.4544,0,1.3218,2.1168
44.8203,72.29,8.08036,0.21,1,2.24815,2.50803,0,0.413202,3.6288,99.3022,98.274,10.2897,0,1,1.71469,1.45481,0,1.3573,2.1168
48.6737,72.29,6.68978,0.18,1,2.24926,2.50873,0,0.421302,3.6288,99.3022,98.274,8.83722,0,1,1.71469,1.45522,0,1.32477,2.1168
53.3949,72.29,7.56821,0.17,1,2.25037,2.50944,0,0.421511,3.6288,99.3022,98.274,6.55648,0,1,1.71469,1.45562,0,1.32477,2.1168
56.2783,72.29,5.9983,0.14,1,2.49632,2.75498,0,0.42172,3.6288,99.3022,98.274,6.53361,0,1,1.88589,1.62723,0,1.32477,2.1168
59.8534,72.29,6.88538,0.13,1,2.6687,2.75575,0,0.467811,3.6288,99.3022,98.274,9.11815,0,1,1.71474,1.62769,0,1.45704,2.1168
63.2014,72.29,6.66929,0.09,1,2.66994,2.75653,0,0.500115,3.6288,99.3022,98.274,8.0118,0,1,1.71474,1.62815,0,1.32481,2.1168
67.1459,72.29,7.2913,0.05,1,2.67117,2.7573,0,0.500346,3.6288,99.3022,98.274,7.8451,0,1,1.71474,1.62861,0,1.32481,2.1168
69.2839,72.29,5.16507,0.06,1,2.3228,2.40847,0,0.500577,3.6288,99.3022,98.274,6.2692,0,1,1.48473,1.39905,0,1.32481,2.1168
70.8886,72.29,4.41609,0.04,1,2.10675,2.40915,0,0.435292,3.6288,99.3022,98.274,5.19618,0,1,1.70185,1.39945,0,1.1471,2.1168
72.0949,72.29,4.00025,0.04,1,2.10743,2.40983,0,0.394805,3.6288,99.3022,98.274,4.42009,0,1,1.70224,1.39984,0,1.31485,2.1168
72.29,72.29,4.90824,0.04,1,2.1081,2.4105,0,0.394932,3.6288,99.3022,98.274,7.38301,0,1,1.70263,1.40023,0,1.31515,2.1168
72.29,72.29,8.23729,0.04,1,2.10878,2.41118,0,0.395059,3.6288,99.3022,98.274,10.8742,0,1,1.70303,1.40063,0,1.31546,2.1168
72.29,72.29,6.1735,0.04,1,2.19758,2.49998,0,0.395186,3.6288,99.3022,98.274,7.26906,0,1,1.75977,1.45737,0,1.31576,2.1168
72.29,72.29,4.85702,0.05,1,2.24377,2.50069,0,0.411827,3.6288,99.3022,98.274,5.98801,0,1,1.71469,1.45778,0,1.3596,2.1168
72.29,72.29,3.85526,0.05,1,2.24489,2.50139,0,0.420483,3.6288,99.3022,98.274,4.65805,0,1,1.71469,1.45819,0,1.32477,2.1168
72.29,72.29,3.47817,0.05,1,2.246,2.50209,0,0.420692,3.6288,99.3022,98.274,4.17314,0,1,1.71469,1.4586,0,1.32477,2.1168
72.29,72.29,3.17904,0.05,1,2.21262,2.4683,0,0.4209,3.6288,99.3022,98.274,3.44591,0,1,1.69278,1.4371,0,1.32477,2.1168
72.29,72.29,2.88265,0.05,1,2.19181,2.46899,0,0.414644,3.6288,99.3022,98.274,3.41951,0,1,1.71468,1.4375,0,1.30784,2.1168
72.29,72.29,3.01074,0.05,1,2.19291,2.46969,0,0.410745,3.6288,99.3022,98.274,3.00971,0,1,1.71468,1.43791,0,1.32476,2.1168
72.29,72.29,2.9422,0.04,1,2.19401,2.47038,0,0.410951,3.6288,99.3022,98.274,3.0144,0,1,1.71468,1.43831,0,1.32476,2.1168
72.0942,72.29,2.56783,0.04,1,2.31232,2.58829,0,0.411157,3.6288,99.3022,98.274,3.11811,0,1,1.79247,1.5165,0,1.32476,2.1168
72.29,72.29,3.04417,0.05,1,2.39124,2.58902,0,0.43333,3.6288,99.3022,98.274,3.30026,0,1,1.71471,1.51692,0,1.38486,2.1168
72.1997,72.29,2.75292,0.03,1,2.39239,2.58975,0,0.448118,3.6288,99.2422,98.274,2.73038,0,1,1.71471,1.51735,0,1.32478,2.1168
71.8036,72.29,2.44831,0.04,1,2.39355,2.59048,0,0.448335,3.6288,99.3022,98.274,2.42366,0,1,1.71471,1.51778,0,1.32478,2.1168
71.195,72.29,2.22118,0.04,1,2.3947,2.5912,0,0.448551,3.6288,99.3022,98.274,2.56148,0,1,1.71471,1.5182,0,1.32478,2.1168
70.0649,72.29,1.68824,0.03,1,2.37264,2.56872,0,0.448767,3.6288,99.3022,98.274,2.81414,0,1,1.75752,1.56144,0,1.32478,2.1168
68.7386,72.29,1.53538,0.03,1,2.4166,2.56944,0,0.444633,3.6288,99.3022,98.274,2.75705,0,1,1.71472,1.56188,0,1.35786,2.1168
67.2702,72.29,1.3936,0.03,1,2.41776,2.57016,0,0.452871,3.6288,99.3022,98.274,2.51778,0,1,1.71472,1.56232,0,1.32479,2.1168
65.7622,72.29,1.32214,0.04,1,2.41892,2.57088,0,0.453089,3.6288,99.2968,98.274,2.45428,0,1,1.71472,1.56276,0,1.32479,2.1168
64.1296,72.29,1.26315,0.04,1,2.4801,2.63162,0,0.453306,3.6288,99.1258,98.274,2.33511,0,1,1.75292,1.60139,0,1.32479,2.1168
62.4306,72.29,1.2391,0.04,1,2.51947,2.63236,0,0.464771,3.6288,98.9326,98.274,2.07603,0,1,1.71473,1.60184,0,1.3543,2.1168
60.6296,72.29,1.13753,0.04,1,2.52066,2.6331,0,0.47215,3.6288,98.988,98.274,1.97139,0,1,1.71473,1.60229,0,1.3248,2.1168
59.0712,72.29,1.36665,0.04,1,2.52185,2.63384,0,0.472372,3.6288,99.1263,98.274,2.60595,0,1,1.71473,1.60274,0,1.3248,2.1168
57.2992,72.29,1.3344,0.04,1,2.699,2.81053,0,0.472595,3.6288,99.1969,98.274,2.59017,0,1,1.85276,1.74122,0,1.3248,2.1168
55.0006,72.29,0.961779,0.09,1,2.81132,2.81132,0,0.505792,3.6288,99.2552,98.274,2.23285,0,1,1.74171,1.74171,0,1.43144,2.1168
52.8378,72.29,1.09642,0.09,1,2.81211,2.81211,0,0.526842,3.6288,99.3022,98.274,2.44639,0,1,1.7422,1.7422,0,1.34565,2.1168
50.665,72.29,1.0853,0.13,1,2.8129,2.8129,0,0.526989,3.6288,99.2809,98.274,2.357,0,1,1.74269,1.74269,0,1.34602,2.1168
48.223,72.29,0.825509,0.13,1,2.81369,2.81369,0,0.527137,3.6288,98.8089,98.274,2.10475,0,1,1.74318,1.74318,0,1.3464,2.1168
46.4054,72.29,1.39619,0.14,1,2.72861,2.72861,0,0.527285,3.6288,98.3939,98.274,1.55669,0,1,1.65977,1.65977,0,1.34678,2.1168
44.4084,72.29,1.20014,0.17,1,2.67487,2.72937,0,0.511341,3.6288,98.3596,98.274,1.53509,0,1,1.71475,1.66024,0,1.28234,2.1168
42.6305,72.29,1.42079,0.17,1,2.6761,2.73014,0,0.50127,3.6288,98.6068,98.274,2.42446,0,1,1.71475,1.6607,0,1.32481,2.1168
40.816,72.29,1.38224,0.18,1,2.67733,2.73091,0,0.501501,3.6288,98.6665,98.274,2.16495,0,1,1.71475,1.66117,0,1.32481,2.1168
38.8726,72.29,1.18794,0.18,1,2.608,2.66111,0,0.501732,3.6288,98.4974,98.274,1.90383,0,1,1.63829,1.58519,0,1.32481,2.1168
36.9328,72.29,1.12218,0.18,1,2.53276,2.66185,0,0.488739,3.6288,98.3558,98.274,1.46204,0,1,1.71473,1.58563,0,1.26575,2.1168
37.3298,72.29,3.45646,0.2,1,2.53395,2.6626,0,0.474639,3.6288,98.7373,98.274,4.47409,0,1,1.71473,1.58608,0,1.3248,2.1168
37.0821,72.29,2.83794,0.2,1,2.53514,2.66335,0,0.474862,3.6288,99.1511,98.274,2.62903,0,1,1.71473,1.58652,0,1.3248,2.1168
36.8155,72.29,2.61489,0.18,1,2.3357,2.46346,0,0.475086,3.6288,99.3022,98.274,2.53423,0,1,1.55532,1.42756,0,1.3248,2.1168
37.5855,72.29,3.52071,0.18,1,2.17743,2.46415,0,0.43771,3.6288,98.9152,98.274,2.71592,0,1,1.71468,1.42796,0,1.20164,2.1168
37.5062,72.29,2.67432,0.19,1,2.17852,2.46484,0,0.408051,3.6288,99.0055,98.274,2.03388,0,1,1.71468,1.42836,0,1.32476,2.1168
38.2174,72.29,3.45971,0.21,1,2.17962,2.46553,0,0.408255,3.6288,99.0804,98.274,2.76981,0,1,1.71468,1.42876,0,1.32476,2.1168
40.3259,72.29,4.85698,0.21,1,2.18071,2.46623,0,0.40846,3.6288,99.3022,98.274,3.60925,0,1,1.71468,1.42916,0,1.32476,2.1168
42.7656,72.29,5.28573,0.21,1,2.25907,2.54419,0,0.408665,3.6288,99.0366,98.274,3.98477,0,1,1.7609,1.47578,0,1.32476,2.1168
42.9446,72.29,3.0847,0.22,1,2.30638,2.54488,0,0.42335,3.6288,98.4203,98.274,2.3468,0,1,1.71468,1.47618,0,1.36047,2.1168
42.2559,72.29,2.23444,0.23,1,2.30747,2.54557,0,0.432215,3.6288,97.8954,98.274,1.41463,0,1,1.71468,1.47658,0,1.32476,2.1168
41.9696,72.29,2.6755,0.24,1,2.30856,2.54626,0,0.43242,3.6288,98.0928,98.274,2.16698,0,1,1.71468,1.47698,0,1.32476,2.1168
43.0584,72.29,4.29355,0.25,1,2.55808,2.79537,0,0.432624,3.6288,98.1002,98.274,3.40079,0,1,1.88839,1.65109,0,1.32476,2.1168
42.4248,72.29,2.73573,0.25,1,2.73294,2.79613,0,0.479384,3.6288,97.7648,98.274,2.1873,0,1,1.71473,1.65154,0,1.45897,2.1168
42.8883,72.29,3.83194,0.27,1,2.73415,2.79689,0,0.512154,3.6288,97.8231,98.274,2.52173,0,1,1.71473,1.65199,0,1.3248,2.1168
43.929,72.29,4.41173,0.29,1,2.73536,2.79765,0,0.51238,3.6288,98.1302,98.274,3.40391,0,1,1.71473,1.65244,0,1.3248,2.1168
46.21,72.29,5.28821,0.26,1,2.38185,2.44369,0,0.512606,3.6288,99.094,98.274,4.30427,0,1,1.48136,1.41951,0,1.3248,2.1168
49.4468,72.29,6.01102,0.27,1,2.14959,2.44436,0,0.446359,3.6288,99.3022,98.274,6.88144,0,1,1.71467,1.4199,0,1.1445,2.1168
53.4441,72.29,6.79299,0.23,1,2.15064,2.44502,0,0.402833,3.6288,99.3022,98.274,9.44727,0,1,1.71467,1.42028,0,1.32475,2.1168
57.3342,72.29,6.69879,0.22,1,2.15169,2.44568,0,0.403029,3.6288,99.3022,98.274,8.93681,0,1,1.71467,1.42067,0,1.32475,2.1168
