0st_vol,0capacity,0net_inf,0st_rof,0lt_rof,0rest_demand,0unrest_demand,0unfulf_demand,0wastewater,0treat_capacity,1st_vol,1capacity,1net_inf,1st_rof,1lt_rof,1rest_demand,1unrest_demand,1unfulf_demand,1wastewater,1treat_capacity
72.29,72.29,4.78008,0.05,1,2.16737,2.46977,0,0,3.6288,99.3022,98.274,5.42466,0,1,1.73502,1.43262,0,0,2.1168
72.29,72.29,6.24084,0.05,1,2.18928,2.47094,0,0.406166,3.6288,99.3022,98.274,7.01791,0,1,1.71496,1.4333,0,1.34047,2.1168
72.29,72.29,4.30381,0.05,1,2.19113,2.47211,0,0.410271,3.6288,99.3022,98.274,4.40383,0,1,1.71496,1.43397,0,1.32498,2.1168
72.29,72.29,4.80294,0.05,1,2.19298,2.47328,0,0.410617,3.6288,99.3022,98.274,4.98255,0,1,1.71496,1.43465,0,1.32498,2.1168
72.29,72.29,4.44574,0.05,1,2.43618,2.71581,0,0.410964,3.6288,99.3022,98.274,3.60529,0,1,1.88372,1.6041,0,1.32498,2.1168
72.29,72.29,4.85227,0.05,1,2.60691,2.71709,0,0.45654,3.6288,99.3022,98.274,3.69167,0,1,1.71504,1.60486,0,1.45537,2.1168
72.29,72.29,6.74813,0.05,1,2.60895,2.71838,0,0.488535,3.6288,99.3022,98.274,5.90972,0,1,1.71504,1.60562,0,1.32504,2.1168
72.29,72.29,4.32024,0.05,1,2.611,2.71966,0,0.488918,3.6288,99.3022,98.274,3.4456,0,1,1.71504,1.60638,0,1.32504,2.1168
72.29,72.29,5.88216,0.05,1,2.26815,2.37605,0,0.489302,3.6288,99.3022,98.274,9.86524,0,1,1.48813,1.38022,0,1.32504,2.1168
72.29,72.29,7.38832,0.05,1,2.07478,2.37718,0,0.425051,3.6288,99.3022,98.274,12.2964,0,1,1.68328,1.38088,0,1.14973,2.1168
72.29,72.29,6.36668,0.05,1,2.0759,2.3783,0,0.388813,3.6288,99.3022,98.274,9.90122,0,1,1.68393,1.38153,0,1.3005,2.1168
72.29,72.29,6.91079,0.05,1,2.07703,2.37943,0,0.389024,3.6288,99.3022,98.274,10.3485,0,1,1.68458,1.38218,0,1.301,2.1168
72.29,72.29,5.83221,0.05,1,2.07815,2.38055,0,0.389235,3.6288,99.3022,98.274,8.56876,0,1,1.68523,1.38283,0,1.30151,2.1168
72.29,72.29,4.91127,0.05,1,2.1663,2.4687,0,0.389445,3.6288,99.3022,98.274,6.58224,0,1,1.74153,1.43913,0,1.30201,2.1168
72.29,72.29,4.94573,0.05,1,2.19471,2.46986,0,0.405964,3.6288,99.3022,98.274,7.52158,0,1,1.71496,1.43981,0,1.34551,2.1168
72.29,72.29,3.64843,0.05,1,2.19656,2.47103,0,0.411289,3.6288,99.3022,98.274,5.20154,0,1,1.71496,1.44049,0,1.32498,2.1168
72.29,72.29,3.22342,0.05,1,2.19841,2.4722,0,0.411635,3.6288,99.3022,98.274,4.55055,0,1,1.71496,1.44117,0,1.32498,2.1168
72.29,72.29,3.81933,0.05,1,2.16616,2.43927,0,0.411981,3.6288,99.3022,98.274,4.11123,0,1,1.69331,1.4202,0,1.32498,2.1168
72.29,72.29,3.73445,0.05,1,2.14634,2.44042,0,0.405939,3.6288,99.3022,98.274,3.81284,0,1,1.71495,1.42087,0,1.30825,2.1168
72.29,72.29,3.60247,0.05,1,2.14817,2.44158,0,0.402225,3.6288,99.3022,98.274,3.56307,0,1,1.71495,1.42154,0,1.32497,2.1168
72.29,72.29,3.1236,0.04,1,2.14999,2.44273,0,0.402566,3.6288,99.3022,98.274,3.60869,0,1,1.71495,1.42221,0,1.32497,2.1168
72.29,72.29,3.32989,0.04,1,2.26774,2.55981,0,0.402908,3.6288,99.3022,98.274,4.15702,0,1,1.79188,1.49981,0,1.32497,2.1168
72.29,72.29,3.3973,0.04,1,2.34655,2.56102,0,0.424975,3.6288,99.3022,98.274,3.57252,0,1,1.71499,1.50052,0,1.38441,2.1168
72.29,72.29,3.08735,0.03,1,2.34846,2.56223,0,0.439743,3.6288,99.3022,98.274,3.23355,0,1,1.71499,1.50122,0,1.325,2.1168
72.0833,72.29,2.71418,0.02,1,2.35038,2.56343,0,0.440102,3.6288,99.3022,98.274,2.97199,0,1,1.71499,1.50193,0,1.325,2.1168
71.6735,72.29,2.47614,0.04,1,2.35229,2.56464,0,0.440461,3.6288,98.728,98.274,2.82689,0,1,1.71499,1.50264,0,1.325,2.1168
70.961,72.29,2.09621,0.03,1,2.33123,2.54287,0,0.44082,3.6288,98.0781,98.274,1.4624,0,1,1.75737,1.54573,0,1.325,2.1168
70.0807,72.29,1.97198,0.03,1,2.37552,2.54407,0,0.436872,3.6288,97.4441,98.274,1.39308,0,1,1.71501,1.54646,0,1.35774,2.1168
69.0228,72.29,1.79562,0.03,1,2.37744,2.54527,0,0.445172,3.6288,96.7188,98.274,1.38127,0,1,1.71501,1.54719,0,1.32502,2.1168
67.7929,72.29,1.62463,0.03,1,2.37937,2.54646,0,0.445533,3.6288,96.0032,98.274,1.2515,0,1,1.71501,1.54791,0,1.32502,2.1168
66.6823,72.29,1.78873,0.03,1,2.44075,2.60712,0,0.445894,3.6288,95.1721,98.274,1.21882,0,1,1.75285,1.58648,0,1.32502,2.1168
