0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,0gross_rev,0cont_contrib,0drought_cost,0water_price
0,0,0,0,0.000745969,2.41051e+07,-1.25458e+06,1.25458e+06,1.30481e+07
0,0,0,0,0,2.30966e+07,0,0,1.30481e+07
0,0,0,0,0,2.3104e+07,0,0,1.30481e+07
0,0,0,0,0,2.31113e+07,0,0,1.30481e+07
0,0,0,0,0,2.5014e+07,-612864,612864,1.30481e+07
0,0,0,0,0,2.5022e+07,-613059,613059,1.30481e+07
0,0,0,0,0,2.50299e+07,-613254,613254,1.30481e+07
0,0,0,0,0,2.50379e+07,-613449,613449,1.30481e+07
0,0,0,0,0,2.22029e+07,0,0,1.30481e+07
0,0,0,0,0,2.221e+07,0,0,1.30481e+07
0,0,0,0,0,2.2217e+07,0,0,1.30481e+07
0,0,0,0,0,2.22241e+07,0,0,1.30481e+07
0,0,0,0,0,2.22312e+07,0,0,1.30481e+07
0,0,0,0,0,2.30955e+07,0,0,1.30481e+07
0,0,0,0,0,2.31029e+07,0,0,1.30481e+07
0,0,0,0,0,2.31102e+07,0,0,1.30481e+07
0,0,0,0,0,2.31176e+07,0,0,1.30481e+07
0,0,0,0,0,2.27906e+07,0,0,1.30481e+07
0,0,0,0,0,2.27978e+07,0,0,1.30481e+07
0,0,0,0,0,2.28051e+07,0,0,1.30481e+07
0,0,0,0,0,2.28123e+07,0,0,1.30481e+07
0,0,0,0,0,2.39849e+07,0,0,1.30481e+07
0,0,0,0,0,2.39925e+07,0,0,1.30481e+07
0,0,0,0,0,2.40001e+07,0,0,1.30481e+07
0,0,0,0,0,2.40078e+07,0,0,1.30481e+07
0,0,0,0,0,2.40154e+07,0,0,1.30481e+07
0,0,0,0,0,2.37168e+07,-581081,581081,1.30481e+07
0,0,0,0,0,2.37243e+07,-581265,581265,1.30481e+07
0,0,0,0,0,2.37319e+07,-581450,581450,1.30481e+07
0,0,0,0,0,2.37394e+07,-581635,581635,1.30481e+07
0,0,0,0,0,2.43157e+07,-595754,595754,1.30481e+07
0,0,0,0,0,2.43234e+07,-595944,595944,1.30481e+07
0,0,0,0,0,2.43311e+07,-596133,596133,1.30481e+07
0,0,0,0,0,2.43389e+07,-596322,596322,1.30481e+07
0,0,0,0,0,2.62351e+07,-642783,642783,1.30481e+07
0,0,0,0,0,2.62435e+07,-642987,642987,1.30481e+07
0,0,0,0,0,2.62518e+07,-643191,643191,1.30481e+07
0,0,0,0,0,2.62601e+07,-643395,643395,1.30481e+07
0,0,0,0,0,2.62685e+07,-643600,643600,1.30481e+07
0,0,0,0,0,2.52147e+07,-617782,617782,1.30481e+07
