0st_vol,0capacity,0net_inf,0st_rof,0lt_rof,0rest_demand,0unrest_demand,0unfulf_demand,0wastewater,0treat_capacity,1st_vol,1capacity,1net_inf,1st_rof,1lt_rof,1rest_demand,1unrest_demand,1unfulf_demand,1wastewater,1treat_capacity
85.139,85.139,5.37919,0.05,0,2.16737,2.46977,0,0,4.47552,99.259,98.274,3.21016,0,1,1.73502,1.43262,0,0,2.1168
85.139,85.139,3.58664,0.05,0,2.18915,2.47081,0,0.406166,4.47552,99.3022,98.274,2.53239,0,1,1.71488,1.43322,0,1.34047,2.1168
85.139,85.139,3.32626,0.05,0,2.19079,2.47185,0,0.410246,4.47552,99.3022,98.274,3.25439,0,1,1.71488,1.43382,0,1.32492,2.1168
85.139,85.139,6.09468,0.05,0,2.19243,2.47289,0,0.410554,4.47552,99.3022,98.274,5.37826,0,1,1.71488,1.43442,0,1.32492,2.1168
85.139,85.139,7.97462,0.05,0,2.43537,2.71523,0,0.410861,4.47552,99.3022,98.274,7.95488,0,1,1.88361,1.60375,0,1.32492,2.1168
85.139,85.139,8.93192,0.05,0,2.60584,2.71637,0,0.456388,4.47552,99.3022,98.274,6.45406,0,1,1.71495,1.60443,0,1.45528,2.1168
85.139,85.139,7.41337,0.05,0,2.60766,2.71751,0,0.488335,4.47552,99.3022,98.274,5.33293,0,1,1.71495,1.6051,0,1.32497,2.1168
85.139,85.139,8.71315,0.05,0,2.60947,2.71865,0,0.488675,4.47552,99.3022,98.274,7.58716,0,1,1.71495,1.60578,0,1.32497,2.1168
85.139,85.139,5.97806,0.05,0,2.26654,2.37504,0,0.489015,4.47552,99.3022,98.274,5.93691,0,1,1.48814,1.37963,0,1.32497,2.1168
85.139,85.139,3.31436,0.05,0,2.07364,2.37604,0,0.424749,4.47552,99.3022,98.274,3.24073,0,1,1.68261,1.38021,0,1.14974,2.1168
85.139,85.139,3.07952,0.05,0,2.07463,2.37703,0,0.388599,4.47552,99.3022,98.274,3.09372,0,1,1.68319,1.38079,0,1.29999,2.1168
85.139,85.139,4.31464,0.05,0,2.07563,2.37803,0,0.388786,4.47552,99.3022,98.274,5.18496,0,1,1.68377,1.38137,0,1.30043,2.1168
85.139,85.139,5.01416,0.05,0,2.07663,2.37903,0,0.388973,4.47552,99.3022,98.274,5.39394,0,1,1.68435,1.38195,0,1.30088,2.1168
85.139,85.139,8.86509,0.05,0,2.16459,2.46699,0,0.38916,4.47552,99.3022,98.274,9.15763,0,1,1.74053,1.43813,0,1.30133,2.1168
85.139,85.139,6.78137,0.05,0,2.19188,2.46802,0,0.405644,4.47552,99.3022,98.274,5.27671,0,1,1.71488,1.43874,0,1.34474,2.1168
85.139,85.139,4.44674,0.05,0,2.19351,2.46906,0,0.410758,4.47552,99.3022,98.274,4.07109,0,1,1.71488,1.43934,0,1.32492,2.1168
85.139,85.139,3.83263,0.05,0,2.19515,2.47009,0,0.411065,4.47552,99.3022,98.274,3.93731,0,1,1.71488,1.43994,0,1.32492,2.1168
85.139,85.139,4.5191,0.05,0,2.16273,2.43707,0,0.411372,4.47552,99.3022,98.274,5.06574,0,1,1.69325,1.41892,0,1.32492,2.1168
85.139,85.139,4.38472,0.05,0,2.14273,2.43809,0,0.405296,4.47552,99.3022,98.274,4.9811,0,1,1.71487,1.41951,0,1.30821,2.1168
85.139,85.139,4.21854,0.05,0,2.14434,2.43911,0,0.401547,4.47552,99.3022,98.274,4.63343,0,1,1.71487,1.4201,0,1.32491,2.1168
85.139,85.139,3.67755,0.04,0,2.14596,2.44013,0,0.40185,4.47552,99.3022,98.274,4.71625,0,1,1.71487,1.4207,0,1.32491,2.1168
85.139,85.139,3.50175,0.04,0,2.26338,2.55696,0,0.402153,4.47552,99.3022,98.274,4.7371,0,1,1.79172,1.49814,0,1.32491,2.1168
