0st_vol,0capacity,0net_inf,0st_rof,0lt_rof,0rest_demand,0unrest_demand,0unfulf_demand,0wastewater,0treat_capacity,1st_vol,1capacity,1net_inf,1st_rof,1lt_rof,1rest_demand,1unrest_demand,1unfulf_demand,1wastewater,1treat_capacity
84.1179,85.139,1.65051,0.05,0,2.16737,2.46977,0,0,4.47552,98.7618,98.274,2.04425,0,1,1.73502,1.43262,0,0,2.1168
83.0005,85.139,1.53375,0.06,0,2.18859,2.47026,0,0.406166,4.47552,98.5865,98.274,1.93123,0,1,1.71456,1.4329,0,1.34047,2.1168
82.8324,85.139,2.56102,0.06,0,2.18936,2.47074,0,0.410142,4.47552,98.9492,98.274,2.2923,0,1,1.71456,1.43318,0,1.32467,2.1168
83.8327,85.139,3.75237,0.06,0,2.19012,2.47122,0,0.410285,4.47552,99.3022,98.274,6.14053,0,1,1.71456,1.43346,0,1.32467,2.1168
84.2434,85.139,3.41043,0.05,0,2.43197,2.71279,0,0.410428,4.47552,99.3022,98.274,4.10231,0,1,1.88314,1.60232,0,1.32467,2.1168
84.9205,85.139,3.83477,0.05,0,2.60136,2.71332,0,0.455751,4.47552,99.3022,98.274,4.62042,0,1,1.71459,1.60263,0,1.45491,2.1168
85.139,85.139,3.82164,0.05,0,2.6022,2.71385,0,0.487494,4.47552,99.3022,98.274,4.34161,0,1,1.71459,1.60294,0,1.3247,2.1168
85.139,85.139,3.50252,0.04,0,2.60305,2.71438,0,0.487653,4.47552,99.3022,98.274,4.63619,0,1,1.71459,1.60326,0,1.3247,2.1168
85.139,85.139,6.72679,0.04,0,2.25976,2.37078,0,0.487811,4.47552,99.3022,98.274,6.90134,0,1,1.48818,1.37716,0,1.3247,2.1168
85.139,85.139,5.38884,0.05,0,2.06885,2.37125,0,0.423479,4.47552,99.3022,98.274,6.22804,0,1,1.67983,1.37743,0,1.14977,2.1168
85.139,85.139,6.66869,0.05,0,2.06931,2.37171,0,0.387702,4.47552,99.3022,98.274,10.2026,0,1,1.6801,1.3777,0,1.29784,2.1168
85.139,85.139,6.79597,0.05,0,2.06978,2.37218,0,0.387789,4.47552,99.3022,98.274,8.6218,0,1,1.68037,1.37797,0,1.29805,2.1168
85.139,85.139,5.40679,0.05,0,2.07024,2.37264,0,0.387876,4.47552,99.3022,98.274,8.39663,0,1,1.68064,1.37824,0,1.29825,2.1168
85.139,85.139,5.6042,0.05,0,2.15741,2.45981,0,0.387963,4.47552,99.3022,98.274,6.70576,0,1,1.73635,1.43395,0,1.29846,2.1168
85.139,85.139,4.07828,0.05,0,2.17997,2.46029,0,0.404299,4.47552,99.3022,98.274,6.54017,0,1,1.71456,1.43423,0,1.34151,2.1168
85.139,85.139,3.73578,0.05,0,2.18073,2.46078,0,0.408526,4.47552,99.3022,98.274,6.78504,0,1,1.71456,1.43451,0,1.32467,2.1168
85.139,85.139,3.48779,0.05,0,2.18149,2.46126,0,0.408669,4.47552,99.3022,98.274,8.24331,0,1,1.71456,1.43479,0,1.32467,2.1168
85.139,85.139,3.179,0.05,0,2.14833,2.42781,0,0.408811,4.47552,99.3022,98.274,5.31491,0,1,1.69301,1.41353,0,1.32467,2.1168
84.9943,85.139,2.50502,0.05,0,2.12753,2.42829,0,0.402596,4.47552,99.3022,98.274,4.07305,0,1,1.71456,1.4138,0,1.30802,2.1168
84.5637,85.139,2.20287,0.07,0,2.12828,2.42876,0,0.398699,4.47552,99.3022,98.274,3.6763,0,1,1.71456,1.41408,0,1.32467,2.1168
84.3073,85.139,2.38821,0.06,0,2.12904,2.42924,0,0.39884,4.47552,99.3022,98.274,3.256,0,1,1.71456,1.41436,0,1.32467,2.1168
83.8688,85.139,2.21688,0.06,0,2.24505,2.54497,0,0.398982,4.47552,99.3022,98.274,3.21985,0,1,1.79104,1.49112,0,1.32467,2.1168
83.094,85.139,1.89805,0.05,0,2.32231,2.54547,0,0.420722,4.47552,99.3022,98.274,2.91549,0,1,1.71457,1.49141,0,1.38376,2.1168
82.2503,85.139,1.78268,0.04,0,2.3231,2.54597,0,0.4352,4.47552,99.3022,98.274,2.72814,0,1,1.71457,1.4917,0,1.32468,2.1168
81.3053,85.139,1.65335,0.04,0,2.32389,2.54647,0,0.435348,4.47552,99.3022,98.274,2.50855,0,1,1.71457,1.49199,0,1.32468,2.1168
80.3764,85.139,1.65004,0.04,0,2.32468,2.54697,0,0.435497,4.47552,99.3022,98.274,2.79038,0,1,1.71457,1.49228,0,1.32468,2.1168
79.9188,85.139,2.11715,0.02,0,2.30265,2.52465,0,0.435645,4.47552,99.3022,98.274,3.46247,0,1,1.75665,1.53465,0,1.32468,2.1168
79.2919,85.139,1.9668,0.02,0,2.34552,2.52515,0,0.431518,4.47552,99.3022,98.274,3.19017,0,1,1.71458,1.53496,0,1.35719,2.1168
78.6196,85.139,1.90331,0.04,0,2.34632,2.52564,0,0.43955,4.47552,99.3022,98.274,2.9988,0,1,1.71458,1.53526,0,1.32469,2.1168
77.986,85.139,1.90424,0.03,0,2.34711,2.52613,0,0.439699,4.47552,99.3022,98.274,3.02651,0,1,1.71458,1.53556,0,1.32469,2.1168
77.3117,85.139,1.91482,0.04,0,2.40687,2.5856,0,0.439849,4.47552,99.3022,98.274,3.17378,0,1,1.75211,1.57339,0,1.32469,2.1168
76.4763,85.139,1.78791,0.04,0,2.44521,2.5861,0,0.451048,4.47552,99.3022,98.274,2.95067,0,1,1.71459,1.5737,0,1.35368,2.1168
75.5407,85.139,1.6545,0.04,0,2.44603,2.58661,0,0.458232,4.47552,99.265,98.274,2.82965,0,1,1.71459,1.574,0,1.32469,2.1168
74.4725,85.139,1.50648,0.04,0,2.44684,2.58712,0,0.458385,4.47552,99.1925,98.274,2.49346,0,1,1.71459,1.57431,0,1.32469,2.1168
73.365,85.139,1.58721,0.04,0,2.62047,2.76044,0,0.458538,4.47552,98.9406,98.274,3.19492,0,1,1.85016,1.71019,0,1.32469,2.1168
