0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,0gross_rev,0cont_contrib,0drought_cost
0,0,0,0,0.000745969,2.27965e+07,-829931,829931
0,0,0,0,0,2.27167e+07,-728788,728788
0,0,0,0,0,2.27228e+07,-725784,725784
0,0,0,0,0,2.27289e+07,-722780,722780
0,0,0,0,0,2.50722e+07,-650041,650041
173825,0,0,0,0,2.43609e+07,173825,0
351008,0,0,0,0,2.43676e+07,177183,0
531551,0,0,0,0,2.43744e+07,180542,0
619342,0,0,0,0,2.11591e+07,87791.4,0
0,0,0,0,0,2.19915e+07,-853930,0
0,0,0,0,0,2.19997e+07,-853686,853686
0,0,0,0,0,2.20079e+07,-853443,853443
0,0,0,0,0,2.2016e+07,-853200,853200
0,0,0,0,0,2.28236e+07,-829112,829112
0,0,0,0,0,2.27224e+07,-703444,703444
0,0,0,0,0,2.27284e+07,-700435,700435
0,0,0,0,0,2.27345e+07,-697426,697426
0,0,0,0,0,2.24287e+07,-703718,703718
0,0,0,0,0,2.25267e+07,-805914,805914
0,0,0,0,0,2.25327e+07,-802947,802947
0,0,0,0,0,2.25387e+07,-799980,799980
0,0,0,0,0,2.3632e+07,-764578,764578
0,0,0,0,0,2.33114e+07,-387933,387933
0,0,0,0,0,2.33177e+07,-384803,384803
0,0,0,0,0,2.3324e+07,-381673,381673
0,0,0,0,0,2.33303e+07,-378542,378542
0,0,0,0,0,2.35932e+07,-367679,367679
0,0,0,0,0,2.34195e+07,-158768,158768
0,0,0,0,0,2.34259e+07,-155551,155551
0,0,0,0,0,2.34322e+07,-152333,152333
0,0,0,0,0,2.39826e+07,-132887,132887
54019.1,0,0,0,0,2.38284e+07,54019.1,0
111337,0,0,0,0,2.38349e+07,57318.2,0
171955,0,0,0,0,2.38414e+07,60617.9,0
289808,0,0,0,0,2.56549e+07,117853,0
1.03877e+06,0,0,0,0,2.51128e+07,748957,0
1.78802e+06,0,0,0,0,2.51226e+07,749251,0
2.53756e+06,0,0,0,0,2.51325e+07,749545,0
3.2874e+06,0,0,0,0,2.51424e+07,749840,0
4.00717e+06,0,0,0,0,2.41356e+07,719770,0
4.3761e+06,0,0,0,0,2.44523e+07,368929,0
