0st_vol,0capacity,0net_inf,0st_rof,0lt_rof,0rest_demand,0unrest_demand,0unfulf_demand,0wastewater,0treat_capacity,1st_vol,1capacity,1net_inf,1st_rof,1lt_rof,1rest_demand,1unrest_demand,1unfulf_demand,1wastewater,1treat_capacity
85.139,85.139,8.41494,0.05,0,2.16737,2.46977,0,0,4.47552,99.3022,98.274,8.37047,0,0,1.73502,1.43262,0,0,2.1168
85.139,85.139,7.35812,0.05,0,2.18873,2.4704,0,0.406166,4.47552,99.3022,98.274,7.04419,0,0,1.71464,1.43298,0,1.34047,2.1168
85.139,85.139,9.53152,0.05,0,2.18972,2.47102,0,0.410169,4.47552,99.3022,98.274,8.26933,0,0,1.71464,1.43334,0,1.32473,2.1168
85.139,85.139,6.81452,0.05,0,2.19071,2.47165,0,0.410354,4.47552,99.3022,98.274,8.12604,0,0,1.71464,1.43371,0,1.32473,2.1168
85.139,85.139,6.45488,0.05,0,2.43284,2.71342,0,0.410539,4.47552,99.3022,98.274,6.0235,0,0,1.88326,1.60268,0,1.32473,2.1168
85.139,85.139,5.24912,0.05,0,2.60251,2.7141,0,0.455914,4.47552,99.3022,98.274,5.68305,0,0,1.71469,1.60309,0,1.45501,2.1168
85.139,85.139,5.72638,0.05,0,2.6036,2.71479,0,0.48771,4.47552,99.3022,98.274,5.57365,0,0,1.71469,1.6035,0,1.32477,2.1168
85.139,85.139,4.35592,0.05,0,2.60469,2.71548,0,0.487915,4.47552,99.3022,98.274,4.08578,0,0,1.71469,1.6039,0,1.32477,2.1168
85.139,85.139,6.65153,0.05,0,2.2615,2.37187,0,0.48812,4.47552,99.3022,98.274,5.59001,0,0,1.48817,1.37779,0,1.32477,2.1168
85.139,85.139,6.04409,0.05,0,2.07007,2.37247,0,0.423804,4.47552,99.3022,98.274,5.70647,0,0,1.68054,1.37814,0,1.14976,2.1168
85.139,85.139,6.76114,0.05,0,2.07068,2.37308,0,0.387932,4.47552,99.3022,98.274,7.45224,0,0,1.68089,1.37849,0,1.29839,2.1168
85.139,85.139,6.44127,0.05,0,2.07128,2.37368,0,0.388044,4.47552,99.3022,98.274,7.78265,0,0,1.68124,1.37884,0,1.29866,2.1168
85.139,85.139,6.885,0.05,0,2.07188,2.37428,0,0.388157,4.47552,99.3022,98.274,9.34554,0,0,1.68159,1.37919,0,1.29893,2.1168
85.139,85.139,6.89187,0.05,0,2.15925,2.46165,0,0.38827,4.47552,99.3022,98.274,12.3065,0,0,1.73742,1.43502,0,1.2992,2.1168
85.139,85.139,5.02246,0.05,0,2.18302,2.46227,0,0.404644,4.47552,99.3022,98.274,6.35556,0,0,1.71464,1.43539,0,1.34233,2.1168
85.139,85.139,4.47914,0.05,0,2.18401,2.4629,0,0.409098,4.47552,99.3022,98.274,5.16095,0,0,1.71464,1.43575,0,1.32473,2.1168
85.139,85.139,4.28927,0.05,0,2.18499,2.46352,0,0.409283,4.47552,99.3022,98.274,4.56227,0,0,1.71464,1.43611,0,1.32473,2.1168
85.139,85.139,4.50345,0.05,0,2.15202,2.43018,0,0.409468,4.47552,99.3022,98.274,4.92489,0,0,1.69307,1.41491,0,1.32473,2.1168
85.139,85.139,3.71966,0.05,0,2.13143,2.4308,0,0.403288,4.47552,99.3022,98.274,4.46132,0,0,1.71464,1.41526,0,1.30807,2.1168
85.139,85.139,3.52218,0.05,0,2.1324,2.43141,0,0.399429,4.47552,99.3022,98.274,3.8242,0,0,1.71464,1.41562,0,1.32473,2.1168
85.139,85.139,3.10751,0.04,0,2.13337,2.43203,0,0.399612,4.47552,99.3022,98.274,3.6692,0,0,1.71464,1.41598,0,1.32473,2.1168
85.139,85.139,3.12252,0.04,0,2.24975,2.54804,0,0.399794,4.47552,99.3022,98.274,3.9225,0,0,1.79121,1.49292,0,1.32473,2.1168
85.139,85.139,3.03618,0.02,0,2.32732,2.54869,0,0.421602,4.47552,99.3022,98.274,3.45624,0,0,1.71466,1.49329,0,1.38389,2.1168
85.105,85.139,2.62987,0.01,0,2.32835,2.54933,0,0.436141,4.47552,99.3022,98.274,3.4953,0,0,1.71466,1.49367,0,1.32474,2.1168
85.0744,85.139,2.63541,0.04,0,2.32937,2.54998,0,0.436332,4.47552,99.3022,98.274,2.74862,0,0,1.71466,1.49405,0,1.32474,2.1168
84.7278,85.139,2.30856,0.04,0,2.3304,2.55063,0,0.436524,4.47552,99.3022,98.274,2.71648,0,0,1.71466,1.49443,0,1.32474,2.1168
