0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,0gross_rev,0cont_contrib,0drought_cost,0water_price
0,0,0,0,0.000745969,2.45299e+07,-890450,890450,1.30793e+07
0,0,0,0,0,2.44421e+07,-829389,829389,1.30793e+07
0,0,0,0,0,2.44473e+07,-828072,828072,1.30793e+07
0,0,0,0,0,2.44525e+07,-826755,826755,1.30793e+07
0,0,0,0,0,2.69718e+07,-825438,825438,1.30793e+07
0,0,0,0,0,2.62051e+07,-327495,327495,1.30793e+07
0,0,0,0,0,2.62108e+07,-326022,326022,1.30793e+07
0,0,0,0,0,2.62165e+07,-324548,324548,1.30793e+07
0,0,0,0,0,2.27576e+07,-323074,323074,1.30793e+07
0,0,0,0,0,2.36472e+07,-890450,890450,1.30793e+07
0,0,0,0,0,2.36542e+07,-890450,890450,1.30793e+07
0,0,0,0,0,2.36611e+07,-890450,890450,1.30793e+07
0,0,0,0,0,2.36681e+07,-890450,890450,1.30793e+07
0,0,0,0,0,2.45343e+07,-890450,890450,1.30793e+07
0,0,0,0,0,2.44305e+07,-819071,819071,1.30793e+07
0,0,0,0,0,2.44357e+07,-817752,817752,1.30793e+07
0,0,0,0,0,2.44408e+07,-816432,816432,1.30793e+07
0,0,0,0,0,2.41109e+07,-815113,815113,1.30793e+07
0,0,0,0,0,2.42149e+07,-877375,877375,1.30793e+07
0,0,0,0,0,2.422e+07,-876074,876074,1.30793e+07
0,0,0,0,0,2.42251e+07,-874774,874774,1.30793e+07
0,0,0,0,0,2.53981e+07,-873473,873473,1.30793e+07
0,0,0,0,0,2.50523e+07,-646410,646410,1.30793e+07
0,0,0,0,0,2.50577e+07,-645038,645038,1.30793e+07
0,0,0,0,0,2.50631e+07,-643665,643665,1.30793e+07
0,0,0,0,0,2.50684e+07,-642292,642292,1.30793e+07
0,0,0,0,0,2.53492e+07,-640919,640919,1.30793e+07
0,0,0,0,0,2.51613e+07,-515270,515270,1.30793e+07
0,0,0,0,0,2.51667e+07,-513857,513857,1.30793e+07
0,0,0,0,0,2.51721e+07,-512444,512444,1.30793e+07
0,0,0,0,0,2.57615e+07,-511031,511031,1.30793e+07
0,0,0,0,0,2.55945e+07,-398722,398722,1.30793e+07
0,0,0,0,0,2.56001e+07,-397273,397273,1.30793e+07
0,0,0,0,0,2.56056e+07,-395824,395824,1.30793e+07
0,0,0,0,0,2.75502e+07,-394375,394375,1.30793e+07
0,0,0,0,0,2.6945e+07,0,0,1.30793e+07
0,0,0,0,0,2.69534e+07,0,0,1.30793e+07
0,0,0,0,0,2.69618e+07,0,0,1.30793e+07
0,0,0,0,0,2.69702e+07,0,0,1.30793e+07
0,0,0,0,0,2.58881e+07,0,0,1.30793e+07
0,0,0,0,0,2.62508e+07,-227906,227906,1.30793e+07
0,0,0,0,0,2.62565e+07,-226405,226405,1.30793e+07
0,0,0,0,0,2.62622e+07,-224904,224904,1.30793e+07
0,0,0,0,0,2.53064e+07,-223402,223402,1.30793e+07
0,0,0,0,0,2.56573e+07,-443943,443943,1.30793e+07
0,0,0,0,0,2.56628e+07,-442509,442509,1.30793e+07
0,0,0,0,0,2.56683e+07,-441075,441075,1.30793e+07
0,0,0,0,0,2.34444e+07,-439641,439641,1.30793e+07
0,0,0,0,0,2.41529e+07,-890450,890450,1.30793e+07
0,0,0,0,0,2.416e+07,-890450,890450,1.30793e+07
0,0,0,0,0,2.4167e+07,-890450,890450,1.30793e+07
0,0,0,0,0,2.41741e+07,-890450,890450,1.30793e+07
0,0,0,0,0.000745969,2.49078e+07,-890450,890450,1.30793e+07
0,0,0,0,0,2.47127e+07,-760513,760513,1.30793e+07
0,0,0,0,0,2.47178e+07,-759220,759220,1.30793e+07
0,0,0,0,0,2.47229e+07,-757927,757927,1.30793e+07
0,0,0,0,0,2.7283e+07,-756633,756633,1.30793e+07
0,0,0,0,0,2.65036e+07,-250627,250627,1.30793e+07
0,0,0,0,0,2.65093e+07,-249180,249180,1.30793e+07
0,0,0,0,0,2.65149e+07,-247733,247733,1.30793e+07
0,0,0,0,0,2.29995e+07,-246286,246286,1.30793e+07
0,0,0,0,0,2.40086e+07,-890450,890450,1.30793e+07
0,0,0,0,0,2.40154e+07,-890450,890450,1.30793e+07
0,0,0,0,0,2.40222e+07,-890450,890450,1.30793e+07
0,0,0,0,0,2.4029e+07,-890450,890450,1.30793e+07
0,0,0,0,0,2.4909e+07,-890450,890450,1.30793e+07
0,0,0,0,0,2.46986e+07,-750615,750615,1.30793e+07
0,0,0,0,0,2.47037e+07,-749320,749320,1.30793e+07
0,0,0,0,0,2.47087e+07,-748024,748024,1.30793e+07
0,0,0,0,0,2.43733e+07,-746729,746729,1.30793e+07
0,0,0,0,0,2.44788e+07,-810042,810042,1.30793e+07
0,0,0,0,0,2.44838e+07,-808765,808765,1.30793e+07
0,0,0,0,0,2.44888e+07,-807487,807487,1.30793e+07
0,0,0,0,0,2.56806e+07,-806210,806210,1.30793e+07
0,0,0,0,0,2.5329e+07,-575536,575536,1.30793e+07
0,0,0,0,0,2.53343e+07,-574188,574188,1.30793e+07
0,0,0,0,0,2.53396e+07,-572841,572841,1.30793e+07
0,0,0,0,0,2.53448e+07,-571493,571493,1.30793e+07
0,0,0,0,0,2.563e+07,-570145,570145,1.30793e+07
0,0,0,0,0,2.54389e+07,-442526,442526,1.30793e+07
