0.866692074,0.096142262,0.025309931,0.156342304,1,0.245472273,0.026176457,0.021835964,0.076342131,1,0.675785351,0.491062287,0.27004849,0.705224382,0.317456774,0.551094039,0.499601151,0.11800443
0.671925724,0.085763357,0.00210208,0.170928141,1,0.242259927,0.024912322,0.029800639,0.52348802,1,0.984958034,0.428369877,0.443644023,0.302859495,0.795468795,0.480363266,0.456218863,0.442837747
0.997696156,0.08426037,0.002639717,0.401905305,1,0.243971832,0.028427647,0.00329195,0.024347597,1,0.965484216,0.388025966,0.405447444,0.017255325,0.011921941,0.615462338,0.113056752,0.469005799
0.99161861,0.095020213,0.001391356,0.163324966,1,0.250726978,0.027215956,0.028035999,0.062302495,1,0.390903327,0.706505142,0.455536868,0.68225728,0.028191626,0.981669502,0.488645523,0.496950849
0.734060625,0.152047223,0.019672663,0.011610584,1,0.245988812,0.029928738,0.019586976,0.086156059,1,0.987881243,0.700439501,0.877099873,0.605971859,0.003329908,0.177453253,0.467846724,0.406122778
0.710576784,0.09643424,0.004022705,0.020309547,1,0.252621371,0.003432052,0.021683265,0.031950322,1,0.987711872,0.387495498,0.439740202,0.654586545,0.01287691,0.166198812,0.128807647,0.444675312
0.784140112,0.422935521,0.001172942,0.022709156,1,0.248591151,0.029802919,0.021888328,0.636015536,1,0.966207995,0.415032866,0.407063947,3.97E-04,0.136591867,0.560169876,0.459198025,0.134041249
0.69645156,0.132247854,0.002284447,0.051600397,1,0.157760756,0.003757204,0.028182812,0.084529187,1,0.970483493,0.425235614,0.421026364,0.069114733,0.027264948,0.965361534,0.487371118,0.4290584
0.691714458,0.405988149,0.002429855,0.232978891,1,0.160296237,0.02909374,0.021811983,0.08477404,1,0.973238474,0.412014617,0.67014015,0.706164464,0.003501439,0.816495467,0.467726128,0.131174379
0.940570706,0.169503525,0.00405689,0.381565782,1,0.243312078,0.018589813,0.027770253,0.03215141,1,0.642270341,0.706324068,0.628968152,0.654586545,0.106344449,0.198359358,0.112684249,0.169963455
0.998772639,0.099305917,0.019680075,0.012043631,1,0.24102837,0.029698153,0.025717885,0.091288276,1,0.615774177,0.388346051,0.284528712,0.608032295,0.144926598,0.465992181,0.467890397,0.133197127
0.742621933,0.13927021,0.001142373,0.225332682,1,0.153101176,0.020057608,0.028779171,0.08272222,1,0.973176946,0.598134822,0.665409739,0.503514288,0.351314616,0.885959649,0.488035447,0.127308552
0.996859625,0.345701786,0.001135981,0.227398518,1,0.351011696,0.029457978,9.32E-04,0.004413026,1,0.268361416,0.394994244,0.559613615,0.480086184,0.352004514,0.97145797,0.10005386,0.144723427
0.731043004,0.414515745,0.001025232,0.157078413,1,0.245332567,0.02631928,0.029867419,0.757217735,1,0.442939504,0.999397903,0.567904132,0.007896396,0.82680014,0.990568803,0.455434574,0.420550381
0.897023935,0.141022373,0.001035789,0.004127933,1,0.248184025,0.023951651,0.022284781,0.021730319,1,0.958964138,0.33600569,0.276458675,0.460428368,0.011847992,0.975047434,0.112112596,0.265625712
0.822331497,0.15417671,0.001071755,0.336628084,1,0.228266281,0.016170841,0.029808394,0.041542453,1,0.953345736,0.682725022,0.417360064,0.302419553,0.063443285,0.569894592,0.362038031,0.196064837
0.685874589,0.09107461,0.001391356,0.157002885,1,0.24805514,0.027031006,0.029132846,0.090837489,1,0.388844738,0.689365778,0.069651175,0.687062606,0.426046211,0.972902316,0.487864107,0.180878835
0.940441271,0.342864652,0.003884494,0.007612721,1,0.182206914,0.023230309,0.026980396,0.035564415,1,0.578164614,0.789714276,0.458480398,0.618305648,0.032229846,0.919795862,0.252751361,0.46879552
0.80415097,0.191007065,0.001016543,0.029029851,1,0.245474667,0.004849836,0.020480897,0.092949843,1,0.587030193,0.427800039,0.443485342,0.283827976,0.100605194,0.562897049,0.468051363,0.157090848
0.633438315,0.094372678,0.00102301,0.244677716,1,0.397018301,0.029834522,0.02783705,0.969938387,1,0.947653409,0.991734068,0.034737096,0.012053615,0.026256909,0.443658569,0.454802144,0.133515013
0.825777105,0.148452309,0.001094826,0.261279008,1,0.242017402,0.028463631,0.022738499,0.029820365,1,0.652471379,0.475946507,0.440170735,0.118928526,0.012970259,0.749141679,0.106785568,0.44333366
0.761352011,0.072873084,0.001637618,0.130823672,1,0.241005688,0.023546384,0.021493118,0.08739812,1,0.633795198,0.421276426,0.527504884,0.608032295,0.145525433,0.565211309,0.462267813,0.444610063
0.830214941,0.113381973,0.003166859,0.216380675,1,0.208160281,0.028180634,0.020881239,0.020072246,1,0.385698986,0.625058419,0.436936776,0.662756526,0.089046047,0.176496743,0.111817865,0.437201056
0.685874589,0.396272029,0.001479167,0.219684617,1,0.339868908,0.023936818,0.027426141,0.090837489,1,0.953803956,0.77237093,0.449505282,0.690270137,0.028191626,0.971631039,0.463539945,0.125952368
0.911934647,0.098690673,0.001124345,0.111134395,1,0.154339704,0.018337284,0.028503655,0.02269288,1,0.580337477,0.408534018,0.402385881,0.473940007,0.317609507,0.543473745,0.113164029,0.137953359
