0st_vol,0capacity,0net_inf,0st_rof,0lt_rof,0rest_demand,0unrest_demand,0unfulf_demand,0wastewater,0treat_capacity,0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,0gross_rev,0cont_contrib,0drought_cost,1st_vol,1capacity,1net_inf,1st_rof,1lt_rof,1rest_demand,1unrest_demand,1unfulf_demand,1wastewater,1treat_capacity,1cont_fund,1ins_pout,1ins_price,1infra_npv,1debt_serv,1gross_rev,1cont_contrib,1drought_cost
72.29,72.29,3.91461,0.05,1,2.16737,2.46977,0,0,3.6288,0,0,0,0,0,3.30692e+06,-346242,346242,99.3022,98.274,4.59966,0,1,1.73502,1.43262,0,0,2.1168,846148,0,0,0,0,4.58138e+06,846148,0
72.29,72.29,3.23874,0.05,1,2.1887,2.47037,0,0.406166,3.6288,0,0,0,0,0,3.33946e+06,-317633,317633,99.3022,98.274,3.92301,0,1,1.71462,1.43296,0,1.34047,2.1168,1.63755e+06,0,0,0,0,4.52753e+06,791404,0
72.29,72.29,3.492,0.05,1,2.18964,2.47096,0,0.410163,3.6288,0,0,0,0,0,3.34089e+06,-317141,317141,99.3022,98.274,4.33247,0,1,1.71462,1.43331,0,1.32472,2.1168,2.42806e+06,0,0,0,0,4.52753e+06,790505,0
72.29,72.29,3.80401,0.05,1,2.19058,2.47155,0,0.410339,3.6288,0,0,0,0,0,3.34233e+06,-316649,316649,99.3022,98.274,4.06944,0,1,1.71462,1.43365,0,1.32472,2.1168,3.21766e+06,0,0,0,0,4.52753e+06,789607,0
72.29,72.29,4.10567,0.05,1,2.43265,2.71328,0,0.410515,3.6288,0,0,0,0,0,3.71167e+06,-309253,309253,99.3022,98.274,4.29497,0,1,1.88323,1.6026,0,1.32472,2.1168,4.01198e+06,0,0,0,0,4.97274e+06,794316,0
72.29,72.29,4.72675,0.05,1,2.60225,2.71393,0,0.455878,3.6288,0,0,0,0,0,3.97044e+06,-76279.8,76279.8,99.3022,98.274,3.96373,0,1,1.71467,1.60299,0,1.45499,2.1168,4.36018e+06,0,0,0,0,4.52764e+06,348204,0
72.29,72.29,3.9568,0.05,1,2.60329,2.71458,0,0.487662,3.6288,0,0,0,0,0,3.97203e+06,-75729.8,75729.8,99.3022,98.274,4.34284,0,1,1.71467,1.60337,0,1.32475,2.1168,4.70738e+06,0,0,0,0,4.52764e+06,347199,0
72.29,72.29,4.67863,0.05,1,2.60433,2.71524,0,0.487857,3.6288,0,0,0,0,0,3.97361e+06,-75179.5,75179.5,99.3022,98.274,4.52729,0,1,1.71467,1.60376,0,1.32475,2.1168,5.05358e+06,0,0,0,0,4.52764e+06,346194,0
72.29,72.29,5.56521,0.05,1,2.26111,2.37163,0,0.488051,3.6288,0,0,0,0,0,3.44994e+06,-84485.3,84485.3,99.3022,98.274,8.72292,0,1,1.48817,1.37765,0,1.32475,2.1168,5.39123e+06,0,0,0,0,3.92958e+06,337655,0
72.29,72.29,6.1536,0.05,1,2.0698,2.3722,0,0.423732,3.6288,0,0,0,0,0,3.15805e+06,-349036,349036,99.3022,98.274,8.65225,0,1,1.68039,1.37799,0,1.14976,2.1168,6.23556e+06,0,0,0,0,4.43712e+06,844331,0
72.29,72.29,6.56135,0.05,1,2.07037,2.37277,0,0.387881,3.6288,0,0,0,0,0,3.15892e+06,-349020,349020,99.3022,98.274,9.62088,0,1,1.68072,1.37832,0,1.29827,2.1168,7.07991e+06,0,0,0,0,4.438e+06,844342,0
72.29,72.29,8.16359,0.05,1,2.07094,2.37334,0,0.387988,3.6288,0,0,0,0,0,3.15979e+06,-349003,349003,99.3022,98.274,9.63103,0,1,1.68105,1.37865,0,1.29852,2.1168,7.92426e+06,0,0,0,0,4.43887e+06,844353,0
72.29,72.29,7.06869,0.05,1,2.07151,2.37391,0,0.388095,3.6288,0,0,0,0,0,3.16066e+06,-348987,348987,99.3022,98.274,9.57253,0,1,1.68138,1.37898,0,1.29878,2.1168,8.76862e+06,0,0,0,0,4.43975e+06,844364,0
72.29,72.29,7.14813,0.05,1,2.15884,2.46124,0,0.388202,3.6288,0,0,0,0,0,3.29391e+06,-346487,346487,99.3022,98.274,7.7168,0,1,1.73719,1.43479,0,1.29903,2.1168,9.61484e+06,0,0,0,0,4.58711e+06,846220,0
72.29,72.29,6.03107,0.05,1,2.18234,2.46184,0,0.404567,3.6288,0,0,0,0,0,3.32976e+06,-314885,314885,99.3022,98.274,7.15262,0,1,1.71463,1.43513,0,1.34215,2.1168,1.04006e+07,0,0,0,0,4.52753e+06,785746,0
72.29,72.29,6.75311,0.05,1,2.18328,2.46243,0,0.408971,3.6288,0,0,0,0,0,3.33119e+06,-314392,314392,99.3022,98.274,7.54997,0,1,1.71463,1.43548,0,1.32472,2.1168,1.11854e+07,0,0,0,0,4.52753e+06,784846,0
72.29,72.29,6.73345,0.05,1,2.18422,2.46302,0,0.409147,3.6288,0,0,0,0,0,3.33262e+06,-313900,313900,99.3022,98.274,7.37274,0,1,1.71463,1.43582,0,1.32472,2.1168,1.19694e+07,0,0,0,0,4.52753e+06,783946,0
72.29,72.29,5.26028,0.05,1,2.1512,2.42966,0,0.409323,3.6288,0,0,0,0,0,3.28224e+06,-314379,314379,99.3022,98.274,5.38614,0,1,1.69306,1.4146,0,1.32472,2.1168,1.27517e+07,0,0,0,0,4.47058e+06,782328,0
72.29,72.29,4.23105,0.05,1,2.13056,2.43024,0,0.403135,3.6288,0,0,0,0,0,3.25076e+06,-343622,343622,99.3022,98.274,3.80097,0,1,1.71462,1.41494,0,1.30806,2.1168,1.35901e+07,0,0,0,0,4.52752e+06,838375,0
72.29,72.29,3.77105,0.05,1,2.13149,2.43083,0,0.399268,3.6288,0,0,0,0,0,3.25217e+06,-343136,343136,99.3022,98.274,3.99968,0,1,1.71462,1.41528,0,1.32472,2.1168,1.44276e+07,0,0,0,0,4.52752e+06,837487,0
72.29,72.29,4.07011,0.04,1,2.13241,2.43141,0,0.399441,3.6288,0,0,0,0,0,3.25358e+06,-342650,342650,99.3022,98.274,5.12482,0,1,1.71462,1.41562,0,1.32472,2.1168,1.52642e+07,0,0,0,0,4.52752e+06,836600,0
72.29,72.29,3.57266,0.04,1,2.24871,2.54736,0,0.399615,3.6288,0,0,0,0,0,3.43101e+06,-338861,338861,99.3022,98.274,4.25286,0,1,1.79117,1.49252,0,1.32472,2.1168,1.61024e+07,0,0,0,0,4.72966e+06,838259,0
72.29,72.29,3.08059,0.02,1,2.32621,2.54798,0,0.421408,3.6288,0,0,0,0,0,3.54927e+06,-232819,232819,99.3022,98.274,3.36416,0,1,1.71464,1.49288,0,1.38386,2.1168,1.67377e+07,0,0,0,0,4.52757e+06,635226,0
72.2489,72.29,2.76953,0.01,1,2.32719,2.54859,0,0.435933,3.6288,0,0,0,0,0,3.55076e+06,-232306,232306,99.3022,98.274,3.09687,0,1,1.71464,1.49324,0,1.32473,2.1168,1.73719e+07,0,0,0,0,4.52757e+06,634290,0
72.1319,72.29,2.69458,0.04,1,2.32816,2.5492,0,0.436115,3.6288,0,0,0,0,0,3.55224e+06,-231794,231794,99.3022,98.274,2.82513,0,1,1.71464,1.49359,0,1.32473,2.1168,1.80053e+07,0,0,0,0,4.52757e+06,633354,0
71.7433,72.29,2.40869,0.04,1,2.32913,2.54982,0,0.436297,3.6288,0,0,0,0,0,3.55372e+06,-231281,231281,99.3022,98.274,2.80275,0,1,1.71464,1.49395,0,1.32473,2.1168,1.86377e+07,0,0,0,0,4.52757e+06,632417,0
71.7867,72.29,2.78129,0.02,1,2.30726,2.52759,0,0.436479,3.6288,0,0,0,0,0,3.52036e+06,-231422,231422,99.3022,98.274,3.84051,0,1,1.75677,1.53644,0,1.32473,2.1168,1.92706e+07,0,0,0,0,4.6388e+06,632882,0
71.4832,72.29,2.47797,0.02,1,2.35036,2.5282,0,0.432381,3.6288,0,0,0,0,0,3.58611e+06,-172824,172824,99.3022,98.274,3.35141,0,1,1.71465,1.53681,0,1.35728,2.1168,1.97913e+07,0,0,0,0,4.5276e+06,520709,0
70.9894,72.29,2.28855,0.02,1,2.35133,2.5288,0,0.440457,3.6288,0,0,0,0,0,3.5876e+06,-172297,172297,99.2836,98.274,3.19074,0,1,1.71465,1.53718,0,1.32474,2.1168,2.03111e+07,0,0,0,0,4.5276e+06,519745,0
70.4213,72.29,2.21491,0.03,1,2.35231,2.52941,0,0.44064,3.6288,0,0,0,0,0,3.58909e+06,-171770,171770,99.2237,98.274,2.90404,0,1,1.71465,1.53755,0,1.32474,2.1168,2.08298e+07,0,0,0,0,4.5276e+06,518781,0
69.4867,72.29,1.89294,0.03,1,2.41234,2.58907,0,0.440823,3.6288,0,0,0,0,0,3.68067e+06,-169552,169552,99.035,98.274,2.43668,0,1,1.75223,1.5755,0,1.32474,2.1168,2.13489e+07,0,0,0,0,4.62683e+06,519067,0
68.4781,72.29,1.85117,0.03,1,2.45091,2.58969,0,0.452072,3.6288,0,0,0,0,0,3.73953e+06,-117209,117209,98.8631,98.274,2.616,0,1,1.71466,1.57588,0,1.35377,2.1168,2.17678e+07,0,0,0,0,4.52762e+06,418872,0
