0st_vol,0capacity,0net_inf,0st_rof,0lt_rof,0rest_demand,0unrest_demand,0unfulf_demand,0wastewater,0treat_capacity,0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,0gross_rev,0cont_contrib,0drought_cost,1st_vol,1capacity,1net_inf,1st_rof,1lt_rof,1rest_demand,1unrest_demand,1unfulf_demand,1wastewater,1treat_capacity,1cont_fund,1ins_pout,1ins_price,1infra_npv,1debt_serv,1gross_rev,1cont_contrib,1drought_cost
72.29,72.29,3.94871,0.05,1,2.16737,2.46977,0,0,3.6288,0,0,0,0,0,3.30795e+06,-346350,346350,99.3022,98.274,4.94556,0,1,1.73502,1.43262,0,0,2.1168,846412,0,0,0,0,4.5828e+06,846412,0
72.29,72.29,4.39471,0.05,1,2.18864,2.4703,0,0.406166,3.6288,0,0,0,0,0,3.3404e+06,-317734,317734,99.3022,98.274,6.12648,0,1,1.71459,1.43292,0,1.34047,2.1168,1.63806e+06,0,0,0,0,4.52884e+06,791649,0
72.29,72.29,6.18365,0.05,1,2.18947,2.47083,0,0.410151,3.6288,0,0,0,0,0,3.34168e+06,-317296,317296,99.3022,98.274,7.80185,0,1,1.71459,1.43323,0,1.32469,2.1168,2.42891e+06,0,0,0,0,4.52884e+06,790850,0
72.29,72.29,10.6033,0.05,1,2.19031,2.47136,0,0.410307,3.6288,0,0,0,0,0,3.34295e+06,-316859,316859,99.3022,98.274,13.3573,0,1,1.71459,1.43354,0,1.32469,2.1168,3.21896e+06,0,0,0,0,4.52884e+06,790051,0
72.29,72.29,8.12566,0.05,1,2.43225,2.71299,0,0.410464,3.6288,0,0,0,0,0,3.71221e+06,-309515,309515,99.3022,98.274,9.97173,0,1,1.88318,1.60243,0,1.32469,2.1168,4.01382e+06,0,0,0,0,4.97415e+06,794860,0
72.29,72.29,14.3451,0.05,1,2.60172,2.71357,0,0.455803,3.6288,0,0,0,0,0,3.97087e+06,-76548.9,76548.9,99.3022,98.274,15.761,0,1,1.71462,1.60278,0,1.45494,2.1168,4.36258e+06,0,0,0,0,4.52894e+06,348756,0
72.29,72.29,6.07208,0.05,1,2.60264,2.71415,0,0.487563,3.6288,0,0,0,0,0,3.97228e+06,-76059.4,76059.4,99.3022,98.274,8.54328,0,1,1.71462,1.60312,0,1.32472,2.1168,4.71044e+06,0,0,0,0,4.52894e+06,347862,0
72.29,72.29,4.52276,0.05,1,2.60357,2.71473,0,0.487736,3.6288,0,0,0,0,0,3.97369e+06,-75569.9,75569.9,99.3022,98.274,7.01322,0,1,1.71462,1.60346,0,1.32472,2.1168,5.05741e+06,0,0,0,0,4.52894e+06,346967,0
72.29,72.29,6.03189,0.05,1,2.26031,2.37113,0,0.487909,3.6288,0,0,0,0,0,3.44979e+06,-84937.5,84937.5,99.3022,98.274,11.4422,0,1,1.48818,1.37736,0,1.32472,2.1168,5.39595e+06,0,0,0,0,3.93082e+06,338539,0
72.29,72.29,6.51483,0.05,1,2.06924,2.37164,0,0.423582,3.6288,0,0,0,0,0,3.15817e+06,-349161,349161,99.3022,98.274,9.67014,0,1,1.68006,1.37766,0,1.14977,2.1168,6.24053e+06,0,0,0,0,4.43763e+06,844583,0
