0st_vol,0capacity,0net_inf,0st_rof,0lt_rof,0rest_demand,0unrest_demand,0unfulf_demand,0wastewater,0treat_capacity,0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,0gross_rev,0cont_contrib,0drought_cost,1st_vol,1capacity,1net_inf,1st_rof,1lt_rof,1rest_demand,1unrest_demand,1unfulf_demand,1wastewater,1treat_capacity,1cont_fund,1ins_pout,1ins_price,1infra_npv,1debt_serv,1gross_rev,1cont_contrib,1drought_cost
71.5318,72.29,2.0675,0.05,1,2.16737,2.46977,0,0,3.6288,0,0,0,0,0,3.41284e+06,-357333,357333,99.3022,98.274,3.8369,0,1,1.73502,1.43262,0,0,2.1168,873251,0,0,0,0,4.72812e+06,873251,0
70.6502,72.29,1.99229,0.06,1,2.18863,2.47029,0,0.406166,3.6288,0,0,0,0,0,3.44631e+06,-327810,327810,99.3022,98.274,3.45878,0,1,1.71458,1.43292,0,1.34047,2.1168,1.69e+06,0,0,0,0,4.67243e+06,816752,0
71.0032,72.29,3.22565,0.06,1,2.18945,2.47081,0,0.410149,3.6288,0,0,0,0,0,3.4476e+06,-327366,327366,99.3022,98.274,4.18299,0,1,1.71458,1.43322,0,1.32469,2.1168,2.50595e+06,0,0,0,0,4.67244e+06,815942,0
70.329,72.29,2.20006,0.06,1,2.19027,2.47133,0,0.410303,3.6288,0,0,0,0,0,3.4489e+06,-326922,326922,99.3022,98.274,3.51984,0,1,1.71458,1.43352,0,1.32469,2.1168,3.32108e+06,0,0,0,0,4.67244e+06,815131,0
69.6077,72.29,2.40309,0.05,1,2.43219,2.71295,0,0.410456,3.6288,0,0,0,0,0,3.82983e+06,-319354,319354,99.3022,98.274,3.97839,0,1,1.88317,1.60241,0,1.32469,2.1168,4.14118e+06,0,0,0,0,5.13185e+06,820108,0
69.8149,72.29,3.50712,0.05,1,2.60165,2.71352,0,0.455792,3.6288,0,0,0,0,0,4.09667e+06,-79011.9,79011.9,99.3022,98.274,4.87244,0,1,1.71462,1.60275,0,1.45494,2.1168,4.50106e+06,0,0,0,0,4.67253e+06,359879,0
70.5513,72.29,4.03771,0.05,1,2.60255,2.71409,0,0.487549,3.6288,0,0,0,0,0,4.0981e+06,-78515.6,78515.6,99.3022,98.274,6.77629,0,1,1.71462,1.60308,0,1.32471,2.1168,4.86004e+06,0,0,0,0,4.67253e+06,358973,0
71.2469,72.29,3.9994,0.05,1,2.60346,2.71466,0,0.487719,3.6288,0,0,0,0,0,4.09953e+06,-78019.2,78019.2,99.3022,98.274,5.59418,0,1,1.71462,1.60342,0,1.32471,2.1168,5.2181e+06,0,0,0,0,4.67253e+06,358066,0
72.29,72.29,4.62143,0.05,1,2.2602,2.37106,0,0.487889,3.6288,0,0,0,0,0,3.55901e+06,-87692.5,87692.5,99.3022,98.274,9.14015,0,1,1.48818,1.37732,0,1.32471,2.1168,5.56749e+06,0,0,0,0,4.05547e+06,349386,0
72.29,72.29,5.71992,0.05,1,2.06916,2.37156,0,0.423561,3.6288,0,0,0,0,0,3.25819e+06,-360235,360235,99.3022,98.274,9.82208,0,1,1.68001,1.37761,0,1.14977,2.1168,6.43885e+06,0,0,0,0,4.57822e+06,871363,0
72.29,72.29,6.54065,0.05,1,2.06965,2.37205,0,0.38776,3.6288,0,0,0,0,0,3.25897e+06,-360220,360220,99.3022,98.274,11.7709,0,1,1.6803,1.3779,0,1.29798,2.1168,7.31022e+06,0,0,0,0,4.57901e+06,871373,0
72.29,72.29,5.76398,0.05,1,2.07015,2.37255,0,0.387853,3.6288,0,0,0,0,0,3.25976e+06,-360206,360206,99.3022,98.274,9.39275,0,1,1.68059,1.37819,0,1.2982,2.1168,8.18161e+06,0,0,0,0,4.5798e+06,871383,0
72.29,72.29,5.75747,0.05,1,2.07065,2.37305,0,0.387947,3.6288,0,0,0,0,0,3.26054e+06,-360191,360191,99.3022,98.274,8.75496,0,1,1.68088,1.37848,0,1.29842,2.1168,9.053e+06,0,0,0,0,4.58059e+06,871393,0
72.29,72.29,6.04103,0.05,1,2.15788,2.46028,0,0.38804,3.6288,0,0,0,0,0,3.39789e+06,-357614,357614,99.3022,98.274,13.5255,0,1,1.73662,1.43422,0,1.29865,2.1168,9.92631e+06,0,0,0,0,4.7325e+06,873307,0
72.29,72.29,4.16966,0.05,1,2.18074,2.46079,0,0.404386,3.6288,0,0,0,0,0,3.43388e+06,-325806,325806,99.3022,98.274,9.17416,0,1,1.71458,1.43452,0,1.34171,2.1168,1.07387e+07,0,0,0,0,4.67244e+06,812432,0
72.29,72.29,4.17588,0.05,1,2.18155,2.46131,0,0.40867,3.6288,0,0,0,0,0,3.43517e+06,-325361,325361,99.3022,98.274,9.31398,0,1,1.71458,1.43483,0,1.32469,2.1168,1.15504e+07,0,0,0,0,4.67244e+06,811621,0
72.29,72.29,3.93625,0.05,1,2.18237,2.46183,0,0.408823,3.6288,0,0,0,0,0,3.43646e+06,-324917,324917,99.3022,98.274,10.0608,0,1,1.71458,1.43513,0,1.32469,2.1168,1.23612e+07,0,0,0,0,4.67244e+06,810809,0
