0st_vol,0capacity,0net_inf,0st_rof,0lt_rof,0rest_demand,0unrest_demand,0unfulf_demand,0wastewater,0treat_capacity,0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,0gross_rev,0cont_contrib,0drought_cost,1st_vol,1capacity,1net_inf,1st_rof,1lt_rof,1rest_demand,1unrest_demand,1unfulf_demand,1wastewater,1treat_capacity,1cont_fund,1ins_pout,1ins_price,1infra_npv,1debt_serv,1gross_rev,1cont_contrib,1drought_cost
72.29,72.29,8.80034,0.05,1,2.16737,2.46977,0,0,3.6288,0,0,0,0,0,3.50533e+06,-367016,367016,99.3022,98.274,13.8902,0,1,1.73502,1.43262,0,0,2.1168,896915,0,0,0,0,4.85625e+06,896915,0
72.29,72.29,8.25466,0.05,1,2.18882,2.47048,0,0.406166,3.6288,0,0,0,0,0,3.54001e+06,-336687,336687,99.3022,98.274,12.643,0,1,1.71469,1.43303,0,1.34047,2.1168,1.7358e+06,0,0,0,0,4.79936e+06,838889,0
72.29,72.29,10.6055,0.05,1,2.18994,2.47119,0,0.410184,3.6288,0,0,0,0,0,3.54182e+06,-336065,336065,99.3022,98.274,14.6633,0,1,1.71469,1.43344,0,1.32477,2.1168,2.57356e+06,0,0,0,0,4.79936e+06,837754,0
72.29,72.29,7.52639,0.05,1,2.19106,2.4719,0,0.410394,3.6288,0,0,0,0,0,3.54363e+06,-335444,335444,99.3022,98.274,14.3243,0,1,1.71469,1.43385,0,1.32477,2.1168,3.41018e+06,0,0,0,0,4.79936e+06,836618,0
72.29,72.29,7.97186,0.05,1,2.43335,2.71378,0,0.410604,3.6288,0,0,0,0,0,3.93549e+06,-327502,327502,99.3022,98.274,12.0143,0,1,1.88333,1.6029,0,1.32477,2.1168,4.2516e+06,0,0,0,0,5.27137e+06,841428,0
72.29,72.29,7.11023,0.05,1,2.60317,2.71456,0,0.456009,3.6288,0,0,0,0,0,4.21016e+06,-80405,80405,99.3022,98.274,9.91067,0,1,1.71474,1.60336,0,1.45506,2.1168,4.61989e+06,0,0,0,0,4.7995e+06,368281,0
72.29,72.29,6.51274,0.05,1,2.60441,2.71533,0,0.487835,3.6288,0,0,0,0,0,4.21216e+06,-79709.8,79709.8,99.3022,98.274,10.6195,0,1,1.71474,1.60382,0,1.32481,2.1168,4.9869e+06,0,0,0,0,4.7995e+06,367011,0
72.29,72.29,5.39984,0.05,1,2.60565,2.71611,0,0.488067,3.6288,0,0,0,0,0,4.21416e+06,-79014.5,79014.5,99.3022,98.274,8.70794,0,1,1.71474,1.60428,0,1.32481,2.1168,5.35264e+06,0,0,0,0,4.7995e+06,365741,0
72.29,72.29,5.61425,0.05,1,2.26251,2.37251,0,0.488299,3.6288,0,0,0,0,0,3.65919e+06,-88770.5,88770.5,99.3022,98.274,11.4307,0,1,1.48817,1.37816,0,1.32481,2.1168,5.70912e+06,0,0,0,0,4.16532e+06,356482,0
72.29,72.29,5.63443,0.05,1,2.07079,2.37319,0,0.423993,3.6288,0,0,0,0,0,3.34912e+06,-369948,369948,99.3022,98.274,11.9864,0,1,1.68096,1.37856,0,1.14976,2.1168,6.60413e+06,0,0,0,0,4.70494e+06,895010,0
72.29,72.29,6.87683,0.05,1,2.07147,2.37387,0,0.388066,3.6288,0,0,0,0,0,3.35022e+06,-369927,369927,99.3022,98.274,14.8003,0,1,1.68135,1.37895,0,1.29871,2.1168,7.49915e+06,0,0,0,0,4.70605e+06,895023,0
72.29,72.29,8.1216,0.05,1,2.07215,2.37455,0,0.388193,3.6288,0,0,0,0,0,3.35132e+06,-369906,369906,99.3022,98.274,18.9859,0,1,1.68175,1.37935,0,1.29901,2.1168,8.39419e+06,0,0,0,0,4.70715e+06,895037,0
72.29,72.29,6.42663,0.05,1,2.07283,2.37523,0,0.388321,3.6288,0,0,0,0,0,3.35242e+06,-369886,369886,99.3022,98.274,12.907,0,1,1.68214,1.37974,0,1.29932,2.1168,9.28924e+06,0,0,0,0,4.70826e+06,895051,0
72.29,72.29,7.3643,0.05,1,2.16032,2.46272,0,0.388448,3.6288,0,0,0,0,0,3.49392e+06,-367230,367230,99.3022,98.274,12.5509,0,1,1.73805,1.43565,0,1.29962,2.1168,1.01863e+07,0,0,0,0,4.86473e+06,897022,0
72.29,72.29,6.61362,0.05,1,2.18479,2.46343,0,0.404844,3.6288,0,0,0,0,0,3.5335e+06,-332472,332472,99.3022,98.274,12.6323,0,1,1.71469,1.43606,0,1.34282,2.1168,1.10168e+07,0,0,0,0,4.79936e+06,830514,0
72.29,72.29,5.18628,0.05,1,2.18591,2.46413,0,0.40943,3.6288,0,0,0,0,0,3.53531e+06,-331850,331850,99.3022,98.274,8.18026,0,1,1.71469,1.43647,0,1.32477,2.1168,1.18462e+07,0,0,0,0,4.79936e+06,829377,0
