0st_vol,0capacity,0net_inf,0st_rof,0lt_rof,0rest_demand,0unrest_demand,0unfulf_demand,0wastewater,0treat_capacity,0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,0gross_rev,0cont_contrib,0drought_cost,1st_vol,1capacity,1net_inf,1st_rof,1lt_rof,1rest_demand,1unrest_demand,1unfulf_demand,1wastewater,1treat_capacity,1cont_fund,1ins_pout,1ins_price,1infra_npv,1debt_serv,1gross_rev,1cont_contrib,1drought_cost
72.29,72.29,4.56953,0.05,1,2.16737,2.46977,0,0,3.6288,0,0,0,0,0,3.26939e+06,-342313,342313,99.3022,98.274,5.1804,0,1,1.73502,1.43262,0,0,2.1168,836546,0,0,0,0,4.52939e+06,836546,0
72.29,72.29,5.85066,0.05,1,2.1893,2.47096,0,0.406166,3.6288,0,0,0,0,0,3.30246e+06,-314012,314012,99.3022,98.274,5.32974,0,1,1.71497,1.43331,0,1.34047,2.1168,1.61898e+06,0,0,0,0,4.47705e+06,782435,0
72.29,72.29,3.79985,0.05,1,2.19117,2.47215,0,0.410274,3.6288,0,0,0,0,0,3.30529e+06,-313040,313040,99.3022,98.274,3.65961,0,1,1.71497,1.43399,0,1.32498,2.1168,2.39964e+06,0,0,0,0,4.47705e+06,780660,0
72.29,72.29,3.75643,0.05,1,2.19305,2.47333,0,0.410626,3.6288,0,0,0,0,0,3.30812e+06,-312068,312068,99.3022,98.274,3.42787,0,1,1.71497,1.43468,0,1.32498,2.1168,3.17853e+06,0,0,0,0,4.47705e+06,778885,0
72.29,72.29,3.24072,0.05,1,2.43628,2.71588,0,0.410977,3.6288,0,0,0,0,0,3.67503e+06,-304263,304263,99.3022,98.274,3.79174,0,1,1.88374,1.60414,0,1.32498,2.1168,3.96118e+06,0,0,0,0,4.91764e+06,782659,0
71.8622,72.29,2.85889,0.05,1,2.60705,2.71719,0,0.45656,3.6288,0,0,0,0,0,3.93262e+06,-73225.5,73225.5,99.3022,98.274,2.99052,0,1,1.71505,1.60491,0,1.45538,2.1168,4.30149e+06,0,0,0,0,4.47726e+06,340301,0
72.29,72.29,4.00448,0.06,1,2.60912,2.71849,0,0.48856,3.6288,0,0,0,0,0,3.93575e+06,-72138.8,72138.8,99.3022,98.274,3.3773,0,1,1.71505,1.60568,0,1.32505,2.1168,4.6398e+06,0,0,0,0,4.47727e+06,338316,0
72.29,72.29,4.61032,0.05,1,2.6112,2.71979,0,0.488949,3.6288,0,0,0,0,0,3.93888e+06,-71051.6,71051.6,99.3022,98.274,4.61518,0,1,1.71505,1.60645,0,1.32505,2.1168,4.97613e+06,0,0,0,0,4.47727e+06,336330,0
72.29,72.29,4.76641,0.05,1,2.26835,2.37618,0,0.489338,3.6288,0,0,0,0,0,3.42172e+06,-79727.6,79727.6,99.3022,98.274,4.01584,0,1,1.48813,1.3803,0,1.32505,2.1168,5.30301e+06,0,0,0,0,3.88486e+06,326882,0
72.29,72.29,3.69115,0.05,1,2.07492,2.37732,0,0.42509,3.6288,0,0,0,0,0,3.12993e+06,-344930,344930,99.3022,98.274,3.7012,0,1,1.68336,1.38096,0,1.14973,2.1168,6.13786e+06,0,0,0,0,4.39453e+06,834848,0
72.29,72.29,4.27891,0.05,1,2.07606,2.37846,0,0.38884,3.6288,0,0,0,0,0,3.13165e+06,-344898,344898,99.3022,98.274,3.98008,0,1,1.68402,1.38162,0,1.30056,2.1168,6.97273e+06,0,0,0,0,4.39626e+06,834870,0
72.29,72.29,3.95743,0.05,1,2.0772,2.3796,0,0.389054,3.6288,0,0,0,0,0,3.13337e+06,-344866,344866,99.3022,98.274,3.64517,0,1,1.68468,1.38228,0,1.30108,2.1168,7.80762e+06,0,0,0,0,4.39799e+06,834891,0
72.29,72.29,4.27001,0.05,1,2.07834,2.38074,0,0.389268,3.6288,0,0,0,0,0,3.13509e+06,-344833,344833,99.3022,98.274,4.48628,0,1,1.68535,1.38295,0,1.30159,2.1168,8.64254e+06,0,0,0,0,4.39972e+06,834913,0
72.29,72.29,3.55148,0.05,1,2.16651,2.46891,0,0.389482,3.6288,0,0,0,0,0,3.2681e+06,-342338,342338,99.2347,98.274,3.42432,0,1,1.74166,1.43926,0,1.3021,2.1168,9.4793e+06,0,0,0,0,4.54672e+06,836765,0
72.0003,72.29,2.62758,0.05,1,2.19507,2.4701,0,0.406005,3.6288,0,0,0,0,0,3.31118e+06,-304984,304984,99.1526,98.274,2.55975,0,1,1.71497,1.43995,0,1.3456,2.1168,1.02446e+07,0,0,0,0,4.47705e+06,765317,0
71.3997,72.29,2.29583,0.08,1,2.19695,2.47128,0,0.411357,3.6288,0,0,0,0,0,3.314e+06,-304011,304011,98.9897,98.274,2.40571,0,1,1.71497,1.44064,0,1.32499,2.1168,1.10082e+07,0,0,0,0,4.47705e+06,763539,0
71.0166,72.29,2.45905,0.07,1,2.19882,2.47246,0,0.411708,3.6288,0,0,0,0,0,3.31683e+06,-303037,303037,99.0715,98.274,2.37139,0,1,1.71497,1.44133,0,1.32499,2.1168,1.17699e+07,0,0,0,0,4.47706e+06,761761,0
70.7852,72.29,2.61812,0.07,1,2.1666,2.43955,0,0.412059,3.6288,0,0,0,0,0,3.26823e+06,-303028,303028,99.253,98.274,3.02256,0,1,1.69332,1.42036,0,1.32499,2.1168,1.25292e+07,0,0,0,0,4.42053e+06,759271,0
70.4454,72.29,2.44871,0.07,1,2.1468,2.44072,0,0.406021,3.6288,0,0,0,0,0,3.23837e+06,-331573,331573,99.2877,98.274,2.88371,0,1,1.71496,1.42104,0,1.30826,2.1168,1.33432e+07,0,0,0,0,4.47703e+06,814022,0
70.0571,72.29,2.35977,0.07,1,2.14865,2.44189,0,0.402311,3.6288,0,0,0,0,0,3.24115e+06,-330613,330613,99.3022,98.274,3.01668,0,1,1.71496,1.42172,0,1.32498,2.1168,1.41555e+07,0,0,0,0,4.47703e+06,812269,0
69.4939,72.29,2.18593,0.07,1,2.1505,2.44306,0,0.402658,3.6288,0,0,0,0,0,3.24394e+06,-329652,329652,99.2976,98.274,2.84499,0,1,1.71496,1.4224,0,1.32498,2.1168,1.4966e+07,0,0,0,0,4.47703e+06,810516,0
68.8078,72.29,2.17232,0.06,1,2.2683,2.56017,0,0.403004,3.6288,0,0,0,0,0,3.42163e+06,-325410,325410,99.3022,98.274,2.76041,0,1,1.7919,1.50002,0,1.32498,2.1168,1.57773e+07,0,0,0,0,4.67789e+06,811292,0
67.7698,72.29,1.88803,0.06,1,2.34714,2.5614,0,0.425079,3.6288,0,0,0,0,0,3.54057e+06,-219566,219566,99.2218,98.274,2.41582,0,1,1.715,1.50074,0,1.38442,2.1168,1.6386e+07,0,0,0,0,4.47713e+06,608683,0
66.5125,72.29,1.65508,0.05,1,2.34908,2.56262,0,0.439854,3.6288,0,0,0,0,0,3.5435e+06,-218553,218553,99.0926,98.274,2.26383,0,1,1.715,1.50146,0,1.32501,2.1168,1.69928e+07,0,0,0,0,4.47713e+06,606834,0
65.2005,72.29,1.56587,0.08,1,2.35103,2.56385,0,0.440218,3.6288,0,0,0,0,0,3.54643e+06,-217540,217540,98.8356,98.274,2.16294,0,1,1.715,1.50218,0,1.32501,2.1168,1.75978e+07,0,0,0,0,4.47713e+06,604984,0
