0st_vol,0capacity,0net_inf,0st_rof,0lt_rof,0rest_demand,0unrest_demand,0unfulf_demand,0wastewater,0treat_capacity,0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,1st_vol,1capacity,1net_inf,1st_rof,1lt_rof,1rest_demand,1unrest_demand,1unfulf_demand,1wastewater,1treat_capacity,1cont_fund,1ins_pout,1ins_price,1infra_npv,1debt_serv
63.7294,85.139,3.06841,0.04,0,2.7837,3.0861,0,0.536815,5.32224,1.25487e+08,0,0,0,0,99.2996,98.274,6.5597,0,0,2.14075,1.83835,0,1.72197,2.96352,2.71692e+08,0,0,0,0
63.6385,85.139,2.97547,0.04,0,2.78467,3.08707,0,0.521665,5.32224,1.25392e+08,0,0,0,0,99.3022,98.274,6.36945,0,0,2.14132,1.83892,0,1.65394,2.96352,2.72677e+08,0,0,0,0
63.8519,85.139,3.31183,0.04,0,2.78563,3.08803,0,0.521846,5.32224,1.25296e+08,0,0,0,0,99.3022,98.274,7.17957,0,0,2.1419,1.8395,0,1.65439,2.96352,2.73661e+08,0,0,0,0
63.699,85.139,2.91566,0.04,0,2.7866,3.089,0,0.522028,5.32224,1.25201e+08,0,0,0,0,99.3022,98.274,5.11181,0,0,2.14248,1.84008,0,1.65483,2.96352,2.74645e+08,0,0,0,0
63.9098,85.139,3.20987,0.04,0,2.55486,2.85726,0,0.52221,5.32224,1.2508e+08,0,0,0,0,99.3022,98.274,5.06195,0,0,1.95817,1.65577,0,1.65528,2.96352,2.75613e+08,0,0,0,0
65.221,85.139,4.37449,0.04,0,2.55576,2.85816,0,0.478781,5.32224,1.2496e+08,0,0,0,0,99.3022,98.274,3.97849,0,0,1.95869,1.65629,0,1.51288,2.96352,2.76581e+08,0,0,0,0
67.9979,85.139,5.82838,0.02,0,2.55666,2.85906,0,0.478949,5.32224,1.24839e+08,0,0,0,0,99.3022,98.274,4.77639,0,0,1.95921,1.65681,0,1.51328,2.96352,2.77549e+08,0,0,0,0
73.1493,85.139,8.42763,0.02,0,2.55755,2.85995,0,0.479117,5.32224,1.24719e+08,0,0,0,0,99.3022,98.274,7.90787,0,0,1.95973,1.65733,0,1.51368,2.96352,2.78517e+08,0,0,0,0
75.0117,85.139,5.05018,0.01,0,2.55845,2.86085,0,0.479285,5.32224,1.24599e+08,0,0,0,0,99.3022,98.274,7.33764,0,0,1.96025,1.65785,0,1.51408,2.96352,2.79485e+08,0,0,0,0
75.1556,85.139,3.50934,0,0,2.95137,2.95137,0,0.479453,5.32224,1.24918e+08,0,0,0,4.10959e+07,99.3022,98.274,5.81968,0,0,1.71197,1.71197,0,1.51449,2.96352,2.79636e+08,0,0,0,1.11651e+07
74.9073,85.139,3.12425,0,0,2.95226,2.95226,0,0.553087,5.32224,1.25236e+08,0,0,0,0,99.3022,98.274,5.85188,0,0,1.71249,1.71249,0,1.32267,2.96352,2.79788e+08,0,0,0,0
74.1409,85.139,2.53325,0,0,2.95314,2.95314,0,0.553253,5.32224,1.25555e+08,0,0,0,0,99.3022,98.274,5.33819,0,0,1.713,1.713,0,1.32307,2.96352,2.79939e+08,0,0,0,0
73.4598,85.139,2.57216,0,0,2.95403,2.95403,0,0.553419,5.32224,1.25874e+08,0,0,0,0,99.3022,98.274,4.85841,0,0,1.71352,1.71352,0,1.32346,2.96352,2.80091e+08,0,0,0,0
72.9593,85.139,3.11316,0,0,3.24313,3.24313,0,0.553585,5.32224,1.26224e+08,0,0,0,0,99.3022,98.274,5.38019,0,0,1.91556,1.91556,0,1.32386,2.96352,2.80261e+08,0,0,0,0
72.7157,85.139,3.35068,0,0,3.24411,3.24411,0,0.607763,5.32224,1.26574e+08,0,0,0,0,99.3022,98.274,4.70291,0,0,1.91614,1.91614,0,1.47996,2.96352,2.8043e+08,0,0,0,0
72.2672,85.139,2.86256,0.02,0,2.94268,3.24508,0,0.607946,5.32224,1.26495e+08,0,0,0,0,99.3022,98.274,5.18604,0,0,2.21911,1.91671,0,1.48041,2.96352,2.81421e+08,0,0,0,0
72.0995,85.139,3.37516,0,0,3.24606,3.24606,0,0.551458,5.32224,1.26845e+08,0,0,0,0,99.3022,98.274,5.28815,0,0,1.91729,1.91729,0,1.71449,2.96352,2.81591e+08,0,0,0,0
73.2083,85.139,4.10157,0.01,0,2.53305,2.83545,0,0.608311,5.32224,1.26722e+08,0,0,0,0,99.3022,98.274,7.56924,0,0,1.94948,1.64708,0,1.4813,2.96352,2.82558e+08,0,0,0,0
73.878,85.139,3.73164,0.01,0,2.5339,2.8363,0,0.474693,5.32224,1.266e+08,0,0,0,0,99.3022,98.274,6.68519,0,0,1.94997,1.64757,0,1.50617,2.96352,2.83525e+08,0,0,0,0
76.9316,85.139,6.39554,0,0,2.83715,2.83715,0,0.474853,5.32224,1.26906e+08,0,0,0,0,99.3022,98.274,9.86999,0,0,1.64807,1.64807,0,1.50655,2.96352,2.83671e+08,0,0,0,0
79.0084,85.139,5.5515,0,0,2.838,2.838,0,0.531682,5.32224,1.27212e+08,0,0,0,0,99.3022,98.274,11.8996,0,0,1.64856,1.64856,0,1.2733,2.96352,2.83817e+08,0,0,0,0
82.6434,85.139,7.15695,0,0,2.83885,2.83885,0,0.531841,5.32224,1.27518e+08,0,0,0,0,99.3022,98.274,11.1268,0,0,1.64906,1.64906,0,1.27368,2.96352,2.83963e+08,0,0,0,0
84.2777,85.139,5.13619,0,0,2.94346,2.94346,0,0.532001,5.32224,1.27836e+08,0,0,0,0,99.3022,98.274,8.49018,0,0,1.7159,1.7159,0,1.27406,2.96352,2.84115e+08,0,0,0,0
85.139,85.139,4.49129,0,0,2.94434,2.94434,0,0.551605,5.32224,1.28154e+08,0,0,0,0,99.3022,98.274,8.0241,0,0,1.71641,1.71641,0,1.3257,2.96352,2.84267e+08,0,0,0,0
85.139,85.139,3.87498,0,0,2.94523,2.94523,0,0.55177,5.32224,1.28472e+08,0,0,0,0,99.3022,98.274,8.6693,0,0,1.71692,1.71692,0,1.3261,2.96352,2.84419e+08,0,0,0,0
85.139,85.139,5.27672,0,0,2.94611,2.94611,0,0.551935,5.32224,1.2879e+08,0,0,0,0,99.3022,98.274,10.9337,0,0,1.71744,1.71744,0,1.3265,2.96352,2.84571e+08,0,0,0,0
85.139,85.139,3.31495,0,0,2.90638,2.90638,0,0.552101,5.32224,1.29103e+08,0,0,0,0,99.3022,98.274,5.54497,0,0,1.69216,1.69216,0,1.32689,2.96352,2.84721e+08,0,0,0,0
84.8269,85.139,2.96023,0,0,2.90725,2.90725,0,0.544655,5.32224,1.29417e+08,0,0,0,0,99.3022,98.274,4.53172,0,0,1.69266,1.69266,0,1.30736,2.96352,2.84871e+08,0,0,0,0
84.3815,85.139,2.74027,0,0,2.90812,2.90812,0,0.544818,5.32224,1.29731e+08,0,0,0,0,99.3022,98.274,4.18464,0,0,1.69317,1.69317,0,1.30775,2.96352,2.8502e+08,0,0,0,0
83.8793,85.139,2.67645,0,0,2.90899,2.90899,0,0.544981,5.32224,1.30045e+08,0,0,0,0,99.3022,98.274,4.77929,0,0,1.69368,1.69368,0,1.30814,2.96352,2.8517e+08,0,0,0,0
83.1683,85.139,2.57353,0,0,3.0479,3.0479,0,0.545145,5.32224,1.30374e+08,0,0,0,0,99.3022,98.274,4.14167,0,0,1.78578,1.78578,0,1.30854,2.96352,2.85328e+08,0,0,0,0
81.7934,85.139,1.82277,0,0,3.04881,3.04881,0,0.571176,5.32224,1.30703e+08,0,0,0,0,99.3022,98.274,2.94232,0,0,1.78632,1.78632,0,1.3797,2.96352,2.85487e+08,0,0,0,0
80.3392,85.139,1.71115,0,0,3.04972,3.04972,0,0.571347,5.32224,1.31032e+08,0,0,0,0,99.3022,98.274,2.98656,0,0,1.78685,1.78685,0,1.38011,2.96352,2.85645e+08,0,0,0,0
78.8315,85.139,1.64247,0,0,3.05064,3.05064,0,0.571518,5.32224,1.31361e+08,0,0,0,0,99.3022,98.274,2.91317,0,0,1.78739,1.78739,0,1.38052,2.96352,2.85803e+08,0,0,0,0
77.2365,85.139,1.539,0,0,3.05155,3.05155,0,0.57169,5.32224,1.3169e+08,0,0,0,0,99.3022,98.274,2.71204,0,0,1.78792,1.78792,0,1.38094,2.96352,2.85961e+08,0,0,0,0
75.5396,85.139,1.39651,0,0,3.02513,3.02513,0,0.571861,5.32224,1.32017e+08,0,0,0,0,99.3022,98.274,2.71742,0,0,1.83888,1.83888,0,1.38135,2.96352,2.86124e+08,0,0,0,0
73.7456,85.139,1.28594,0,0,3.02603,3.02603,0,0.566909,5.32224,1.32343e+08,0,0,0,0,99.3022,98.274,2.69479,0,0,1.83943,1.83943,0,1.42072,2.96352,2.86287e+08,0,0,0,0
72.1055,85.139,1.17386,0.02,0,2.72454,3.02694,0,0.567078,5.32224,1.32241e+08,0,0,0,0,99.1138,98.274,2.47579,0,0,2.14238,1.83998,0,1.42114,2.96352,2.87271e+08,0,0,0,0
70.395,85.139,1.07147,0.02,0,2.72544,3.02784,0,0.510578,5.32224,1.32139e+08,0,0,0,0,98.8127,98.274,2.37285,0,0,2.14293,1.84053,0,1.6552,2.96352,2.88255e+08,0,0,0,0
68.5778,85.139,0.978387,0.02,0,2.79704,3.09944,0,0.510748,5.32224,1.32044e+08,0,0,0,0,98.4265,98.274,2.11331,0,0,2.18847,1.88607,0,1.65563,2.96352,2.89244e+08,0,0,0,0
66.8075,85.139,1.03262,0.04,0,2.79796,3.10036,0,0.524165,5.32224,1.3195e+08,0,0,0,0,98.1959,98.274,2.2999,0,0,2.18903,1.88663,0,1.69081,2.96352,2.90232e+08,0,0,0,0
64.9774,85.139,0.940926,0.04,0,2.79889,3.10129,0,0.524338,5.32224,1.31856e+08,0,0,0,0,97.7494,98.274,2.25197,0,0,2.1896,1.8872,0,1.69125,2.96352,2.9122e+08,0,0,0,0
63.0902,85.139,0.864336,0.04,0,2.79982,3.10222,0,0.524512,5.32224,1.31762e+08,0,0,0,0,97.3554,98.274,1.97747,0,0,2.19016,1.88776,0,1.69168,2.96352,2.92209e+08,0,0,0,0
61.1078,85.139,0.907472,0.04,0,3.00799,3.31039,0,0.524686,5.32224,1.3169e+08,0,0,0,0,96.8323,98.274,2.36866,0,0,2.3533,2.0509,0,1.69212,2.96352,2.93211e+08,0,0,0,0
58.965,85.139,0.715601,0.04,0,3.00898,3.31138,0,0.563698,5.32224,1.31619e+08,0,0,0,0,96.3572,98.274,1.77205,0,0,2.35392,2.05152,0,1.81816,2.96352,2.94214e+08,0,0,0,0
56.9275,85.139,0.807987,0.04,0,3.00998,3.31238,0,0.563884,5.32224,1.31547e+08,0,0,0,0,95.7091,98.274,2.17375,0,0,2.35453,2.05213,0,1.81864,2.96352,2.95217e+08,0,0,0,0
54.7588,85.139,0.654968,0.04,0,3.01097,3.31337,0,0.564069,5.32224,1.31476e+08,0,0,0,0,95.1782,98.274,1.58165,0,0,2.35515,2.05275,0,1.81911,2.96352,2.9622e+08,0,0,0,0
52.757,85.139,0.786202,0.04,0,3.01196,3.31436,0,0.564255,5.32224,1.31405e+08,0,0,0,0,94.88,98.274,2.71793,0,0,2.35576,2.05336,0,1.81959,2.96352,2.97223e+08,0,0,0,0
50.7658,85.139,0.655966,0.06,0,2.91179,3.21419,0,0.564441,5.32224,1.31323e+08,0,0,0,0,94.242,98.274,1.97611,0,0,2.25755,1.95515,0,1.82006,2.96352,2.98218e+08,0,0,0,0
48.8324,85.139,0.707843,0.06,0,2.91275,3.21515,0,0.54567,5.32224,1.31241e+08,0,0,0,0,93.8371,98.274,1.81964,0,0,2.25813,1.95573,0,1.74418,2.96352,2.99212e+08,0,0,0,0
47.1489,85.139,0.947475,0.08,0,2.91372,3.21612,0,0.54585,5.32224,1.31159e+08,0,0,0,0,93.5673,98.274,2.33574,0,0,2.25872,1.95632,0,1.74463,2.96352,3.00207e+08,0,0,0,0
45.7261,85.139,1.23333,0.09,0,2.91468,3.21708,0,0.54603,5.32224,1.31078e+08,0,0,0,0,93.6432,98.274,3.47228,0,0,2.2593,1.9569,0,1.74508,2.96352,3.01201e+08,0,0,0,0
44.3831,85.139,1.26346,0.09,0,2.83251,3.13491,0,0.54621,5.32224,1.30987e+08,0,0,0,0,93.4072,98.274,2.22414,0,0,2.16982,1.86742,0,1.74554,2.96352,3.02188e+08,0,0,0,0
43.9008,85.139,2.14788,0.11,0,2.83345,3.13585,0,0.530812,5.32224,1.30897e+08,0,0,0,0,93.4839,98.274,2.7094,0,0,2.17038,1.86798,0,1.67641,2.96352,3.03174e+08,0,0,0,0
43.0489,85.139,1.75683,0.12,0,2.83438,3.13678,0,0.530988,5.32224,1.30806e+08,0,0,0,0,93.7701,98.274,3.68844,0,0,2.17094,1.86854,0,1.67684,2.96352,3.04161e+08,0,0,0,0
42.0411,85.139,1.60232,0.13,0,2.83532,3.13772,0,0.531163,5.32224,1.30716e+08,0,0,0,0,93.7466,98.274,2.74506,0,0,2.1715,1.8691,0,1.67727,2.96352,3.05148e+08,0,0,0,0
44.6961,85.139,5.40536,0.14,0,2.59988,2.90228,0,0.531339,5.32224,1.306e+08,0,0,0,0,94.2041,98.274,4.62696,0,0,1.98426,1.68186,0,1.6777,2.96352,3.06118e+08,0,0,0,0
43.7436,85.139,1.5833,0.14,0,2.60075,2.90315,0,0.487218,5.32224,1.30485e+08,0,0,0,0,94.2706,98.274,3.21552,0,0,1.98476,1.68236,0,1.53304,2.96352,3.07088e+08,0,0,0,0
43.4666,85.139,2.43805,0.15,0,2.60161,2.90401,0,0.48738,5.32224,1.30369e+08,0,0,0,0,95.103,98.274,5.34962,0,0,1.98526,1.68286,0,1.53342,2.96352,3.08058e+08,0,0,0,0
46.903,85.139,6.14419,0.15,0,2.60248,2.90488,0,0.487543,5.32224,1.30254e+08,0,0,0,0,96.3645,98.274,6.58046,0,0,1.98576,1.68336,0,1.53381,2.96352,3.09029e+08,0,0,0,0
47.8759,85.139,4.01819,0.11,0,2.60335,2.90575,0,0.487705,5.32224,1.30139e+08,0,0,0,0,97.1005,98.274,5.20688,0,0,1.98627,1.68387,0,1.5342,2.96352,3.09999e+08,0,0,0,0
47.3135,85.139,2.24753,0.12,0,2.69525,2.99765,0,0.487868,5.32224,1.30033e+08,0,0,0,4.10959e+07,97.677,98.274,4.72612,0,0,2.04122,1.73882,0,1.53459,2.96352,3.10974e+08,0,0,0,1.11651e+07
46.2882,85.139,1.77522,0.13,0,2.69611,2.99851,0,0.50509,5.32224,1.29928e+08,0,0,0,0,98.1968,98.274,4.34887,0,0,2.04171,1.73931,0,1.57704,2.96352,3.1195e+08,0,0,0,0
45.9178,85.139,2.45803,0.14,0,2.69697,2.99937,0,0.505251,5.32224,1.29823e+08,0,0,0,0,99.3022,98.274,5.64259,0,0,2.04221,1.73981,0,1.57743,2.96352,3.12925e+08,0,0,0,0
48.1901,85.139,5.13022,0.14,0,2.69783,3.00023,0,0.505411,5.32224,1.29718e+08,0,0,0,0,99.3022,98.274,7.54641,0,0,2.04271,1.74031,0,1.57781,2.96352,3.139e+08,0,0,0,0
50.588,85.139,5.59671,0.14,0,2.9914,3.2938,0,0.505572,5.32224,1.29644e+08,0,0,0,0,99.3022,98.274,8.43947,0,0,2.24789,1.94549,0,1.5782,2.96352,3.14894e+08,0,0,0,0
50.7462,85.139,3.24761,0.09,0,2.99235,3.29475,0,0.560589,5.32224,1.29571e+08,0,0,0,0,99.3022,98.274,5.70154,0,0,2.24845,1.94605,0,1.73672,2.96352,3.15887e+08,0,0,0,0
51.3298,85.139,3.76316,0.09,0,2.99329,3.29569,0,0.560766,5.32224,1.29498e+08,0,0,0,0,99.3022,98.274,9.34301,0,0,2.24901,1.94661,0,1.73715,2.96352,3.16881e+08,0,0,0,0
51.6469,85.139,3.56154,0.09,0,2.99423,3.29663,0,0.560942,5.32224,1.29425e+08,0,0,0,0,99.3022,98.274,6.70751,0,0,2.24956,1.94716,0,1.73758,2.96352,3.17875e+08,0,0,0,0
55.0553,85.139,6.45599,0.09,0,2.57719,2.87959,0,0.561119,5.32224,1.29307e+08,0,0,0,0,99.3022,98.274,10.5298,0,0,1.97512,1.67272,0,1.73801,2.96352,3.18844e+08,0,0,0,0
58.4232,85.139,6.3485,0.05,0,2.57801,2.88041,0,0.482965,5.32224,1.29189e+08,0,0,0,0,99.3022,98.274,11.7998,0,0,1.9756,1.6732,0,1.52598,2.96352,3.19813e+08,0,0,0,0
60.6329,85.139,5.19401,0.05,0,2.57883,2.88123,0,0.483119,5.32224,1.29071e+08,0,0,0,0,99.3022,98.274,7.72752,0,0,1.97608,1.67368,0,1.52635,2.96352,3.20783e+08,0,0,0,0
61.3688,85.139,3.73888,0.04,0,2.57966,2.88206,0,0.483274,5.32224,1.28953e+08,0,0,0,0,99.3022,98.274,6.47565,0,0,1.97655,1.67415,0,1.52672,2.96352,3.21752e+08,0,0,0,0
62.2114,85.139,3.76521,0.04,0,2.58048,2.88288,0,0.483428,5.32224,1.28835e+08,0,0,0,0,99.3022,98.274,5.3066,0,0,1.97703,1.67463,0,1.52709,2.96352,3.22722e+08,0,0,0,0
66.3886,85.139,7.37447,0.05,0,2.68667,2.98907,0,0.483582,5.32224,1.28729e+08,0,0,0,0,99.3022,98.274,10.9924,0,0,2.04488,1.74248,0,1.52746,2.96352,3.23697e+08,0,0,0,0
70.9596,85.139,8.00751,0.03,0,2.68753,2.98993,0,0.503482,5.32224,1.28623e+08,0,0,0,0,99.3022,98.274,8.18492,0,0,2.04538,1.74298,0,1.57988,2.96352,3.24673e+08,0,0,0,0
72.7282,85.139,4.97362,0.01,0,2.68838,2.99078,0,0.503642,5.32224,1.28516e+08,0,0,0,0,99.3022,98.274,5.49935,0,0,2.04588,1.74348,0,1.58026,2.96352,3.25649e+08,0,0,0,0
73.7278,85.139,4.10369,0.01,0,2.68924,2.99164,0,0.503803,5.32224,1.2841e+08,0,0,0,0,99.3022,98.274,5.07139,0,0,2.04638,1.74398,0,1.58065,2.96352,3.26624e+08,0,0,0,0
74.8298,85.139,4.13295,0.01,0,2.64885,2.95125,0,0.503963,5.32224,1.283e+08,0,0,0,0,99.3022,98.274,4.99946,0,0,2.02068,1.71828,0,1.58103,2.96352,3.27598e+08,0,0,0,0
76.004,85.139,4.42158,0,0,2.95209,2.95209,0,0.496394,5.32224,1.28619e+08,0,0,0,0,99.3022,98.274,5.15222,0,0,1.71877,1.71877,0,1.56118,2.96352,3.2775e+08,0,0,0,0
76.9597,85.139,4.1678,0,0,2.95293,2.95293,0,0.553222,5.32224,1.28937e+08,0,0,0,0,99.3022,98.274,4.69576,0,0,1.71926,1.71926,0,1.32792,2.96352,3.27902e+08,0,0,0,0
77.5962,85.139,3.85475,0,0,2.95378,2.95378,0,0.55338,5.32224,1.29256e+08,0,0,0,0,99.3022,98.274,4.5176,0,0,1.71975,1.71975,0,1.3283,2.96352,3.28054e+08,0,0,0,0
77.8053,85.139,3.54695,0,0,3.09478,3.09478,0,0.553538,5.32224,1.2959e+08,0,0,0,0,99.3022,98.274,5.15851,0,0,1.81325,1.81325,0,1.32868,2.96352,3.28215e+08,0,0,0,0
77.8489,85.139,3.37709,0,0,3.09566,3.09566,0,0.579962,5.32224,1.29924e+08,0,0,0,0,99.3022,98.274,4.07274,0,0,1.81377,1.81377,0,1.40092,2.96352,3.28375e+08,0,0,0,0
77.9066,85.139,3.36274,0,0,3.09655,3.09655,0,0.580128,5.32224,1.30258e+08,0,0,0,0,99.3022,98.274,4.81993,0,0,1.81429,1.81429,0,1.40132,2.96352,3.28536e+08,0,0,0,0
77.802,85.139,3.18035,0,0,3.09743,3.09743,0,0.580293,5.32224,1.30592e+08,0,0,0,0,99.3022,98.274,4.1369,0,0,1.81481,1.81481,0,1.40172,2.96352,3.28697e+08,0,0,0,0
77.5006,85.139,2.95983,0,0,3.09832,3.09832,0,0.580459,5.32224,1.30927e+08,0,0,0,0,99.3022,98.274,3.67634,0,0,1.81532,1.81532,0,1.40212,2.96352,3.28857e+08,0,0,0,0
76.4541,85.139,2.0685,0,0,3.07145,3.07145,0,0.580625,5.32224,1.31258e+08,0,0,0,0,99.2624,98.274,2.81668,0,0,1.86703,1.86703,0,1.40252,2.96352,3.29023e+08,0,0,0,0
75.0413,85.139,1.67476,0,0,3.07232,3.07232,0,0.575589,5.32224,1.3159e+08,0,0,0,0,99.1272,98.274,2.43834,0,0,1.86757,1.86757,0,1.44247,2.96352,3.29188e+08,0,0,0,0
73.5034,85.139,1.53848,0,0,3.0732,3.0732,0,0.575753,5.32224,1.31921e+08,0,0,0,0,98.9399,98.274,2.44493,0,0,1.8681,1.8681,0,1.44288,2.96352,3.29353e+08,0,0,0,0
72.1023,85.139,1.40875,0.02,0,2.77168,3.07408,0,0.575918,5.32224,1.31824e+08,0,0,0,0,98.476,98.274,2.1741,0,0,2.17103,1.86863,0,1.44329,2.96352,3.3034e+08,0,0,0,0
70.5065,85.139,1.23797,0.02,0,2.84432,3.14672,0,0.519412,5.32224,1.31735e+08,0,0,0,0,97.8751,98.274,1.96527,0,0,2.21724,1.91484,0,1.67734,2.96352,3.31331e+08,0,0,0,0
68.9005,85.139,1.22067,0.02,0,2.84522,3.14762,0,0.533025,5.32224,1.31646e+08,0,0,0,0,97.3705,98.274,1.9347,0,0,2.21779,1.91539,0,1.71304,2.96352,3.32322e+08,0,0,0,0
67.2284,85.139,1.12968,0.04,0,2.84611,3.14851,0,0.533193,5.32224,1.31557e+08,0,0,0,0,96.6495,98.274,1.96221,0,0,2.21833,1.91593,0,1.71346,2.96352,3.33312e+08,0,0,0,0
65.4896,85.139,1.04683,0.04,0,2.84701,3.14941,0,0.533362,5.32224,1.31468e+08,0,0,0,0,96.044,98.274,1.74261,0,0,2.21888,1.91648,0,1.71388,2.96352,3.34303e+08,0,0,0,0
63.6223,85.139,1.06536,0.04,0,3.05831,3.36071,0,0.53353,5.32224,1.31402e+08,0,0,0,0,95.2148,98.274,1.99302,0,0,2.38447,2.08207,0,1.71431,2.96352,3.35309e+08,0,0,0,0
61.7332,85.139,1.0406,0.04,0,3.05927,3.36167,0,0.573127,5.32224,1.31336e+08,0,0,0,0,94.4845,98.274,1.59046,0,0,2.38507,2.08267,0,1.84225,2.96352,3.36315e+08,0,0,0,0
59.9566,85.139,1.15681,0.04,0,3.06022,3.36262,0,0.573306,5.32224,1.3127e+08,0,0,0,0,93.5047,98.274,1.82736,0,0,2.38566,2.08326,0,1.8427,2.96352,3.3732e+08,0,0,0,0
57.9736,85.139,0.933681,0.04,0,3.06118,3.36358,0,0.573486,5.32224,1.31204e+08,0,0,0,0,92.8413,98.274,1.33352,0,0,2.38626,2.08386,0,1.84316,2.96352,3.38326e+08,0,0,0,0
56.2164,85.139,1.12669,0.05,0,3.06214,3.36454,0,0.573666,5.32224,1.31138e+08,0,0,0,0,92.3148,98.274,2.28516,0,0,2.38685,2.08445,0,1.84362,2.96352,3.39332e+08,0,0,0,0
54.7008,85.139,1.26938,0.05,0,2.96042,3.26282,0,0.573845,5.32224,1.31061e+08,0,0,0,0,91.731,98.274,1.84671,0,0,2.28712,1.98472,0,1.84408,2.96352,3.40329e+08,0,0,0,0
53.3387,85.139,1.45303,0.05,0,2.96135,3.26375,0,0.554782,5.32224,1.30985e+08,0,0,0,0,91.2304,98.274,1.92248,0,0,2.28769,1.98529,0,1.76703,2.96352,3.41326e+08,0,0,0,0
52.1118,85.139,1.62039,0.07,0,2.96228,3.26468,0,0.554956,5.32224,1.30908e+08,0,0,0,0,90.9541,98.274,2.5592,0,0,2.28826,1.98586,0,1.76747,2.96352,3.42323e+08,0,0,0,0
50.8064,85.139,1.5492,0.07,0,2.96321,3.26561,0,0.555131,5.32224,1.30832e+08,0,0,0,0,90.6881,98.274,2.52552,0,0,2.28882,1.98642,0,1.76791,2.96352,3.4332e+08,0,0,0,0
49.7523,85.139,1.75697,0.08,0,2.87976,3.18216,0,0.555305,5.32224,1.30746e+08,0,0,0,0,90.5016,98.274,2.82413,0,0,2.19797,1.89557,0,1.76834,2.96352,3.44309e+08,0,0,0,0
48.9364,85.139,1.90904,0.08,0,2.88066,3.18306,0,0.539666,5.32224,1.30661e+08,0,0,0,0,89.969,98.274,2.36849,0,0,2.19851,1.89611,0,1.69815,2.96352,3.45298e+08,0,0,0,0
47.8968,85.139,1.69981,0.11,0,2.88157,3.18397,0,0.539836,5.32224,1.30575e+08,0,0,0,0,89.6056,98.274,1.73159,0,0,2.19905,1.89665,0,1.69857,2.96352,3.46288e+08,0,0,0,0
47.387,85.139,2.24423,0.11,0,2.88248,3.18488,0,0.540006,5.32224,1.3049e+08,0,0,0,0,89.6888,98.274,4.10063,0,0,2.19959,1.89719,0,1.69898,2.96352,3.47277e+08,0,0,0,0
50.6713,85.139,6.10902,0.11,0,2.64346,2.94586,0,0.540176,5.32224,1.30379e+08,0,0,0,0,91.1314,98.274,7.87431,0,0,2.00951,1.70711,0,1.6994,2.96352,3.48249e+08,0,0,0,0
53.3124,85.139,5.53506,0.07,0,2.6443,2.9467,0,0.495384,5.32224,1.30268e+08,0,0,0,0,91.7585,98.274,4.88686,0,0,2.00999,1.70759,0,1.55255,2.96352,3.49222e+08,0,0,0,0
55.5476,85.139,5.19821,0.08,0,2.64514,2.94754,0,0.495541,5.32224,1.30158e+08,0,0,0,0,92.5537,98.274,5.37894,0,0,2.01048,1.70808,0,1.55292,2.96352,3.50194e+08,0,0,0,0
57.9003,85.139,5.28007,0.05,0,2.64598,2.94838,0,0.495699,5.32224,1.30047e+08,0,0,0,0,93.2214,98.274,5.06622,0,0,2.01097,1.70857,0,1.5533,2.96352,3.51167e+08,0,0,0,0
63.2468,85.139,8.52283,0.06,0,2.64682,2.94922,0,0.495856,5.32224,1.29936e+08,0,0,0,0,94.1015,98.274,5.55048,0,0,2.01145,1.70905,0,1.55367,2.96352,3.52139e+08,0,0,0,0
65.5141,85.139,5.37778,0.04,0,2.74005,3.04245,0,0.496013,5.32224,1.29836e+08,0,0,0,0,94.9215,98.274,5.73261,0,0,2.0672,1.7648,0,1.55405,2.96352,3.53117e+08,0,0,0,0
67.427,85.139,5.00859,0.02,0.02,2.74088,3.04328,0,0.513485,5.32224,1.29735e+08,0,0,0,4.10959e+07,95.3654,98.274,4.91155,0,0,2.06769,1.76529,0,1.59712,2.96352,3.54094e+08,0,0,0,1.11651e+07
69.2841,85.139,4.96659,0.03,0.02,2.74171,3.04411,0,0.513641,5.32224,1.29635e+08,0,0,0,0,96.1091,98.274,5.77016,0,0,2.06817,1.76577,0,1.59749,2.96352,3.55072e+08,0,0,0,0
69.8216,85.139,3.6152,0.01,0.02,2.74255,3.04495,0,0.513797,5.32224,1.29535e+08,0,0,0,0,96.3169,98.274,3.85746,0,0,2.06865,1.76625,0,1.59787,2.96352,3.5605e+08,0,0,0,0
70.1796,85.139,3.76856,0.01,0.02,3.04046,3.34286,0,0.513953,5.32224,1.29467e+08,0,0,0,0,96.4216,98.274,3.93683,0,0,2.27686,1.97446,0,1.59824,2.96352,3.57046e+08,0,0,0,0
71.3329,85.139,4.51684,0.02,0.02,3.04137,3.34377,0,0.569781,5.32224,1.29399e+08,0,0,0,0,97.0969,98.274,5.1861,0,0,2.2774,1.975,0,1.75911,2.96352,3.58042e+08,0,0,0,0
72.8329,85.139,5.01238,0.02,0.02,3.04228,3.34468,0,0.569952,5.32224,1.29331e+08,0,0,0,0,97.7751,98.274,5.13905,0,0,2.27794,1.97554,0,1.75952,2.96352,3.59038e+08,0,0,0,0
74.4592,85.139,5.22871,0.02,0.02,3.04319,3.34559,0,0.570124,5.32224,1.29263e+08,0,0,0,0,98.3266,98.274,4.85738,0,0,2.27848,1.97608,0,1.75994,2.96352,3.60034e+08,0,0,0,0
