0st_vol,0capacity,0net_inf,0st_rof,0lt_rof,0rest_demand,0unrest_demand,0unfulf_demand,0wastewater,0treat_capacity,0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,0gross_rev,0cont_contrib,0drought_cost,1st_vol,1capacity,1net_inf,1st_rof,1lt_rof,1rest_demand,1unrest_demand,1unfulf_demand,1wastewater,1treat_capacity,1cont_fund,1ins_pout,1ins_price,1infra_npv,1debt_serv,1gross_rev,1cont_contrib,1drought_cost
72.29,72.29,3.73393,0.05,1,2.16737,2.46977,0,0,3.6288,0,0,0,0,0,3.44552e+06,-360754,360754,99.3022,98.274,2.53866,0,1,1.73502,1.43262,0,0,2.1168,881612,0,0,0,0,4.77339e+06,881612,0
72.29,72.29,6.38143,0.05,1,2.18912,2.47079,0,0.406166,3.6288,0,0,0,0,0,3.4801e+06,-330933,330933,98.9513,98.274,3.81749,0,1,1.71487,1.43321,0,1.34047,2.1168,1.70619e+06,0,0,0,0,4.71796e+06,824582,0
72.29,72.29,3.19296,0.05,1,2.19073,2.4718,0,0.410242,3.6288,0,0,0,0,0,3.48265e+06,-330057,330057,98.685,98.274,2.23906,0,1,1.71487,1.43379,0,1.32491,2.1168,2.52918e+06,0,0,0,0,4.71796e+06,822982,0
72.29,72.29,7.9356,0.05,1,2.19233,2.47282,0,0.410543,3.6288,0,0,0,0,0,3.4852e+06,-329181,329181,98.7308,98.274,2.05938,0,1,1.71487,1.43438,0,1.32491,2.1168,3.35056e+06,0,0,0,0,4.71796e+06,821381,0
72.29,72.29,8.28086,0.05,1,2.43523,2.71513,0,0.410843,3.6288,0,0,0,0,0,3.87134e+06,-321106,321106,98.7596,98.274,3.13142,0,1,1.88359,1.6037,0,1.32491,2.1168,4.17619e+06,0,0,0,0,5.18215e+06,825628,0
72.29,72.29,4.98323,0.05,1,2.60566,2.71624,0,0.456362,3.6288,0,0,0,0,0,4.14227e+06,-77838,77838,99.3022,98.274,2.99652,0,1,1.71494,1.60435,0,1.45526,2.1168,4.53602e+06,0,0,0,0,4.71815e+06,359839,0
72.29,72.29,5.70937,0.05,1,2.60743,2.71736,0,0.4883,3.6288,0,0,0,0,0,4.14509e+06,-76858.3,76858.3,99.225,98.274,4.69885,0,1,1.71494,1.60501,0,1.32496,2.1168,4.89407e+06,0,0,0,0,4.71815e+06,358050,0
72.29,72.29,5.31124,0.05,1,2.60921,2.71847,0,0.488633,3.6288,0,0,0,0,0,4.14791e+06,-75878.3,75878.3,99.3022,98.274,3.35913,0,1,1.71494,1.60567,0,1.32496,2.1168,5.25033e+06,0,0,0,0,4.71815e+06,356259,0
72.29,72.29,7.09744,0.05,1,2.26626,2.37487,0,0.488966,3.6288,0,0,0,0,0,3.60272e+06,-85181.5,85181.5,99.3022,98.274,4.87257,0,1,1.48814,1.37953,0,1.32496,2.1168,5.59694e+06,0,0,0,0,4.09418e+06,346609,0
72.29,72.29,5.31786,0.05,1,2.07344,2.37584,0,0.424697,3.6288,0,0,0,0,0,3.29619e+06,-363556,363556,99.3022,98.274,3.71164,0,1,1.6825,1.3801,0,1.14974,2.1168,6.47673e+06,0,0,0,0,4.6289e+06,879792,0
72.29,72.29,5.9174,0.05,1,2.07442,2.37682,0,0.388563,3.6288,0,0,0,0,0,3.29774e+06,-363527,363527,99.3022,98.274,5.66391,0,1,1.68307,1.38067,0,1.2999,2.1168,7.35655e+06,0,0,0,0,4.63046e+06,879812,0
72.29,72.29,6.31215,0.05,1,2.07539,2.37779,0,0.388745,3.6288,0,0,0,0,0,3.29929e+06,-363498,363498,99.3022,98.274,5.24671,0,1,1.68363,1.38123,0,1.30034,2.1168,8.23638e+06,0,0,0,0,4.63202e+06,879831,0
72.29,72.29,5.45221,0.05,1,2.07637,2.37877,0,0.388928,3.6288,0,0,0,0,0,3.30084e+06,-363469,363469,99.3022,98.274,4.75706,0,1,1.6842,1.3818,0,1.30077,2.1168,9.11623e+06,0,0,0,0,4.63358e+06,879851,0
72.29,72.29,5.27465,0.05,1,2.16429,2.46669,0,0.389111,3.6288,0,0,0,0,0,3.44062e+06,-360846,360846,99.3022,98.274,3.90769,0,1,1.74036,1.43796,0,1.30121,2.1168,9.99802e+06,0,0,0,0,4.7881e+06,881797,0
72.29,72.29,4.10636,0.05,1,2.19139,2.46771,0,0.405589,3.6288,0,0,0,0,0,3.4837e+06,-323345,323345,99.3022,98.274,3.86727,0,1,1.71487,1.43855,0,1.3446,2.1168,1.08081e+07,0,0,0,0,4.71796e+06,810058,0
72.29,72.29,3.82095,0.05,1,2.19299,2.46872,0,0.410666,3.6288,0,0,0,0,0,3.48624e+06,-322467,322467,99.3022,98.274,4.03344,0,1,1.71487,1.43914,0,1.32491,2.1168,1.16165e+07,0,0,0,0,4.71796e+06,808455,0
72.29,72.29,3.4969,0.05,1,2.19459,2.46973,0,0.410966,3.6288,0,0,0,0,0,3.48879e+06,-321589,321589,99.3022,98.274,4.90828,0,1,1.71487,1.43973,0,1.32491,2.1168,1.24234e+07,0,0,0,0,4.71796e+06,806852,0
72.29,72.29,3.50395,0.05,1,2.16214,2.43669,0,0.411267,3.6288,0,0,0,0,0,3.4372e+06,-321727,321727,99.3022,98.274,4.00211,0,1,1.69324,1.41869,0,1.32491,2.1168,1.32279e+07,0,0,0,0,4.65846e+06,804499,0
72.29,72.29,3.03922,0.05,1,2.1421,2.43769,0,0.405186,3.6288,0,0,0,0,0,3.40535e+06,-351921,351921,99.3022,98.274,3.59969,0,1,1.71486,1.41928,0,1.3082,2.1168,1.40903e+07,0,0,0,0,4.71794e+06,862401,0
72.2419,72.29,2.69509,0.05,1,2.14368,2.43869,0,0.40143,3.6288,0,0,0,0,0,3.40786e+06,-351056,351056,99.2124,98.274,3.1715,0,1,1.71486,1.41986,0,1.3249,2.1168,1.49511e+07,0,0,0,0,4.71794e+06,860821,0
71.9637,72.29,2.4578,0.07,1,2.14527,2.43969,0,0.401726,3.6288,0,0,0,0,0,3.41037e+06,-350190,350190,99.1722,98.274,2.89512,0,1,1.71486,1.42044,0,1.3249,2.1168,1.58104e+07,0,0,0,0,4.71794e+06,859241,0
71.4526,72.29,2.32203,0.06,1,2.26263,2.55647,0,0.402023,3.6288,0,0,0,0,0,3.59694e+06,-345871,345871,99.1941,98.274,2.79446,0,1,1.79169,1.49785,0,1.3249,2.1168,1.66707e+07,0,0,0,0,4.92931e+06,860322,0
