0st_vol,0capacity,0net_inf,0st_rof,0lt_rof,0rest_demand,0unrest_demand,0unfulf_demand,0wastewater,0treat_capacity,0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,0gross_rev,0cont_contrib,0drought_cost,1st_vol,1capacity,1net_inf,1st_rof,1lt_rof,1rest_demand,1unrest_demand,1unfulf_demand,1wastewater,1treat_capacity,1cont_fund,1ins_pout,1ins_price,1infra_npv,1debt_serv,1gross_rev,1cont_contrib,1drought_cost
72.29,72.29,4.58056,0.05,1,2.16737,2.46977,0,0,3.6288,0,0,0,0,0,3.28694e+06,-344151,344151,99.3022,98.274,3.53504,0,1,1.73502,1.43262,0,0,2.1168,841036,0,0,0,0,4.5537e+06,841036,0
72.29,72.29,3.68189,0.05,1,2.1886,2.47026,0,0.406166,3.6288,0,0,0,0,0,3.31913e+06,-315717,315717,99.1026,98.274,3.11084,0,1,1.71456,1.4329,0,1.34047,2.1168,1.62766e+06,0,0,0,0,4.50002e+06,786621,0
72.29,72.29,3.07197,0.05,1,2.18937,2.47075,0,0.410144,3.6288,0,0,0,0,0,3.32031e+06,-315314,315314,99.0993,98.274,2.19507,0,1,1.71456,1.43319,0,1.32467,2.1168,2.41354e+06,0,0,0,0,4.50002e+06,785883,0
72.29,72.29,3.86875,0.05,1,2.19015,2.47124,0,0.410289,3.6288,0,0,0,0,0,3.32148e+06,-314910,314910,99.214,98.274,3.08517,0,1,1.71456,1.43347,0,1.32467,2.1168,3.19869e+06,0,0,0,0,4.50002e+06,785146,0
72.29,72.29,5.78616,0.05,1,2.43201,2.71282,0,0.410434,3.6288,0,0,0,0,0,3.68828e+06,-307645,307645,99.3022,98.274,5.4282,0,1,1.88314,1.60233,0,1.32467,2.1168,3.98867e+06,0,0,0,0,4.94247e+06,789982,0
72.29,72.29,4.73313,0.05,1,2.60141,2.71336,0,0.455759,3.6288,0,0,0,0,0,3.94519e+06,-76204.1,76204.1,99.3022,98.274,3.77189,0,1,1.7146,1.60265,0,1.45492,2.1168,4.33546e+06,0,0,0,0,4.50011e+06,346796,0
72.29,72.29,5.78908,0.05,1,2.60227,2.7139,0,0.487505,3.6288,0,0,0,0,0,3.94648e+06,-75752.7,75752.7,99.3022,98.274,4.4741,0,1,1.7146,1.60297,0,1.3247,2.1168,4.68144e+06,0,0,0,0,4.50011e+06,345971,0
72.29,72.29,5.65418,0.05,1,2.60313,2.71444,0,0.487666,3.6288,0,0,0,0,0,3.94778e+06,-75301.4,75301.4,99.3022,98.274,4.10316,0,1,1.7146,1.60329,0,1.3247,2.1168,5.02658e+06,0,0,0,0,4.50011e+06,345147,0
72.29,72.29,3.82706,0.05,1,2.25984,2.37084,0,0.487826,3.6288,0,0,0,0,0,3.42718e+06,-84643.2,84643.2,99.3022,98.274,3.68217,0,1,1.48818,1.37719,0,1.3247,2.1168,5.36342e+06,0,0,0,0,3.90586e+06,336837,0
72.29,72.29,4.16115,0.05,1,2.06891,2.37131,0,0.423495,3.6288,0,0,0,0,0,3.13761e+06,-346953,346953,99.3022,98.274,4.159,0,1,1.67987,1.37747,0,1.14977,2.1168,6.20263e+06,0,0,0,0,4.40895e+06,839213,0
