0st_vol,0capacity,0net_inf,0st_rof,0lt_rof,0rest_demand,0unrest_demand,0unfulf_demand,0wastewater,0treat_capacity,0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,0gross_rev,0cont_contrib,0drought_cost,1st_vol,1capacity,1net_inf,1st_rof,1lt_rof,1rest_demand,1unrest_demand,1unfulf_demand,1wastewater,1treat_capacity,1cont_fund,1ins_pout,1ins_price,1infra_npv,1debt_serv,1gross_rev,1cont_contrib,1drought_cost
72.29,72.29,3.87332,0.05,1,2.16737,2.46977,0,0,3.6288,0,0,0,0,0,3.5438e+06,-371045,371045,99.3022,98.274,3.88609,0,1,1.73502,1.43262,0,0,2.1168,906760,0,0,0,0,4.90955e+06,906760,0
72.29,72.29,8.93817,0.05,1,2.18919,2.47085,0,0.406166,3.6288,0,0,0,0,0,3.57947e+06,-340372,340372,99.3022,98.274,9.01354,0,1,1.71491,1.43324,0,1.34047,2.1168,1.75486e+06,0,0,0,0,4.85264e+06,848104,0
72.29,72.29,8.55256,0.05,1,2.19089,2.47193,0,0.410254,3.6288,0,0,0,0,0,3.58225e+06,-339415,339415,99.3022,98.274,9.93797,0,1,1.71491,1.43387,0,1.32494,2.1168,2.60122e+06,0,0,0,0,4.85264e+06,846358,0
72.29,72.29,11.5684,0.05,1,2.19259,2.47301,0,0.410573,3.6288,0,0,0,0,0,3.58504e+06,-338458,338458,99.3022,98.274,11.9013,0,1,1.71491,1.43449,0,1.32494,2.1168,3.44583e+06,0,0,0,0,4.85264e+06,844611,0
72.29,72.29,6.4464,0.05,1,2.43561,2.7154,0,0.410892,3.6288,0,0,0,0,0,3.98239e+06,-330097,330097,99.3022,98.274,9.859,0,1,1.88364,1.60386,0,1.32494,2.1168,4.29471e+06,0,0,0,0,5.33012e+06,848878,0
72.29,72.29,4.72643,0.05,1,2.60616,2.71658,0,0.456434,3.6288,0,0,0,0,0,4.26125e+06,-79809,79809,99.3022,98.274,5.49334,0,1,1.71498,1.60456,0,1.4553,2.1168,4.66436e+06,0,0,0,0,4.85285e+06,369653,0
72.29,72.29,8.18381,0.05,1,2.60805,2.71777,0,0.488395,3.6288,0,0,0,0,0,4.26433e+06,-78739.4,78739.4,99.3022,98.274,7.09633,0,1,1.71498,1.60526,0,1.32499,2.1168,5.03206e+06,0,0,0,0,4.85285e+06,367700,0
72.29,72.29,6.81744,0.05,1,2.60993,2.71895,0,0.488748,3.6288,0,0,0,0,0,4.26741e+06,-77669.6,77669.6,99.3022,98.274,7.32737,0,1,1.71498,1.60596,0,1.32499,2.1168,5.39781e+06,0,0,0,0,4.85285e+06,365745,0
72.29,72.29,6.23583,0.05,1,2.26702,2.37534,0,0.489101,3.6288,0,0,0,0,0,3.70673e+06,-87178.5,87178.5,99.3022,98.274,6.79689,0,1,1.48813,1.37981,0,1.32499,2.1168,5.75352e+06,0,0,0,0,4.21095e+06,355705,0
72.29,72.29,6.90527,0.05,1,2.07398,2.37638,0,0.424839,3.6288,0,0,0,0,0,3.3911e+06,-373910,373910,99.3022,98.274,5.9122,0,1,1.68281,1.38041,0,1.14973,2.1168,6.65841e+06,0,0,0,0,4.76183e+06,904899,0
72.29,72.29,4.84223,0.05,1,2.07501,2.37741,0,0.388664,3.6288,0,0,0,0,0,3.39279e+06,-373878,373878,99.3022,98.274,4.73276,0,1,1.68341,1.38101,0,1.30014,2.1168,7.56334e+06,0,0,0,0,4.76353e+06,904921,0
72.29,72.29,4.34389,0.05,1,2.07605,2.37845,0,0.388858,3.6288,0,0,0,0,0,3.39448e+06,-373847,373847,99.3022,98.274,3.58109,0,1,1.68401,1.38161,0,1.3006,2.1168,8.46828e+06,0,0,0,0,4.76523e+06,904942,0
72.29,72.29,4.79447,0.05,1,2.07708,2.37948,0,0.389052,3.6288,0,0,0,0,0,3.39617e+06,-373815,373815,99.3022,98.274,4.63793,0,1,1.68462,1.38222,0,1.30107,2.1168,9.37324e+06,0,0,0,0,4.76693e+06,904964,0
72.29,72.29,6.48241,0.05,1,2.1651,2.4675,0,0.389246,3.6288,0,0,0,0,0,3.54008e+06,-371114,371114,99.3022,98.274,5.39335,0,1,1.74083,1.43843,0,1.30153,2.1168,1.02802e+07,0,0,0,0,4.92601e+06,906967,0
72.29,72.29,8.26399,0.05,1,2.19273,2.46857,0,0.40574,3.6288,0,0,0,0,0,3.58526e+06,-331847,331847,99.3022,98.274,7.70692,0,1,1.71491,1.43906,0,1.34497,2.1168,1.11121e+07,0,0,0,0,4.85265e+06,831853,0
72.29,72.29,5.90275,0.05,1,2.19443,2.46965,0,0.410917,3.6288,0,0,0,0,0,3.58804e+06,-330889,330889,99.3022,98.274,5.32431,0,1,1.71491,1.43969,0,1.32494,2.1168,1.19422e+07,0,0,0,0,4.85265e+06,830103,0
