0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,0gross_rev,0cont_contrib,0drought_cost
0,0,0,0,3.27677e+179,2.27965e+07,-859486,859486
0,0,0,0,0,2.27146e+07,-758414,758414
0,0,0,0,0,2.27192e+07,-756151,756151
0,0,0,0,0,2.27238e+07,-753888,753888
0,0,0,0,0,2.50648e+07,-685289,685289
137513,0,0,0,0,2.4352e+07,137513,0
277555,0,0,0,0,2.43571e+07,140042,0
420128,0,0,0,0,2.43622e+07,142573,0
473768,0,0,0,0,2.11478e+07,53640.1,0
0,0,0,0,0,2.19737e+07,-882898,0
0,0,0,0,0,2.19798e+07,-882723,882723
0,0,0,0,0,2.1986e+07,-882547,882547
0,0,0,0,0,2.19922e+07,-882371,882371
0,0,0,0,0,2.27968e+07,-859507,859507
0,0,0,0,0,2.27011e+07,-742628,742628
0,0,0,0,0,2.27057e+07,-740362,740362
0,0,0,0,0,2.27103e+07,-738095,738095
0,0,0,0,0,2.24035e+07,-744676,744676
0,0,0,0,0,2.24999e+07,-847442,847442
0,0,0,0,0,2.25044e+07,-845208,845208
0,0,0,0,0,2.2509e+07,-842973,842973
0,0,0,0,0,2.35986e+07,-809913,809913
0,0,0,0,0,2.32771e+07,-434755,434755
0,0,0,0,0,2.32819e+07,-432398,432398
0,0,0,0,0,2.32867e+07,-430040,430040
0,0,0,0,0,2.32914e+07,-427682,427682
0,0,0,0,0,2.35521e+07,-418271,418271
0,0,0,0,0,2.33773e+07,-210645,210645
0,0,0,0,0,2.33821e+07,-208221,208221
0,0,0,0,0,2.33869e+07,-205798,205798
0,0,0,0,0,2.39342e+07,-187956,187956
0,0,0,0,0,2.37789e+07,-2372.5,2372.5
112.721,0,0,0,0,2.37838e+07,112.721,0
2711.27,0,0,0,0,2.37887e+07,2598.55,0
58882.1,0,0,0,0,2.55948e+07,56170.8,0
770338,0,0,0,0,2.5029e+07,711456,0
1.48201e+06,0,0,0,0,2.50364e+07,711668,0
2.19389e+06,0,0,0,0,2.50439e+07,711880,0
2.90598e+06,0,0,0,0,2.50514e+07,712092,0
3.58961e+06,0,0,0,0,2.4046e+07,683633,0
3.89266e+06,0,0,0,0,2.43864e+07,303045,0
4.19828e+06,0,0,0,0,2.43915e+07,305620,0
4.50647e+06,0,0,0,0,2.43965e+07,308196,0
4.79198e+06,0,0,0,0,2.35085e+07,285512,0
4.7134e+06,0,0,0,0,2.38342e+07,-78580.5,0
4.63728e+06,0,0,0,0,2.38391e+07,-76119.8,0
4.56363e+06,0,0,0,0,2.38441e+07,-73658.5,0
4.43371e+06,0,0,0,0,2.17784e+07,-129917,0
3.56387e+06,0,0,0,0,2.24323e+07,-869839,0
2.69421e+06,0,0,0,0,2.24386e+07,-869660,0
1.82473e+06,0,0,0,0,2.24449e+07,-869481,0
955427,0,0,0,0,2.24512e+07,-869301,0
105491,0,0,0,3.27677e+179,2.31322e+07,-849936,0
0,0,0,0,0,2.29551e+07,-640064,429082
0,0,0,0,0,2.29596e+07,-637842,637842
0,0,0,0,0,2.29641e+07,-635619,635619
0,0,0,0,0,2.53413e+07,-566028,566028
269507,0,0,0,0,2.46173e+07,269507,0
541499,0,0,0,0,2.46223e+07,271991,0
815975,0,0,0,0,2.46273e+07,274476,0
1.00005e+06,0,0,0,0,2.13628e+07,184077,0
126285,0,0,0,0,2.22947e+07,-873767,0
0,0,0,0,0,2.23008e+07,-873595,621025
0,0,0,0,0,2.23068e+07,-873422,873422
0,0,0,0,0,2.23129e+07,-873250,873250
0,0,0,0,0,2.31297e+07,-850037,850037
0,0,0,0,0,2.29393e+07,-625022,625022
0,0,0,0,0,2.29438e+07,-622796,622796
0,0,0,0,0,2.29483e+07,-620571,620571
0,0,0,0,0,2.26367e+07,-627330,627330
0,0,0,0,0,2.27344e+07,-731759,731759
0,0,0,0,0,2.27389e+07,-729565,729565
0,0,0,0,0,2.27433e+07,-727371,727371
0,0,0,0,0,2.38496e+07,-693877,693877
0,0,0,0,0,2.3523e+07,-313016,313016
0,0,0,0,0,2.35277e+07,-310702,310702
0,0,0,0,0,2.35323e+07,-308387,308387
0,0,0,0,0,2.3537e+07,-306072,306072
0,0,0,0,0,2.38015e+07,-296596,296596
0,0,0,0,0,2.36239e+07,-85862.3,85862.3
0,0,0,0,0,2.36286e+07,-83482.9,83482.9
0,0,0,0,0,2.36333e+07,-81103.3,81103.3
0,0,0,0,0,2.41888e+07,-63070.2,63070.2
125273,0,0,0,0,2.40309e+07,125273,0
252986,0,0,0,0,2.40358e+07,127713,0
383139,0,0,0,0,2.40406e+07,130153,0
567600,0,0,0,0,2.58741e+07,184461,0
1.28991e+06,0,0,0,0,2.54109e+07,722313,0
2.01243e+06,0,0,0,0,2.54182e+07,722521,0
2.73516e+06,0,0,0,0,2.54256e+07,722729,0
3.4581e+06,0,0,0,0,2.54329e+07,722937,0
4.15214e+06,0,0,0,0,2.44119e+07,694037,0
4.58673e+06,0,0,0,0,2.46462e+07,434589,0
5.02384e+06,0,0,0,0,2.46512e+07,437117,0
5.46349e+06,0,0,0,0,2.46562e+07,439645,0
5.88002e+06,0,0,0,0,2.37545e+07,416530,0
5.92684e+06,0,0,0,0,2.4085e+07,46825.1,0
5.97608e+06,0,0,0,0,2.40898e+07,49241,0
6.02774e+06,0,0,0,0,2.40946e+07,51656.9,0
6.0222e+06,0,0,0,0,2.19975e+07,-5536.4,0
5.24293e+06,0,0,0,0,2.26809e+07,-779271,0
4.46584e+06,0,0,0,0,2.26854e+07,-777094,0
3.69092e+06,0,0,0,0,2.26898e+07,-774916,0
2.91819e+06,0,0,0,0,2.26942e+07,-772737,0
2.1671e+06,0,0,0,3.27677e+179,2.33836e+07,-751083,0
1.64323e+06,0,0,0,0,2.31911e+07,-523875,0
1.12153e+06,0,0,0,0,2.31955e+07,-521699,0
602009,0,0,0,0,2.31999e+07,-519521,0
153047,0,0,0,0,2.56128e+07,-448962,0
552114,0,0,0,0,2.48777e+07,399067,0
953614,0,0,0,0,2.48826e+07,401500,0
1.35755e+06,0,0,0,0,2.48875e+07,403933,0
1.66964e+06,0,0,0,0,2.15738e+07,312089,0
847753,0,0,0,0,2.25722e+07,-821883,0
27962.7,0,0,0,0,2.25764e+07,-819791,0
0,0,0,0,0,2.25807e+07,-817697,761772
0,0,0,0,0,2.25849e+07,-815603,815603
0,0,0,0,0,2.34121e+07,-790125,790125
0,0,0,0,0,2.3173e+07,-509636,509636
0,0,0,0,0,2.31774e+07,-507456,507456
0,0,0,0,0,2.31818e+07,-505276,505276
0,0,0,0,0,2.28654e+07,-512215,512215
0,0,0,0,0,2.29644e+07,-618281,618281
0,0,0,0,0,2.29688e+07,-616132,616132
0,0,0,0,0,2.29731e+07,-613983,613983
0,0,0,0,0,2.40957e+07,-580069,580069
0,0,0,0,0,2.37641e+07,-193623,193623
0,0,0,0,0,2.37687e+07,-191356,191356
0,0,0,0,0,2.37732e+07,-189089,189089
0,0,0,0,0,2.37778e+07,-186821,186821
0,0,0,0,0,2.40461e+07,-177288,177288
36487.4,0,0,0,0,2.38656e+07,36487.4,0
75305.2,0,0,0,0,2.38702e+07,38817.8,0
116453,0,0,0,0,2.38749e+07,41148.2,0
175816,0,0,0,0,2.44384e+07,59362.9,0
426222,0,0,0,0,2.4278e+07,250406,0
679017,0,0,0,0,2.42827e+07,252795,0
934202,0,0,0,0,2.42875e+07,255185,0
1.24441e+06,0,0,0,0,2.61478e+07,310206,0
1.97736e+06,0,0,0,0,2.57852e+07,732953,0
2.71052e+06,0,0,0,0,2.57924e+07,733156,0
3.44388e+06,0,0,0,0,2.57996e+07,733360,0
