0reliability,1reliability,0afford,1afford,0severity,1severity
1,0.974975,0.0334817,0.0230849,0,0.21021
0.998999,0.934935,0.0342783,0.0231347,0.001001,1.12813
0.996997,0.924925,0.0350593,0.0231839,0.022022,1.22322
0.98999,0.918919,0.035823,0.0232326,0.0660661,1.71772
0.987988,0.900901,0.0365896,0.0232811,0.0900901,1.71872
0.991992,0.888889,0.0411415,0.0270306,0.0500501,1.93093
0.992993,0.898899,0.037049,0.0277624,0.042042,2.01502
0.995996,0.887888,0.0376482,0.0282017,0.019019,2.12012
0.993994,0.874875,0.0382755,0.0286398,0.048048,2.23924
0.985986,0.875876,0.0389903,0.029349,0.0670671,2.51952
0.990991,0.881882,0.0397049,0.0308095,0.047047,2.45846
0.988989,0.883884,0.0409831,0.0322795,0.0840841,1.98799
0.990991,0.908909,0.0415369,0.0326231,0.0760761,1.54655
0.98999,0.88989,0.0433934,0.034254,0.0640641,1.87788
0.987988,0.864865,0.0441977,0.0348668,0.0940941,2.29329
0.982983,0.848849,0.0446701,0.035074,0.117117,2.68869
0.981982,0.862863,0.0459748,0.0357484,0.12012,2.75776
0.977978,0.862863,0.0468246,0.0362961,0.15015,2.29029
0.970971,0.863864,0.0472311,0.0368353,0.229229,2.53554
0.962963,0.872873,0.0478667,0.037193,0.334334,2.58058
0.957958,0.857858,0.0481204,0.03741,0.34034,2.75876
0.940941,0.870871,0.0485399,0.0376945,0.526527,2.64364
0.931932,0.861862,0.0488333,0.0378201,0.610611,2.52653
0.926927,0.85986,0.0486874,0.0378654,0.751752,2.84084
0.915916,0.870871,0.0491279,0.0380839,0.793794,2.70971
0.908909,0.871872,0.0490459,0.0379793,0.963964,2.59159
0.904905,0.866867,0.0491868,0.038006,0.992993,2.24124
0.885886,0.88989,0.0492223,0.0381492,1.03804,2.16216
0.871872,0.890891,0.0491962,0.038062,1.3003,1.88488
0.877878,0.885886,0.0496805,0.0381814,1.2953,2.06707
0.870871,0.875876,0.0497275,0.038403,1.40541,2.10611
0.846847,0.871872,0.0496158,0.0383239,1.42543,2.33534
0.852853,0.880881,0.0504321,0.0387735,1.61161,2.12112
0.85986,0.886887,0.0506898,0.0389342,1.41141,1.94394
0.844845,0.876877,0.0507994,0.0389489,1.65265,1.99299
0.822823,0.872873,0.0500019,0.0386042,1.69369,2.21822
0.836837,0.874875,0.0502038,0.0386085,1.52653,2.0961
0.848849,0.884885,0.0502745,0.038593,1.54955,2.04905
0.842843,0.893894,0.0502009,0.0386997,1.47047,1.73473
0.832833,0.88989,0.0503902,0.038952,1.67267,1.82482
