0reliability,1reliability,0afford,1afford,0severity,1severity
1,1,0.0334817,0.0230849,0,0
0.998999,1,0.0342783,0.0231347,0.001001,0
0.996997,1,0.0350593,0.0231839,0.022022,0
0.98999,0.998999,0.035823,0.0232326,0.0660661,0.003003
0.987988,1,0.0365896,0.0232811,0.0900901,0
0.985986,1,0.0416229,0.02602,0.12012,0
0.98999,1,0.0426159,0.0270373,0.0710711,0
0.994995,1,0.0376482,0.028211,0.025025,0
0.994995,1,0.0382755,0.0286398,0.033033,0
0.98999,0.997998,0.0389903,0.029349,0.0510511,0.015015
0.991992,0.998999,0.0396584,0.0308095,0.043043,0.002002
0.990991,1,0.0409581,0.0323942,0.0710711,0
0.990991,1,0.0414611,0.0326231,0.0760761,0
0.990991,0.998999,0.0433618,0.034254,0.0620621,0.012012
0.987988,0.998999,0.0441977,0.0348668,0.0880881,0.002002
0.983984,1,0.0446701,0.0350753,0.114114,0
0.982983,1,0.0458475,0.0357484,0.117117,0
0.977978,0.998999,0.0466268,0.0364237,0.147147,0.00800801
0.972973,0.998999,0.0471711,0.036841,0.218218,0.001001
0.961962,0.998999,0.0477514,0.037193,0.34034,0.00900901
0.957958,0.997998,0.0481204,0.0375097,0.336336,0.019019
0.944945,0.997998,0.0486806,0.0379803,0.467467,0.015015
0.935936,0.995996,0.0489154,0.0380096,0.551552,0.033033
0.930931,0.996997,0.0489833,0.0380341,0.735736,0.026026
0.912913,0.995996,0.0489753,0.0381929,0.788789,0.039039
0.908909,0.995996,0.0489526,0.0380293,0.963964,0.047047
0.902903,0.995996,0.0491112,0.0380804,0.967968,0.03003
0.88989,0.998999,0.0491343,0.03809,1.03203,0.00500501
0.872873,0.998999,0.0491962,0.038062,1.27528,0.00600601
0.87988,0.998999,0.0496109,0.0382419,1.30631,0.011011
0.871872,1,0.049688,0.038403,1.40541,0
0.847848,0.998999,0.0496158,0.0383702,1.41241,0.01001
0.852853,0.994995,0.0502028,0.0388441,1.6036,0.0600601
0.85986,0.996997,0.0504389,0.0388679,1.40741,0.018018
0.844845,0.998999,0.0505279,0.0389569,1.63564,0.001001
0.823824,0.997998,0.0499306,0.0386646,1.67868,0.016016
0.836837,0.996997,0.0499891,0.0386085,1.51952,0.0630631
0.846847,0.995996,0.0502135,0.038648,1.54354,0.036036
0.842843,0.996997,0.050134,0.0388429,1.46547,0.021021
0.831832,0.998999,0.05031,0.038952,1.67367,0.00600601
