0reliability,1reliability,0afford,1afford,0severity,1severity
1,1,0.034967,0.0254628,0,0
1,1,0.0355919,0.0223205,0,0
1,1,0.036098,0.0223621,0,0
0.996997,0.998999,0.0367145,0.0224032,0,0
0.992993,0.998999,0.0372929,0.0224437,0,0
0.991992,1,0.0379491,0.0224851,0,0
0.995996,0.997998,0.0380991,0.0273304,0,0
0.994995,0.995996,0.0386208,0.0273682,0,0
0.994995,0.996997,0.0390957,0.0274034,0,0
0.98999,0.992993,0.0395405,0.0274426,1,0
0.986987,0.98999,0.0403013,0.0274855,2,2
0.987988,0.990991,0.0408755,0.031371,5,0
0.986987,0.995996,0.0416306,0.032159,2,0
0.988989,0.993994,0.0418562,0.0350025,3,0
0.985986,0.992993,0.0424543,0.0358794,4,0
0.986987,0.991992,0.0427973,0.0363551,3,0
0.977978,0.98999,0.0435693,0.0367979,7,1
0.974975,0.991992,0.0444016,0.0370202,8,0
0.975976,0.991992,0.0449782,0.0371096,9,0
0.967968,0.991992,0.0456999,0.0371064,14,0
0.957958,0.990991,0.0464706,0.0375173,13,0
0.943944,0.988989,0.0469995,0.0371602,12,6
0.948949,0.993994,0.0476809,0.0371622,15,0
0.940941,0.98999,0.0479088,0.0373444,15,2
0.91992,0.98999,0.0481058,0.0375066,18,2
0.910911,0.991992,0.0480827,0.0374474,24,0
0.898899,0.992993,0.0484198,0.0371705,20,0
0.887888,0.995996,0.0485335,0.0370574,20,0
0.876877,0.996997,0.048509,0.0367736,22,0
0.878879,0.995996,0.0488955,0.0368375,23,0
0.856857,0.997998,0.0493374,0.0361656,26,0
0.83984,0.994995,0.0491118,0.0363208,20,0
0.847848,0.991992,0.049902,0.0361117,24,0
0.84985,0.993994,0.0498434,0.0360997,24,0
0.832833,0.996997,0.050064,0.0359368,30,0
0.825826,0.997998,0.0495567,0.0359852,25,0
0.833834,0.995996,0.0498581,0.0360253,23,0
0.843844,0.993994,0.0495872,0.0355738,25,0
0.838839,0.994995,0.0494402,0.0357787,22,0
0.822823,0.994995,0.0499646,0.0360038,25,0
