0st_vol,0capacity,0net_inf,0st_rof,0lt_rof,0rest_demand,0unrest_demand,0unfulf_demand,0wastewater,0treat_capacity,1st_vol,1capacity,1net_inf,1st_rof,1lt_rof,1rest_demand,1unrest_demand,1unfulf_demand,1wastewater,1treat_capacity
85.139,85.139,4.31438,0.05,0,2.16737,2.46977,0,0,4.47552,99.3022,98.274,4.69508,0,1,1.73502,1.43262,0,0,2.1168
85.139,85.139,3.49245,0.05,0,2.18889,2.47055,0,0.406166,4.47552,99.3022,98.274,3.8706,0,1,1.71473,1.43307,0,1.34047,2.1168
85.139,85.139,3.09932,0.05,0,2.19011,2.47133,0,0.410197,4.47552,99.3022,98.274,3.14909,0,1,1.71473,1.43352,0,1.3248,2.1168
84.7816,85.139,2.35442,0.05,0,2.19134,2.4721,0,0.410427,4.47552,99.3022,98.274,3.07582,0,1,1.71473,1.43397,0,1.3248,2.1168
85.0541,85.139,3.31569,0.07,0,2.43377,2.71408,0,0.410657,4.47552,99.3022,98.274,4.84875,0,1,1.88339,1.60308,0,1.3248,2.1168
85.0163,85.139,3.1388,0.06,0,2.60373,2.71493,0,0.456088,4.47552,99.3022,98.274,4.15344,0,1,1.71478,1.60358,0,1.45511,2.1168
85.139,85.139,5.35224,0.06,0,2.60509,2.71579,0,0.487939,4.47552,99.3022,98.274,5.36218,0,1,1.71478,1.60408,0,1.32484,2.1168
85.139,85.139,4.62563,0.05,0,2.60644,2.71664,0,0.488193,4.47552,99.3022,98.274,5.54837,0,1,1.71478,1.60459,0,1.32484,2.1168
85.139,85.139,4.14477,0.05,0,2.26334,2.37303,0,0.488448,4.47552,99.3022,98.274,4.62559,0,1,1.48816,1.37847,0,1.32484,2.1168
85.139,85.139,4.21024,0.05,0,2.07138,2.37378,0,0.424151,4.47552,99.3022,98.274,4.60601,0,1,1.6813,1.3789,0,1.14975,2.1168
85.139,85.139,5.40978,0.05,0,2.07213,2.37453,0,0.388177,4.47552,99.3022,98.274,5.23463,0,1,1.68174,1.37934,0,1.29897,2.1168
85.139,85.139,5.20847,0.05,0,2.07287,2.37527,0,0.388316,4.47552,99.3022,98.274,5.03605,0,1,1.68217,1.37977,0,1.29931,2.1168
85.139,85.139,8.07077,0.05,0,2.07362,2.37602,0,0.388456,4.47552,99.3022,98.274,6.62413,0,1,1.6826,1.3802,0,1.29964,2.1168
85.139,85.139,4.53618,0.05,0,2.16121,2.46361,0,0.388596,4.47552,99.3022,98.274,5.55854,0,1,1.73856,1.43616,0,1.29998,2.1168
85.139,85.139,6.21187,0.05,0,2.18627,2.46438,0,0.40501,4.47552,99.3022,98.274,9.9575,0,1,1.71473,1.43662,0,1.34321,2.1168
85.139,85.139,4.63053,0.05,0,2.18749,2.46516,0,0.409706,4.47552,99.3022,98.274,6.32669,0,1,1.71473,1.43707,0,1.3248,2.1168
