0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,0gross_rev,0cont_contrib,0drought_cost
0,0,0,0,3.27677e+179,2.27965e+07,-938242,938242
0,0,0,0,0,2.27179e+07,-837112,837112
0,0,0,0,0,2.27249e+07,-833721,833721
0,0,0,0,0,2.27319e+07,-830331,830331
0,0,0,0,0,2.50766e+07,-767797,767797
56642.2,0,0,0,0,2.43662e+07,56642.2,0
117075,0,0,0,0,2.43739e+07,60432.9,0
181300,0,0,0,0,2.43816e+07,64224.8,0
168307,0,0,0,0,2.11658e+07,-12993.3,0
0,0,0,0,0,2.20022e+07,-957844,621231
0,0,0,0,0,2.20115e+07,-957613,957613
0,0,0,0,0,2.20209e+07,-957381,957381
0,0,0,0,0,2.20302e+07,-957149,957149
0,0,0,0,0,2.28396e+07,-936875,936875
0,0,0,0,0,2.2735e+07,-806042,806042
0,0,0,0,0,2.2742e+07,-802647,802647
0,0,0,0,0,2.27489e+07,-799251,799251
0,0,0,0,0,2.24437e+07,-803669,803669
0,0,0,0,0,2.25427e+07,-905579,905579
0,0,0,0,0,2.25495e+07,-902231,902231
0,0,0,0,0,2.25564e+07,-898883,898883
0,0,0,0,0,2.36518e+07,-868150,868150
0,0,0,0,0,2.33318e+07,-490678,490678
0,0,0,0,0,2.3339e+07,-487146,487146
0,0,0,0,0,2.33462e+07,-483613,483613
0,0,0,0,0,2.33535e+07,-480079,480079
0,0,0,0,0,2.36176e+07,-467839,467839
0,0,0,0,0,2.34446e+07,-258221,258221
0,0,0,0,0,2.34518e+07,-254588,254588
0,0,0,0,0,2.34591e+07,-250954,250954
0,0,0,0,0,2.40113e+07,-233674,233674
0,0,0,0,0,2.38578e+07,-46039,46039
0,0,0,0,0,2.38652e+07,-42313.9,42313.9
0,0,0,0,0,2.38727e+07,-38587.6,38587.6
11503.9,0,0,0,0,2.56906e+07,11503.9,0
639692,0,0,0,0,2.51625e+07,628188,0
1.26816e+06,0,0,0,0,2.51738e+07,628469,0
1.89691e+06,0,0,0,0,2.51851e+07,628751,0
2.52595e+06,0,0,0,0,2.51964e+07,629033,0
3.12859e+06,0,0,0,0,2.41888e+07,602646,0
3.398e+06,0,0,0,0,2.44915e+07,269410,0
3.67127e+06,0,0,0,0,2.44992e+07,273270,0
3.9484e+06,0,0,0,0,2.45069e+07,277131,0
4.20564e+06,0,0,0,0,2.36157e+07,257235,0
4.09766e+06,0,0,0,0,2.39459e+07,-107974,0
3.99338e+06,0,0,0,0,2.39534e+07,-104286,0
3.89278e+06,0,0,0,0,2.39609e+07,-100597,0
3.7424e+06,0,0,0,0,2.18829e+07,-150382,0
2.82566e+06,0,0,0,0,2.25633e+07,-916742,0
1.91224e+06,0,0,0,0,2.25701e+07,-913418,0
1.00215e+06,0,0,0,0,2.25769e+07,-910094,0
95376.3,0,0,0,0,2.25838e+07,-906769,0
0,0,0,7.04371e+07,3.27677e+179,2.32706e+07,-886534,695782
0,0,0,7.04371e+07,0,2.30819e+07,-659803,659803
0,0,0,7.04371e+07,0,2.30887e+07,-656474,656474
0,0,0,7.04371e+07,0,2.30956e+07,-653144,653144
0,0,0,7.04371e+07,0,2.54953e+07,-589278,589278
254439,0,0,7.04371e+07,0,2.47678e+07,254439,0
512601,0,0,7.04371e+07,0,2.47753e+07,258162,0
774486,0,0,7.04371e+07,0,2.47829e+07,261885,0
957182,0,0,7.04371e+07,0,2.14913e+07,182696,0
13839.6,0,0,7.04371e+07,0,2.2486e+07,-943343,0
0,0,0,7.04371e+07,0,2.24926e+07,-940142,912463
0,0,0,7.04371e+07,0,2.24992e+07,-936940,936940
0,0,0,7.04371e+07,0,2.25058e+07,-933737,933737
0,0,0,7.04371e+07,0,2.33311e+07,-910022,910022
0,0,0,7.04371e+07,0,2.30956e+07,-629837,629837
0,0,0,7.04371e+07,0,2.31025e+07,-626503,626503
0,0,0,7.04371e+07,0,2.31093e+07,-623168,623168
0,0,0,7.04371e+07,0,2.27967e+07,-627831,627831
0,0,0,7.04371e+07,0,2.28977e+07,-732257,732257
0,0,0,7.04371e+07,0,2.29044e+07,-728970,728970
0,0,0,7.04371e+07,0,2.29111e+07,-725682,725682
0,0,0,7.04371e+07,0,2.40317e+07,-694374,694374
0,0,0,7.04371e+07,0,2.3704e+07,-308269,308269
0,0,0,7.04371e+07,0,2.37111e+07,-304801,304801
0,0,0,7.04371e+07,0,2.37181e+07,-301333,301333
0,0,0,7.04371e+07,0,2.37252e+07,-297864,297864
0,0,0,7.04371e+07,0,2.39952e+07,-285486,285486
0,0,0,7.04371e+07,0,2.38179e+07,-71161.9,71161.9
0,0,0,7.04371e+07,0,2.3825e+07,-67595.7,67595.7
0,0,0,7.04371e+07,0,2.38321e+07,-64027.8,64027.8
0,0,0,7.04371e+07,0,2.43968e+07,-46498.9,46498.9
145314,0,0,7.04371e+07,0,2.42394e+07,145314,0
294285,0,0,7.04371e+07,0,2.42467e+07,148972,0
446915,0,0,7.04371e+07,0,2.4254e+07,152629,0
650634,0,0,7.04371e+07,0,2.61135e+07,203720,0
1.29326e+06,0,0,7.04371e+07,0,2.57407e+07,642622,0
1.93616e+06,0,0,7.04371e+07,0,2.57518e+07,642899,0
2.57933e+06,0,0,7.04371e+07,0,2.57629e+07,643176,0
3.22278e+06,0,0,7.04371e+07,0,2.5774e+07,643453,0
3.83923e+06,0,0,7.04371e+07,0,2.47429e+07,616450,0
4.30584e+06,0,0,7.04371e+07,0,2.48849e+07,466606,0
4.77624e+06,0,0,7.04371e+07,0,2.48924e+07,470395,0
5.25042e+06,0,0,7.04371e+07,0,2.49e+07,474186,0
5.7041e+06,0,0,7.04371e+07,0,2.39881e+07,453676,0
5.78407e+06,0,0,7.04371e+07,0,2.43256e+07,79970.1,0
5.86766e+06,0,0,7.04371e+07,0,2.43329e+07,83590.3,0
5.95487e+06,0,0,7.04371e+07,0,2.43402e+07,87211.8,0
5.99101e+06,0,0,7.04371e+07,0,2.22147e+07,36142.1,0
5.2432e+06,0,0,7.04371e+07,0,2.29102e+07,-747808,0
4.49866e+06,0,0,7.04371e+07,0,2.2917e+07,-744546,0
3.75738e+06,0,0,7.04371e+07,0,2.29237e+07,-741283,0
3.01936e+06,0,0,7.04371e+07,0,2.29304e+07,-738019,0
2.30189e+06,0,0,7.04371e+07,3.27677e+179,2.36325e+07,-717463,0
1.81616e+06,0,0,7.04371e+07,0,2.34392e+07,-485731,0
1.33369e+06,0,0,7.04371e+07,0,2.34459e+07,-482471,0
854482,0,0,7.04371e+07,0,2.34526e+07,-479210,0
440437,0,0,7.04371e+07,0,2.59062e+07,-414045,0
889025,0,0,7.04371e+07,0,2.51619e+07,448588,0
1.34126e+06,0,0,7.04371e+07,0,2.51693e+07,452234,0
1.79714e+06,0,0,7.04371e+07,0,2.51767e+07,455880,0
2.17189e+06,0,0,7.04371e+07,0,2.18107e+07,374748,0
1.39508e+06,0,0,7.04371e+07,0,2.28276e+07,-776803,0
621418,0,0,7.04371e+07,0,2.2834e+07,-773667,0
0,0,0,7.04371e+07,0,2.28405e+07,-770531,0
0,0,0,7.04371e+07,0,2.28469e+07,-767394,767394
0,0,0,7.04371e+07,0,2.36904e+07,-743286,743286
0,0,0,7.04371e+07,0,2.34494e+07,-456957,456957
0,0,0,7.04371e+07,0,2.34561e+07,-453692,453692
0,0,0,7.04371e+07,0,2.34628e+07,-450426,450426
0,0,0,7.04371e+07,0,2.31429e+07,-455335,455335
0,0,0,7.04371e+07,0,2.32459e+07,-562239,562239
0,0,0,7.04371e+07,0,2.32525e+07,-559020,559020
0,0,0,7.04371e+07,0,2.32591e+07,-555800,555800
0,0,0,7.04371e+07,0,2.44043e+07,-523936,523936
0,0,0,7.04371e+07,0,2.4069e+07,-129373,129373
0,0,0,7.04371e+07,0,2.40759e+07,-125976,125976
0,0,0,7.04371e+07,0,2.40828e+07,-122580,122580
0,0,0,7.04371e+07,0,2.40898e+07,-119182,119182
0,0,0,7.04371e+07,0,2.43654e+07,-106679,106679
112250,0,0,7.04371e+07,0,2.41838e+07,112250,0
227992,0,0,7.04371e+07,0,2.41908e+07,115742,0
347229,0,0,7.04371e+07,0,2.41978e+07,119236,0
484229,0,0,7.04371e+07,0,2.47746e+07,137000,0
817129,0,0,7.04371e+07,0,2.46135e+07,332900,0
1.15361e+06,0,0,7.04371e+07,0,2.46206e+07,336482,0
1.49367e+06,0,0,7.04371e+07,0,2.46278e+07,340064,0
1.8858e+06,0,0,7.04371e+07,0,2.65279e+07,392123,0
2.54257e+06,0,0,7.04371e+07,0,2.63074e+07,656770,0
3.19961e+06,0,0,7.04371e+07,0,2.63183e+07,657041,0
3.85692e+06,0,0,7.04371e+07,0,2.63291e+07,657312,0
4.5145e+06,0,0,7.04371e+07,0,2.634e+07,657583,0
5.14448e+06,0,0,7.04371e+07,0,2.52858e+07,629975,0
5.77471e+06,0,0,7.04371e+07,0,2.52962e+07,630235,0
6.40521e+06,0,0,7.04371e+07,0,2.53066e+07,630495,0
7.03596e+06,0,0,7.04371e+07,0,2.5317e+07,630755,0
7.64214e+06,0,0,7.04371e+07,0,2.43879e+07,606182,0
7.90624e+06,0,0,7.04371e+07,0,2.46975e+07,264095,0
8.17388e+06,0,0,7.04371e+07,0,2.47046e+07,267640,0
8.44506e+06,0,0,7.04371e+07,0,2.47118e+07,271186,0
8.66391e+06,0,0,7.04371e+07,0,2.25396e+07,218849,0
8.08157e+06,0,0,7.04371e+07,0,2.32501e+07,-582341,0
7.50243e+06,0,0,7.04371e+07,0,2.32567e+07,-579146,0
6.92647e+06,0,0,7.04371e+07,0,2.32632e+07,-575952,0
6.35372e+06,0,0,7.04371e+07,0,2.32698e+07,-572756,0
5.80183e+06,0,0,7.04371e+07,3.27677e+179,2.39868e+07,-551893,0
5.48655e+06,0,0,7.04371e+07,0,2.37891e+07,-315273,0
5.17447e+06,0,0,7.04371e+07,0,2.37956e+07,-312086,0
4.86557e+06,0,0,7.04371e+07,0,2.38022e+07,-308898,0
4.6231e+06,0,0,7.04371e+07,0,2.63086e+07,-242468,0
5.2576e+06,0,0,7.04371e+07,0,2.55515e+07,634500,0
5.89235e+06,0,0,7.04371e+07,0,2.55616e+07,634751,0
6.52736e+06,0,0,7.04371e+07,0,2.55718e+07,635003,0
7.076e+06,0,0,7.04371e+07,0,2.21358e+07,548648,0
6.46223e+06,0,0,7.04371e+07,0,2.31619e+07,-613770,0
5.85153e+06,0,0,7.04371e+07,0,2.31682e+07,-610705,0
5.24389e+06,0,0,7.04371e+07,0,2.31745e+07,-607640,0
4.63931e+06,0,0,7.04371e+07,0,2.31808e+07,-604574,0
