0st_vol,0capacity,0net_inf,0st_rof,0lt_rof,0rest_demand,0unrest_demand,0unfulf_demand,0wastewater,0treat_capacity,1st_vol,1capacity,1net_inf,1st_rof,1lt_rof,1rest_demand,1unrest_demand,1unfulf_demand,1wastewater,1treat_capacity
85.139,85.139,3.90889,1,0,2.37695,2.46977,0,0,4.47552,99.3022,98.274,5.23522,1,1,1.37878,1.43262,0,0,2.1168
84.6416,85.139,2.36285,1,0,2.37774,2.47059,0,0.445441,4.47552,99.3022,98.274,3.78841,1,1,1.37923,1.43309,0,1.06524,2.1168
83.9271,85.139,2.1692,1,0,2.37853,2.47141,0,0.445589,4.47552,99.3022,98.274,4.66783,1,1,1.37969,1.43357,0,1.0656,2.1168
82.6535,85.139,1.61064,1,0,2.37932,2.47223,0,0.445737,4.47552,99.3022,98.274,3.79202,1,1,1.38015,1.43404,0,1.06595,2.1168
82.199,85.139,2.63296,1,0,2.61226,2.71427,0,0.445885,4.47552,99.3022,98.274,4.43181,1,1,1.54294,1.60319,0,1.0663,2.1168
82.1292,85.139,3.00686,1,0,2.61313,2.71517,0,0.489538,4.47552,99.3022,98.274,4.80929,1,1,1.54345,1.60372,0,1.19207,2.1168
82.4896,85.139,3.45977,1,0,2.614,2.71607,0,0.4897,4.47552,99.3022,98.274,5.59718,1,1,1.54396,1.60425,0,1.19247,2.1168
82.9827,85.139,3.62517,1,0,2.61486,2.71697,0,0.489863,4.47552,99.3022,98.274,5.40609,1,1,1.54447,1.60479,0,1.19287,2.1168
85.139,85.139,5.82172,1,0,2.28417,2.37337,0,0.490025,4.47552,99.3022,98.274,10.7821,1,1,1.32685,1.37866,0,1.19326,2.1168
85.139,85.139,5.83996,1,0,2.28493,2.37416,0,0.428054,4.47552,99.3022,98.274,10.0929,1,1,1.32729,1.37912,0,1.02512,2.1168
85.139,85.139,4.0816,1,0,2.28569,2.37494,0,0.428196,4.47552,99.3022,98.274,8.00236,1,1,1.32773,1.37958,0,1.02546,2.1168
85.139,85.139,5.62066,1,0,2.28645,2.37573,0,0.428338,4.47552,99.3022,98.274,9.77153,1,1,1.32817,1.38004,0,1.0258,2.1168
85.139,85.139,6.16726,1,0,2.2872,2.37652,0,0.42848,4.47552,99.3022,98.274,13.3471,1,1,1.32861,1.38049,0,1.02614,2.1168
85.139,85.139,7.40575,1,0,2.37156,2.46417,0,0.428622,4.47552,99.3022,98.274,11.6647,1,1,1.3825,1.43649,0,1.02648,2.1168
85.139,85.139,6.10287,1,0,2.37235,2.46499,0,0.44443,4.47552,99.3022,98.274,10.691,1,1,1.38296,1.43697,0,1.06812,2.1168
85.139,85.139,4.92417,1,0,2.37313,2.4658,0,0.444578,4.47552,99.3022,98.274,7.38732,1,1,1.38342,1.43744,0,1.06848,2.1168
85.139,85.139,4.26542,1,0,2.37392,2.46662,0,0.444725,4.47552,99.3022,98.274,6.03055,1,1,1.38388,1.43792,0,1.06883,2.1168
85.139,85.139,4.31989,1,0,2.34198,2.43343,0,0.444873,4.47552,99.3022,98.274,6.95439,1,1,1.36355,1.4168,0,1.06919,2.1168
85.139,85.139,4.13366,1,0,2.34276,2.43424,0,0.438887,4.47552,99.3022,98.274,6.29936,1,1,1.364,1.41727,0,1.05348,2.1168
85.139,85.139,3.77799,1,0,2.34353,2.43505,0,0.439032,4.47552,99.3022,98.274,5.92767,1,1,1.36446,1.41774,0,1.05383,2.1168
85.139,85.139,3.53774,1,0,2.34431,2.43585,0,0.439178,4.47552,99.3022,98.274,6.03309,1,1,1.36491,1.41821,0,1.05418,2.1168
85.139,85.139,3.31879,1,0,2.45633,2.55225,0,0.439324,4.47552,99.3022,98.274,6.03124,1,1,1.43918,1.49538,0,1.05453,2.1168
85.139,85.139,3.00935,1,0,2.45714,2.5531,0,0.460316,4.47552,99.3022,98.274,5.35528,1,1,1.43966,1.49588,0,1.11191,2.1168
85.0718,85.139,2.73442,1,0,2.45796,2.55394,0,0.460469,4.47552,99.3022,98.274,4.37504,1,1,1.44013,1.49637,0,1.11228,2.1168
84.7258,85.139,2.42851,1,0,2.45877,2.55479,0,0.460622,4.47552,99.3022,98.274,3.87907,1,1,1.44061,1.49687,0,1.11265,2.1168
84.1953,85.139,2.20429,1,0,2.45959,2.55564,0,0.460774,4.47552,99.3022,98.274,3.89089,1,1,1.44109,1.49736,0,1.11302,2.1168
83.6591,85.139,2.12279,1,0,2.43837,2.53359,0,0.460927,4.47552,99.3022,98.274,2.93508,1,1,1.48221,1.54009,0,1.11339,2.1168
82.9637,85.139,1.95935,1,0,2.43918,2.53443,0,0.45695,4.47552,99.3022,98.274,2.91843,1,1,1.4827,1.5406,0,1.14515,2.1168
82.1069,85.139,1.78991,1,0,2.43998,2.53527,0,0.457102,4.47552,99.3022,98.274,2.60498,1,1,1.48319,1.54111,0,1.14553,2.1168
81.134,85.139,1.64179,1,0,2.44079,2.53611,0,0.457253,4.47552,99.3022,98.274,2.55378,1,1,1.48368,1.54162,0,1.14591,2.1168
