Realization	utility	WSS	week	infra.
0	0	0	261	8
0	0	0	574	9
1	0	0	261	8
1	0	0	574	9
2	0	0	261	8
2	0	0	574	9
3	0	0	261	8
3	0	0	574	9
4	0	0	261	8
4	0	0	574	9
5	0	0	261	8
5	0	0	574	9
6	0	0	261	8
6	0	0	574	9
7	0	0	261	8
7	0	0	574	9
8	0	0	261	8
8	0	0	574	9
9	0	0	261	8
9	0	0	574	9
10	0	0	261	8
10	0	0	574	9
11	0	0	261	8
11	0	0	574	9
12	0	0	261	8
12	0	0	574	9
13	0	0	261	8
13	0	0	574	9
14	0	0	261	8
14	0	0	574	9
15	0	0	261	8
15	0	0	574	9
16	0	0	261	8
16	0	0	574	9
17	0	0	261	8
17	0	0	574	9
18	0	0	261	8
18	0	0	574	9
19	0	0	261	8
19	0	0	574	9
20	0	0	261	8
20	0	0	574	9
21	0	0	261	8
21	0	0	574	9
22	0	0	261	8
22	0	0	574	9
23	0	0	261	8
23	0	0	574	9
24	0	0	261	8
24	0	0	574	9
25	0	0	261	8
25	0	0	574	9
26	0	0	261	8
26	0	0	574	9
27	0	0	261	8
27	0	0	574	9
28	0	0	261	8
28	0	0	574	9
29	0	0	261	8
29	0	0	574	9
30	0	0	261	8
30	0	0	574	9
31	0	0	261	8
31	0	0	574	9
32	0	0	261	8
32	0	0	574	9
33	0	0	261	8
33	0	0	574	9
34	0	0	261	8
34	0	0	574	9
35	0	0	261	8
35	0	0	574	9
36	0	0	261	8
36	0	0	574	9
37	0	0	261	8
37	0	0	574	9
38	0	0	261	8
38	0	0	574	9
39	0	0	261	8
39	0	0	574	9
40	0	0	261	8
40	0	0	574	9
41	0	0	261	8
41	0	0	574	9
42	0	0	261	8
42	0	0	574	9
43	0	0	261	8
43	0	0	574	9
44	0	0	261	8
44	0	0	574	9
45	0	0	261	8
45	0	0	574	9
46	0	0	261	8
46	0	0	574	9
47	0	0	261	8
47	0	0	574	9
48	0	0	261	8
48	0	0	574	9
49	0	0	261	8
49	0	0	574	9
50	0	0	261	8
50	0	0	574	9
51	0	0	261	8
51	0	0	574	9
52	0	0	261	8
52	0	0	574	9
53	0	0	261	8
53	0	0	574	9
54	0	0	261	8
54	0	0	574	9
55	0	0	261	8
55	0	0	574	9
56	0	0	261	8
56	0	0	574	9
57	0	0	261	8
57	0	0	574	9
58	0	0	261	8
58	0	0	574	9
59	0	0	261	8
59	0	0	574	9
60	0	0	261	8
60	0	0	574	9
61	0	0	261	8
61	0	0	574	9
62	0	0	261	8
62	0	0	574	9
63	0	0	261	8
63	0	0	574	9
64	0	0	261	8
64	0	0	574	9
65	0	0	261	8
65	0	0	574	9
66	0	0	261	8
66	0	0	574	9
67	0	0	261	8
67	0	0	574	9
68	0	0	261	8
68	0	0	574	9
69	0	0	261	8
69	0	0	574	9
70	0	0	261	8
70	0	0	574	9
71	0	0	261	8
71	0	0	574	9
72	0	0	261	8
72	0	0	574	9
73	0	0	261	8
73	0	0	574	9
74	0	0	261	8
74	0	0	574	9
75	0	0	261	8
75	0	0	574	9
76	0	0	261	8
76	0	0	574	9
77	0	0	261	8
77	0	0	574	9
78	0	0	261	8
78	0	0	574	9
79	0	0	261	8
79	0	0	574	9
80	0	0	261	8
80	0	0	574	9
81	0	0	261	8
81	0	0	574	9
82	0	0	261	8
82	0	0	574	9
83	0	0	261	8
83	0	0	574	9
84	0	0	261	8
84	0	0	574	9
85	0	0	261	8
85	0	0	574	9
86	0	0	261	8
86	0	0	574	9
87	0	0	261	8
87	0	0	574	9
88	0	0	261	8
88	0	0	574	9
89	0	0	261	8
89	0	0	574	9
90	0	0	261	8
90	0	0	574	9
91	0	0	261	8
91	0	0	574	9
92	0	0	261	8
92	0	0	574	9
93	0	0	261	8
93	0	0	574	9
94	0	0	261	8
94	0	0	574	9
95	0	0	261	8
95	0	0	574	9
96	0	0	261	8
96	0	0	574	9
97	0	0	261	8
97	0	0	574	9
98	0	0	261	8
98	0	0	574	9
99	0	0	261	8
99	0	0	574	9
100	0	0	261	8
100	0	0	574	9
101	0	0	261	8
101	0	0	574	9
102	0	0	261	8
102	0	0	574	9
103	0	0	261	8
103	0	0	574	9
104	0	0	261	8
104	0	0	574	9
105	0	0	261	8
105	0	0	574	9
106	0	0	261	8
106	0	0	574	9
107	0	0	261	8
107	0	0	574	9
108	0	0	261	8
108	0	0	574	9
109	0	0	261	8
109	0	0	574	9
110	0	0	261	8
110	0	0	574	9
111	0	0	261	8
111	0	0	574	9
112	0	0	261	8
112	0	0	574	9
113	0	0	261	8
113	0	0	574	9
114	0	0	261	8
114	0	0	574	9
115	0	0	261	8
115	0	0	574	9
116	0	0	261	8
116	0	0	574	9
117	0	0	261	8
