0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,0gross_rev,0cont_contrib,0drought_cost
0,0,0,0,0.000745969,2.27965e+07,-868549,868549
0,0,0,0,0,2.27155e+07,-767454,767454
0,0,0,0,0,2.27208e+07,-764877,764877
0,0,0,0,0,2.2726e+07,-762300,762300
0,0,0,0,0,2.5068e+07,-693778,693778
129478,0,0,0,0,2.43559e+07,129478,0
261836,0,0,0,0,2.43617e+07,132359,0
397076,0,0,0,0,2.43675e+07,135240,0
444518,0,0,0,0,2.11527e+07,47441.9,0
0,0,0,0,0,2.19814e+07,-891356,2319.74
0,0,0,0,0,2.19885e+07,-891159,891159
0,0,0,0,0,2.19955e+07,-890962,890962
0,0,0,0,0,2.20025e+07,-890765,890765
0,0,0,0,0,2.28085e+07,-868099,868099
0,0,0,0,0,2.27103e+07,-747408,747408
0,0,0,0,0,2.27156e+07,-744828,744828
0,0,0,0,0,2.27208e+07,-742247,742247
0,0,0,0,0,2.24145e+07,-748426,748426
0,0,0,0,0,2.25116e+07,-850952,850952
0,0,0,0,0,2.25167e+07,-848408,848408
0,0,0,0,0,2.25219e+07,-845863,845863
0,0,0,0,0,2.36131e+07,-812727,812727
0,0,0,0,0,2.32921e+07,-436932,436932
0,0,0,0,0,2.32975e+07,-434247,434247
627267,0,0,0,0,2.23764e+07,627267,0
1.25475e+06,0,0,0,0,2.23839e+07,627480,0
1.89052e+06,0,0,0,0,2.26477e+07,635769,0
1.68058e+06,0,0,0,0,2.33957e+07,-209938,0
1.4734e+06,0,0,0,0,2.34011e+07,-207178,0
1.26898e+06,0,0,0,0,2.34066e+07,-204417,0
1.0826e+06,0,0,0,0,2.39552e+07,-186381,0
1.08237e+06,0,0,0,0,2.38004e+07,-230.348,0
1.08497e+06,0,0,0,0,2.3806e+07,2599.74,0
1.0904e+06,0,0,0,0,2.38116e+07,5431.05,0
1.14978e+06,0,0,0,0,2.56209e+07,59380.5,0
1.85393e+06,0,0,0,0,2.50654e+07,704148,0
2.55832e+06,0,0,0,0,2.50739e+07,704387,0
3.26295e+06,0,0,0,0,2.50824e+07,704626,0
3.96781e+06,0,0,0,0,2.50909e+07,704865,0
4.64394e+06,0,0,0,0,2.40849e+07,676132,0
4.95241e+06,0,0,0,0,2.4415e+07,308463,0
5.2638e+06,0,0,0,0,2.44208e+07,311395,0
5.57813e+06,0,0,0,0,2.44266e+07,314329,0
5.86975e+06,0,0,0,0,2.35377e+07,291625,0
5.79699e+06,0,0,0,0,2.38647e+07,-72765.5,0
5.72703e+06,0,0,0,0,2.38703e+07,-69962.5,0
5.65987e+06,0,0,0,0,2.38759e+07,-67159.4,0
5.53669e+06,0,0,0,0,2.18069e+07,-123178,0
4.65909e+06,0,0,0,0,2.24744e+07,-877597,0
3.7817e+06,0,0,0,0,2.24816e+07,-877395,0
2.9045e+06,0,0,0,0,2.24888e+07,-877194,0
2.02751e+06,0,0,0,0,2.24959e+07,-876993,0
1.17014e+06,0,0,5.5915e+07,0.000745969,2.31789e+07,-857366,0
537462,0,0,5.5915e+07,0,2.29896e+07,-632683,0
0,0,0,5.5915e+07,0,2.29948e+07,-630152,0
0,0,0,5.5915e+07,0,2.29999e+07,-627621,627621
0,0,0,5.5915e+07,0,2.53833e+07,-557975,557975
279798,0,0,5.5915e+07,0,2.46583e+07,279798,0
562426,0,0,5.5915e+07,0,2.4664e+07,282627,0
847882,0,0,5.5915e+07,0,2.46697e+07,285457,0
1.04388e+06,0,0,5.5915e+07,0,2.13978e+07,196001,0
162785,0,0,5.5915e+07,0,2.23475e+07,-881099,0
0,0,0,5.5915e+07,0,2.23544e+07,-880906,555336
0,0,0,5.5915e+07,0,2.23613e+07,-880712,880712
0,0,0,5.5915e+07,0,2.23682e+07,-880518,880518
0,0,0,5.5915e+07,0,2.31881e+07,-857459,857459
0,0,0,5.5915e+07,0,2.29819e+07,-613481,613481
0,0,0,5.5915e+07,0,2.29871e+07,-610948,610948
0,0,0,5.5915e+07,0,2.29922e+07,-608413,608413
0,0,0,5.5915e+07,0,2.26803e+07,-614794,614794
0,0,0,5.5915e+07,0,2.27789e+07,-719215,719215
0,0,0,5.5915e+07,0,2.2784e+07,-716717,716717
0,0,0,5.5915e+07,0,2.27891e+07,-714218,714218
0,0,0,5.5915e+07,0,2.38992e+07,-680593,680593
0,0,0,5.5915e+07,0,2.35723e+07,-298295,298295
0,0,0,5.5915e+07,0,2.35777e+07,-295660,295660
0,0,0,5.5915e+07,0,2.3583e+07,-293024,293024
0,0,0,5.5915e+07,0,2.35883e+07,-290387,290387
0,0,0,5.5915e+07,0,2.38543e+07,-279533,279533
0,0,0,5.5915e+07,0,2.36768e+07,-67813.4,67813.4
0,0,0,5.5915e+07,0,2.36821e+07,-65103.4,65103.4
0,0,0,5.5915e+07,0,2.36875e+07,-62392.8,62392.8
0,0,0,5.5915e+07,0,2.42455e+07,-44140.9,44140.9
145155,0,0,5.5915e+07,0,2.40878e+07,145155,0
293090,0,0,5.5915e+07,0,2.40933e+07,147935,0
443804,0,0,5.5915e+07,0,2.40988e+07,150714,0
649304,0,0,5.5915e+07,0,2.59394e+07,205500,0
1.36568e+06,0,0,5.5915e+07,0,2.55008e+07,716381,0
2.0823e+06,0,0,5.5915e+07,0,2.55092e+07,716616,0
2.79915e+06,0,0,5.5915e+07,0,2.55175e+07,716850,0
3.51624e+06,0,0,5.5915e+07,0,2.55259e+07,717085,0
4.20408e+06,0,0,5.5915e+07,0,2.45022e+07,687845,0
4.66237e+06,0,0,5.5915e+07,0,2.47113e+07,458288,0
5.12354e+06,0,0,5.5915e+07,0,2.4717e+07,461168,0
5.58758e+06,0,0,5.5915e+07,0,2.47227e+07,464047,0
6.02843e+06,0,0,5.5915e+07,0,2.38182e+07,440846,0
6.09849e+06,0,0,5.5915e+07,0,2.41506e+07,70057.1,0
