0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,0gross_rev,0cont_contrib,0drought_cost
0,0,0,0,0.000745969,2.27965e+07,-868549,868549
0,0,0,0,0,2.27144e+07,-767484,767484
0,0,0,0,0,2.27189e+07,-765289,765289
0,0,0,0,0,2.27234e+07,-763094,763094
0,0,0,0,0,2.50641e+07,-694967,694967
127738,0,0,0,0,2.43513e+07,127738,0
257929,0,0,0,0,2.43562e+07,130191,0
390575,0,0,0,0,2.43611e+07,132646,0
435032,0,0,0,0,2.11468e+07,44457,0
0,0,0,0,0,2.19721e+07,-891619,21554.2
0,0,0,0,0,2.19781e+07,-891451,891451
0,0,0,0,0,2.19841e+07,-891283,891283
0,0,0,0,0,2.199e+07,-891115,891115
0,0,0,0,0,2.27944e+07,-868493,868493
0,0,0,0,0,2.26992e+07,-752401,752401
0,0,0,0,0,2.27036e+07,-750202,750202
0,0,0,0,0,2.27081e+07,-748004,748004
0,0,0,0,0,2.24012e+07,-754559,754559
0,0,0,0,0,2.24975e+07,-857377,857377
0,0,0,0,0,2.25019e+07,-855209,855209
0,0,0,0,0,2.25063e+07,-853041,853041
0,0,0,0,0,2.35956e+07,-820316,820316
0,0,0,0,0,2.32741e+07,-445292,445292
0,0,0,0,0,2.32787e+07,-443006,443006
626512,0,0,0,0,2.23494e+07,626512,0
1.25321e+06,0,0,0,0,2.23559e+07,626693,0
1.88815e+06,0,0,0,0,2.26182e+07,634940,0
1.66758e+06,0,0,0,0,2.33735e+07,-220567,0
1.44936e+06,0,0,0,0,2.33782e+07,-218216,0
1.2335e+06,0,0,0,0,2.33829e+07,-215864,0
1.03524e+06,0,0,0,0,2.39299e+07,-198261,0
1.02244e+06,0,0,0,0,2.37744e+07,-12796.2,0
1.01206e+06,0,0,0,0,2.37792e+07,-10385.2,0
1.00408e+06,0,0,0,0,2.3784e+07,-7973.5,0
1.04955e+06,0,0,0,0,2.55894e+07,45469.3,0
1.75247e+06,0,0,0,0,2.50215e+07,702915,0
2.45559e+06,0,0,0,0,2.50287e+07,703119,0
3.15891e+06,0,0,0,0,2.5036e+07,703322,0
3.86243e+06,0,0,0,0,2.50432e+07,703526,0
4.53725e+06,0,0,0,0,2.4038e+07,674814,0
4.82881e+06,0,0,0,0,2.43805e+07,291566,0
5.12288e+06,0,0,0,0,2.43854e+07,294063,0
5.41944e+06,0,0,0,0,2.43904e+07,296563,0
5.69292e+06,0,0,0,0,2.35025e+07,273479,0
5.60236e+06,0,0,0,0,2.38279e+07,-90556,0
5.51419e+06,0,0,0,0,2.38327e+07,-88168.5,0
5.42841e+06,0,0,0,0,2.38375e+07,-85780.4,0
