0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,0gross_rev,0cont_contrib,0drought_cost
0,0,0,0,0.000745969,2.27965e+07,-829931,829931
0,0,0,0,0,2.27148e+07,-728845,728845
0,0,0,0,0,2.27195e+07,-726507,726507
0,0,0,0,0,2.27243e+07,-724170,724170
0,0,0,0,0,2.50654e+07,-652123,652123
170783,0,0,0,0,2.43528e+07,170783,0
344178,0,0,0,0,2.43581e+07,173396,0
520188,0,0,0,0,2.43633e+07,176009,0
602767,0,0,0,0,2.11488e+07,82579.1,0
0,0,0,0,0,2.19753e+07,-854415,0
0,0,0,0,0,2.19816e+07,-854226,854226
0,0,0,0,0,2.1988e+07,-854037,854037
0,0,0,0,0,2.19943e+07,-853847,853847
0,0,0,0,0,2.27992e+07,-829840,829840
0,0,0,0,0,2.2703e+07,-712166,712166
0,0,0,0,0,2.27077e+07,-709826,709826
0,0,0,0,0,2.27124e+07,-707485,707485
0,0,0,0,0,2.24058e+07,-714431,714431
0,0,0,0,0,2.25023e+07,-817138,817138
0,0,0,0,0,2.2507e+07,-814830,814830
0,0,0,0,0,2.25116e+07,-812522,812522
0,0,0,0,0,2.36016e+07,-777838,777838
0,0,0,0,0,2.32802e+07,-402538,402538
0,0,0,0,0,2.32851e+07,-400103,400103
0,0,0,0,0,2.329e+07,-397668,397668
0,0,0,0,0,2.32949e+07,-395233,395233
0,0,0,0,0,2.35558e+07,-385081,385081
0,0,0,0,0,2.33811e+07,-177332,177332
0,0,0,0,0,2.3386e+07,-174829,174829
0,0,0,0,0,2.3391e+07,-172325,172325
0,0,0,0,0,2.39385e+07,-153636,153636
32075.1,0,0,0,0,2.37833e+07,32075.1,0
66716.5,0,0,0,0,2.37883e+07,34641.4,0
103925,0,0,0,0,2.37934e+07,37209,0
197478,0,0,0,0,2.56002e+07,93552.1,0
944160,0,0,0,0,2.50365e+07,746682,0
1.69107e+06,0,0,0,0,2.50442e+07,746911,0
2.43821e+06,0,0,0,0,2.50518e+07,747140,0
3.18558e+06,0,0,0,0,2.50595e+07,747369,0
3.90292e+06,0,0,0,0,2.4054e+07,717337,0
4.24234e+06,0,0,0,0,2.43923e+07,339420,0
4.58442e+06,0,0,0,0,2.43975e+07,342080,0
4.92916e+06,0,0,0,0,2.44027e+07,344740,0
5.24987e+06,0,0,0,0,2.35145e+07,320709,0
5.20643e+06,0,0,0,0,2.38405e+07,-43434.6,0
5.16554e+06,0,0,0,0,2.38455e+07,-40892.8,0
5.12719e+06,0,0,0,0,2.38506e+07,-38350.5,0
5.02955e+06,0,0,0,0,2.17842e+07,-97635.8,0
4.18902e+06,0,0,0,0,2.2441e+07,-840534,0
3.34868e+06,0,0,0,0,2.24475e+07,-840341,0
2.50853e+06,0,0,0,0,2.24539e+07,-840147,0
1.66858e+06,0,0,0,0,2.24604e+07,-839954,0
848945,0,0,0,0.000745969,2.31419e+07,-819631,0
242341,0,0,0,0,2.29622e+07,-606605,0
0,0,0,0,0,2.29668e+07,-604309,119628
0,0,0,0,0,2.29715e+07,-602014,602014
0,0,0,0,0,2.535e+07,-528893,528893
307114,0,0,0,0,2.46258e+07,307114,0
616794,0,0,0,0,2.46309e+07,309680,0
929040,0,0,0,0,2.46361e+07,312246,0
1.14627e+06,0,0,0,0,2.137e+07,217234,0
301708,0,0,0,0,2.23056e+07,-844566,0
0,0,0,0,0,2.23118e+07,-844380,240965
0,0,0,0,0,2.2318e+07,-844195,844195
0,0,0,0,0,2.23243e+07,-844009,844009
0,0,0,0,0,2.31418e+07,-819626,819626
0,0,0,0,0,2.29481e+07,-590695,590695
0,0,0,0,0,2.29527e+07,-588397,588397
0,0,0,0,0,2.29574e+07,-586099,586099
0,0,0,0,0,2.26456e+07,-593235,593235
0,0,0,0,0,2.27436e+07,-697653,697653
0,0,0,0,0,2.27482e+07,-695387,695387
0,0,0,0,0,2.27527e+07,-693120,693120
0,0,0,0,0,2.38598e+07,-657965,657965
0,0,0,0,0,2.35331e+07,-276799,276799
0,0,0,0,0,2.3538e+07,-274409,274409
0,0,0,0,0,2.35428e+07,-272018,272018
0,0,0,0,0,2.35476e+07,-269627,269627
0,0,0,0,0,2.38124e+07,-259398,259398
0,0,0,0,0,2.36348e+07,-48451,48451
0,0,0,0,0,2.36396e+07,-45994,45994
0,0,0,0,0,2.36445e+07,-43535.7,43535.7
0,0,0,0,0,2.42005e+07,-24637.4,24637.4
163913,0,0,0,0,2.40426e+07,163913,0
330345,0,0,0,0,2.40476e+07,166432,0
499298,0,0,0,0,2.40526e+07,168953,0
725391,0,0,0,0,2.58875e+07,226093,0
1.48379e+06,0,0,0,0,2.54294e+07,758401,0
2.24242e+06,0,0,0,0,2.5437e+07,758626,0
3.00127e+06,0,0,0,0,2.54445e+07,758851,0
3.76034e+06,0,0,0,0,2.5452e+07,759076,0
4.48891e+06,0,0,0,0,2.44305e+07,728566,0
4.9642e+06,0,0,0,0,2.46596e+07,475285,0
5.44209e+06,0,0,0,0,2.46647e+07,477895,0
5.9226e+06,0,0,0,0,2.46699e+07,480507,0
6.37861e+06,0,0,0,0,2.37676e+07,456009,0
6.4647e+06,0,0,0,0,2.40985e+07,86090.8,0
6.55328e+06,0,0,0,0,2.41035e+07,88586.3,0
6.64437e+06,0,0,0,0,2.41084e+07,91081.8,0
6.67515e+06,0,0,0,0,2.20097e+07,30787,0
5.93164e+06,0,0,0,0,2.26938e+07,-743510,0
5.19038e+06,0,0,0,0,2.26984e+07,-741262,0
4.45137e+06,0,0,0,0,2.27029e+07,-739012,0
