0cont_fund,0ins_pout,0ins_price,0infra_npv,0debt_serv,0gross_rev,0cont_contrib,0drought_cost
0,0,0,0,0.000745969,2.27965e+07,-829931,829931
0,0,0,0,0,2.27143e+07,-728859,728859
0,0,0,0,0,2.27187e+07,-726694,726694
0,0,0,0,0,2.27231e+07,-724528,724528
0,0,0,0,0,2.50637e+07,-652660,652660
169998,0,0,0,0,2.43508e+07,169998,0
342417,0,0,0,0,2.43556e+07,172419,0
517256,0,0,0,0,2.43605e+07,174840,0
598491,0,0,0,0,2.11461e+07,81234.7,0
0,0,0,0,0,2.19711e+07,-854541,0
0,0,0,0,0,2.19769e+07,-854365,854365
0,0,0,0,0,2.19828e+07,-854190,854190
0,0,0,0,0,2.19887e+07,-854014,854014
0,0,0,0,0,2.27929e+07,-830028,830028
0,0,0,0,0,2.2698e+07,-714416,714416
0,0,0,0,0,2.27024e+07,-712248,712248
0,0,0,0,0,2.27067e+07,-710079,710079
0,0,0,0,0,2.23998e+07,-717194,717194
0,0,0,0,0,2.2496e+07,-820033,820033
0,0,0,0,0,2.25003e+07,-817896,817896
0,0,0,0,0,2.25047e+07,-815757,815757
0,0,0,0,0,2.35938e+07,-781258,781258
0,0,0,0,0,2.32722e+07,-406305,406305
0,0,0,0,0,2.32767e+07,-404050,404050
0,0,0,0,0,2.32812e+07,-401794,401794
0,0,0,0,0,2.32858e+07,-399538,399538
0,0,0,0,0,2.35461e+07,-389570,389570
0,0,0,0,0,2.33712e+07,-182120,182120
0,0,0,0,0,2.33757e+07,-179801,179801
0,0,0,0,0,2.33803e+07,-177482,177482
0,0,0,0,0,2.39271e+07,-158988,158988
26414.9,0,0,0,0,2.37717e+07,26414.9,0
55207.1,0,0,0,0,2.37763e+07,28792.2,0
86377.8,0,0,0,0,2.3781e+07,31170.7,0
173662,0,0,0,0,2.5586e+07,87283.7,0
919757,0,0,0,0,2.50168e+07,746095,0
1.66606e+06,0,0,0,0,2.50239e+07,746307,0
2.41258e+06,0,0,0,0,2.5031e+07,746519,0
3.15931e+06,0,0,0,0,2.50381e+07,746731,0
3.87602e+06,0,0,0,0,2.4033e+07,716709,0
4.20783e+06,0,0,0,0,2.43768e+07,331809,0
4.54211e+06,0,0,0,0,2.43816e+07,334273,0
4.87884e+06,0,0,0,0,2.43865e+07,336738,0
5.19138e+06,0,0,0,0,2.34987e+07,312536,0
5.13993e+06,0,0,0,0,2.3824e+07,-51449.7,0
5.09084e+06,0,0,0,0,2.38287e+07,-49094.7,0
5.0441e+06,0,0,0,0,2.38334e+07,-46739.6,0
4.93795e+06,0,0,0,0,2.17688e+07,-106147,0
4.09674e+06,0,0,0,0,2.24182e+07,-841212,0
3.2557e+06,0,0,0,0,2.24242e+07,-841033,0
